"Variable","Shock","Impact_Q0","Peak_Response","Peak_Horizon","Peak_68_Significant"
"GDP-D (log)","Monetary Policy Shock",-0.00209822820631904,-0.00221299940994087,5,"*"
"Unemployment (pp)","Monetary Policy Shock",0.0548036623148895,0.0885848956414938,6,"*"
"CPIF (log)","Monetary Policy Shock",-0.000617288059913588,-0.00180574984272005,16,"*"
"Interest (pp)","Monetary Policy Shock",0.0610025213697679,0.0610025213697679,0,"*"
"Habituals (log)","Monetary Policy Shock",-0.000116857782285591,0.000278371660639073,18,""
"DTA (pp)","Monetary Policy Shock",0.0238683157774144,0.0888976783356679,3,""
"DSR (pp)","Monetary Policy Shock",0.00960594531648458,-0.0116845094748036,30,""
"LAI (pp)","Monetary Policy Shock",-0.353349994220864,-0.476513237692206,2,""
"Savings (pp)","Monetary Policy Shock",0.119028553239787,0.146634086060526,2,""
"REER (log)","Monetary Policy Shock",-0.00106159110316009,-0.00106159110316009,0,""
"GDP-D (log)","Adverse Macro Shock",-0.00263964425002317,-0.00263964425002317,0,"*"
"Unemployment (pp)","Adverse Macro Shock",0.0561692886004166,0.114040811421424,3,"*"
"CPIF (log)","Adverse Macro Shock",-0.000420344883950289,-0.00105375049167419,5,""
"Interest (pp)","Adverse Macro Shock",-0.0626800674835385,-0.142499613991853,3,"*"
"Habituals (log)","Adverse Macro Shock",-0.000639795483400832,-0.000639795483400832,0,""
"DTA (pp)","Adverse Macro Shock",0.0333225565527751,0.0392457705266658,1,""
"DSR (pp)","Adverse Macro Shock",-0.0115684972676758,-0.0427210826837367,3,""
"LAI (pp)","Adverse Macro Shock",-0.595032043024441,-0.595032043024441,0,""
"Savings (pp)","Adverse Macro Shock",0.0625244759552343,0.0625244759552343,0,""
"REER (log)","Adverse Macro Shock",0.00349827698869515,0.00408947727446233,2,""
