"date","target_variable","shock_gdp_growth_mean","shock_consumption_growth_mean","shock_cpi_growth_mean","shock_saving_rate_mean","shock_policy_rate_mean","shock_interest_burden_mean","shock_debt_growth_mean","shock_real_house_price_growth_mean","shock_asset_liability_ratio_mean","total_decomposed_mean"
36,"interest_burden",-0.118879959072977,-0.117992392197092,-0.135605517907029,-0.126909139932744,0.135428245146561,-0.124297032773244,-0.0947731711075796,-0.10805473544529,-0.0964548320102775,-0.787538535299672
37,"interest_burden",-0.170944783194608,-0.180110984915787,-0.18374114761143,-0.188675702885609,0.0137442390447099,-0.171565306221586,-0.151594773961699,-0.151801727965979,-0.140499891389437,-1.32519007910142
38,"interest_burden",-0.0551866909303469,-0.063718452356541,-0.0590183525033178,-0.0626537463020658,0.046365746683213,-0.0572314012554588,-0.025891905556925,-0.0395507179505373,-0.0238972913467454,-0.340782811518725
39,"interest_burden",-0.034651913471154,-0.0436060123290657,-0.0406621885066388,-0.042446480785012,0.234112851138561,-0.0297085068070998,-0.0119769123185989,-0.0207877145758868,-0.00254714138703299,0.00772598095807181
40,"interest_burden",0.00181176705282061,0.00136726883116782,-0.0145532490141016,0.00431184574583541,0.326383678657284,-0.0052770903744007,0.0321135439795909,0.0191435084944412,0.0270460799382704,0.392347353310908
41,"interest_burden",-0.0649930735327073,-0.0775631723150228,-0.0859823843463597,-0.0793073507032669,0.0679300649875698,-0.0741123275766696,-0.0462095417983536,-0.0527683301645863,-0.0417728363010565,-0.454778951750453
42,"interest_burden",0.0932425169860615,0.0794461014433324,0.0654523335058968,0.0768098709289119,0.195794877124646,0.083333211089269,0.112680766584308,0.101496714565965,0.124301202636356,0.932557594864745
43,"interest_burden",0.127853911109094,0.120029206585838,0.0986169125207767,0.118169653839457,0.316938758253058,0.133747703716519,0.15209126118355,0.148592938425913,0.160214440072648,1.37625478570685
44,"interest_burden",0.159325594292066,0.146809875071698,0.134688359953087,0.155015065529542,0.273758169514231,0.156147930444019,0.180974381143687,0.175173284915615,0.18190597283293,1.56379863369687
45,"interest_burden",0.0546047841061809,0.0444506948377595,0.0331987301300645,0.0441509926601167,-0.0190373460578191,0.0486766262350336,0.0700891075565998,0.0652503041201574,0.0676773099662482,0.409061203554342
46,"interest_burden",0.266911154842875,0.254729560671859,0.234321439376495,0.258175371780034,0.202005837535192,0.254726839502902,0.281058954736817,0.270913048169134,0.275235030791175,2.29807723740648
47,"interest_burden",0.274894917130919,0.253661109518304,0.241973575808613,0.275874564824819,0.247616178485793,0.279532022079548,0.286432416409627,0.285312895166943,0.291550055480643,2.43684773490521
48,"interest_burden",0.057762068737199,0.0384425575044206,0.0324927015676176,0.0556817330714343,-0.0758682010887954,0.0778060741006924,0.0789820330787031,0.0757736188684715,0.0848793541885468,0.42595194002829
49,"interest_burden",-0.167202113088082,-0.156461267496043,-0.193923332206095,-0.159355412957781,-0.164432762570705,-0.130379812077239,-0.129793040049574,-0.126334521552176,-0.107374062997709,-1.3352563249954
50,"interest_burden",-0.126233877338687,-0.109171829997071,-0.150709799321173,-0.122564041390208,-0.0848749955189275,-0.107155178923812,-0.0907380629451421,-0.0882330364461945,-0.0657764439325164,-0.945457265813731
51,"interest_burden",-0.135446353863877,-0.136262424667948,-0.163029195257459,-0.149002083690833,-0.10085459013239,-0.123722089620987,-0.117143119857558,-0.106864282123219,-0.0790588132925763,-1.11138295250685
52,"interest_burden",-0.146338795678906,-0.160049224496366,-0.168771796353332,-0.166231700026439,-0.219613960385229,-0.131929029950728,-0.1181002563111,-0.115928780007031,-0.0945132018519706,-1.3214767450611
53,"interest_burden",-0.235783928003895,-0.244565955275569,-0.274584876380161,-0.266804627010799,-0.15515159287809,-0.220769498230832,-0.210506322535004,-0.197731099037861,-0.182136133040202,-1.98803403239241
54,"interest_burden",-0.134399435369004,-0.140801646375816,-0.168863917800781,-0.159138757384113,0.00694099325873206,-0.125287528576742,-0.109964268555146,-0.0924532860521758,-0.0738091888423573,-0.997777035697404
55,"interest_burden",-0.0708905797326556,-0.0779367866963225,-0.110414199899998,-0.0969536166110641,0.0591757438864724,-0.0574233092131994,-0.0537805677840045,-0.0378046112186831,-0.0217553878760008,-0.467783315145456
56,"interest_burden",0.0127947911631434,-0.00998415809388451,-0.0331255051442786,-0.0236460466465058,0.128545968890634,0.0268759490355445,0.0326744904176197,0.03954617049098,0.0489669237378483,0.222648583851101
57,"interest_burden",-0.0614549394161479,-0.0748220312034729,-0.120417925507704,-0.0972457174704691,0.122101892985391,-0.0440275335699938,-0.0368612939932468,-0.0203720557529909,-0.0151069663585537,-0.348206570287188
58,"interest_burden",0.0823969654474035,0.073054933768858,0.0268622364717836,0.0556890257281426,0.337533935936192,0.0991908006019464,0.106216051619302,0.125747124873665,0.13573406328657,1.04242513773386
59,"interest_burden",0.109146636105916,0.106146820338563,0.0587095581834424,0.106130646590514,0.285544299377987,0.137905087996635,0.140598843338473,0.157246206904079,0.167564512987156,1.26899261182276
60,"interest_burden",0.121355095164409,0.117964836443479,0.067777412717535,0.112722133064329,0.211871898219725,0.147642496180173,0.153893904953493,0.160815070092282,0.165773184400833,1.25981603123626
61,"interest_burden",-0.0554980835602468,-0.0372362212954979,-0.111515362365561,-0.0590614894109917,0.0921539198849976,-0.0226929768406675,-0.0149644994515102,-0.00366943425723504,-0.00202279522533536,-0.214506942522048
62,"interest_burden",0.0441438522249052,0.0669701192829344,0.00539571249624388,0.0577446661956626,0.220805126709939,0.0847379739861702,0.091035170225949,0.0981276161879719,0.107492921987551,0.776453159297327
63,"interest_burden",0.0185619856497619,0.0488756513404859,-0.0114625902695979,0.0457470928393106,0.0935378486966383,0.0747894145151038,0.0712107035302903,0.0715830352864849,0.0873258808348904,0.500169022423368
64,"interest_burden",-0.0116421005575754,0.0215905505819077,-0.0348417055208908,0.0111827239820424,0.0130498352577842,0.0504981995625351,0.0440498245930685,0.0409419844202264,0.0564853504210227,0.191314662740121
65,"interest_burden",-0.12615659562499,-0.0763559410764922,-0.154970619907485,-0.100458529989576,-0.0660026007422624,-0.0749781687552943,-0.0666494276685453,-0.0727574403232771,-0.0474782784360056,-0.785807602523928
66,"interest_burden",-0.0425054774115301,-0.000819368047109169,-0.0573416593226454,-0.000591043489840646,0.0316430915203192,0.00895058597105062,0.0202535234168364,0.00643727526682764,0.0394410033762809,0.00546793128018944
67,"interest_burden",-0.0352548524633253,0.0105093173240761,-0.0539941972669631,-0.000252067858905513,-0.0605807235485596,0.0170844534776714,0.0160575480836074,-0.00710495433458852,0.0403697378951853,-0.0731657386918017
68,"interest_burden",-0.0306340057164388,0.0140857891926174,-0.054210378748335,-0.00451623717040017,-0.0667607481620511,0.0213181765186195,0.0105146024695677,-0.00920243507510102,0.0376660592252365,-0.081739177466285
69,"interest_burden",-0.154942980982514,-0.0893928423694456,-0.187255986547255,-0.125986315023761,-0.1861502348745,-0.112314799950763,-0.106073151315828,-0.124496600975647,-0.0745413853099599,-1.16115429734967
70,"interest_burden",-0.0546471867487769,-0.00892897116419188,-0.0863737137551008,-0.0208632467783703,-0.148270055898913,-0.0149921602474572,-0.0204459437544794,-0.0339197098924835,0.018814742592332,-0.369626245647441
