"Variable","Shock","Impact_Q0","Peak_Response","Peak_Horizon","Peak_68_Significant"
"FED Rate (pp)","Monetary Policy Shock",0,0,0,""
"KIX GDP (Log)","Monetary Policy Shock",0,0,0,""
"KIX CPI (Log)","Monetary Policy Shock",0,0,0,""
"GDP-D (Log)","Monetary Policy Shock",-0.000880319063808377,-0.00120966483431795,3,"*"
"Unemployment (pp)","Monetary Policy Shock",0.0677865190487977,0.0864059772077406,7,"*"
"CPIF (Log)","Monetary Policy Shock",-0.000829887999241018,-0.000829887999241018,0,"*"
"Interest (pp)","Monetary Policy Shock",0.0454208656210822,0.0592009619345521,5,""
"Durables (log)","Monetary Policy Shock",-0.0108791240101759,-0.0122639105597169,1,""
"DTA (pp)","Monetary Policy Shock",-0.0431144388286114,0.109045684354437,30,""
"DSR (pp)","Monetary Policy Shock",-0.00991264739802124,-0.0253000923961351,30,""
"LAI (pp)","Monetary Policy Shock",-2.70760212183789,-3.17539995670298,30,""
"Savings (pp)","Monetary Policy Shock",0.403320593009722,0.403320593009722,0,"*"
"REER (log)","Monetary Policy Shock",0.000322553598500121,-0.00239867166852986,30,""
"FED Rate (pp)","Adverse Macro Shock",0,0,0,""
"KIX GDP (Log)","Adverse Macro Shock",0,0,0,""
"KIX CPI (Log)","Adverse Macro Shock",0,0,0,""
"GDP-D (Log)","Adverse Macro Shock",-0.00273161747521295,-0.00486045280668534,30,"*"
"Unemployment (pp)","Adverse Macro Shock",0.086792160329993,0.215166162678577,30,"*"
"CPIF (Log)","Adverse Macro Shock",0.000677970939828699,0.000677970939828699,0,"*"
"Interest (pp)","Adverse Macro Shock",-0.0817336082485044,-0.272535488851725,30,""
"Durables (log)","Adverse Macro Shock",-0.00395672513364953,-0.00830852568940494,30,"*"
"DTA (pp)","Adverse Macro Shock",0.0842648818225808,0.0842648818225808,0,"*"
"DSR (pp)","Adverse Macro Shock",0.0127147346589367,-0.0323588323242482,6,"*"
"LAI (pp)","Adverse Macro Shock",0.304016003711769,1.28493499193255,6,""
"Savings (pp)","Adverse Macro Shock",-0.179539708307113,-0.179539708307113,0,""
"REER (log)","Adverse Macro Shock",0.00395464965815626,0.00768154163013766,30,"*"
