"Variable","Shock","Impact_Q0","Peak_Response","Peak_Horizon","Peak_68_Significant"
"GDP-D (log)","Monetary Policy Shock",-0.00203418170748858,-0.00208361739394914,4,"*"
"Unemployment (pp)","Monetary Policy Shock",0.0552639221843741,0.0949164979388183,6,"*"
"CPIF (log)","Monetary Policy Shock",-0.000562808180394281,-0.00248116975161741,11,"*"
"Interest (pp)","Monetary Policy Shock",0.0648617040151203,0.0648617040151203,0,"*"
"Durables (log)","Monetary Policy Shock",-0.00336004218726758,-0.00375525651843273,2,""
"DTA (pp)","Monetary Policy Shock",0.0199135081783406,0.0902733933453911,3,""
"DSR (pp)","Monetary Policy Shock",0.015899953030228,0.017957235897841,2,""
"LAI (pp)","Monetary Policy Shock",-0.321220627219658,0.53961430693083,14,""
"Savings (pp)","Monetary Policy Shock",0.117035518089651,0.17607481565555,3,""
"REER (log)","Monetary Policy Shock",-0.00147782653735513,-0.00147782653735513,0,""
"GDP-D (log)","Adverse Macro Shock",-0.0025034810569484,-0.00265056649518386,2,"*"
"Unemployment (pp)","Adverse Macro Shock",0.0532892360284717,0.120654554275077,4,"*"
"CPIF (log)","Adverse Macro Shock",-0.000474331901632711,-0.00123607616713068,6,""
"Interest (pp)","Adverse Macro Shock",-0.0634056961346139,-0.152667629014957,3,"*"
"Durables (log)","Adverse Macro Shock",-0.00447603677927244,-0.00481495063687225,1,""
"DTA (pp)","Adverse Macro Shock",0.0153228324095963,0.0679597270092784,30,""
"DSR (pp)","Adverse Macro Shock",-0.00812858470762126,-0.0441472322023406,3,"*"
"LAI (pp)","Adverse Macro Shock",-0.609483236211323,0.783496304152499,7,""
"Savings (pp)","Adverse Macro Shock",0.0559260218327563,0.0725420370799974,19,""
"REER (log)","Adverse Macro Shock",0.00337163255449517,0.00441561654230342,2,""
