"Variable","Shock","Impact_Q0","Peak_Response","Peak_Horizon","Peak_95_Significant"
"FED Rate","Monetary Policy Shock",0,0,0,""
"KIX GDP","Monetary Policy Shock",0,0,0,""
"KIX CPI","Monetary Policy Shock",0,0,0,""
"GDP-D","Monetary Policy Shock",-0.00199542853855751,-0.00234877326867949,4,"*"
"Unemployment","Monetary Policy Shock",0.0528657654272265,0.0558167105398622,4,"*"
"CPIF","Monetary Policy Shock",-0.00101382810983828,-0.00149502660214476,10,"*"
"Interest","Monetary Policy Shock",0.0697887551123273,0.0697887551123273,0,"*"
"Habituals","Monetary Policy Shock",0.00105351979169862,0.00231327641012138,30,""
"DTA","Monetary Policy Shock",-0.108492477288254,-0.115886052089976,30,""
"DSR","Monetary Policy Shock",0.0130691394823205,-0.0164170530470217,4,""
"LAI","Monetary Policy Shock",1.87692825980774,1.87692825980774,0,""
"Savings","Monetary Policy Shock",0.069296018821915,0.069296018821915,0,""
"REER","Monetary Policy Shock",-0.00329848137727376,-0.00329848137727376,0,""
"FED Rate","Adverse Macro Shock",0,0,0,""
"KIX GDP","Adverse Macro Shock",0,0,0,""
"KIX CPI","Adverse Macro Shock",0,0,0,""
"GDP-D","Adverse Macro Shock",-0.00228136363336056,-0.00233552238068157,7,""
"Unemployment","Adverse Macro Shock",0.0564072178274748,0.0564072178274748,0,"*"
"CPIF","Adverse Macro Shock",-0.000194734917262783,-0.00163372431202363,20,""
"Interest","Adverse Macro Shock",-0.0693063308277735,-0.0693063308277735,0,"*"
"Habituals","Adverse Macro Shock",-0.000324044469262099,0.00166408545018113,12,""
"DTA","Adverse Macro Shock",0.0352380265813971,-0.132346541487024,25,""
"DSR","Adverse Macro Shock",-0.059015316342194,-0.059015316342194,0,""
"LAI","Adverse Macro Shock",-1.11473885588106,-1.11473885588106,0,""
"Savings","Adverse Macro Shock",-0.0955500299811629,-0.0955500299811629,0,""
"REER","Adverse Macro Shock",0.00465739713408281,0.0091125156399033,9,""
