"Variable","Shock","Impact_Q0","Peak_Response","Peak_Horizon","Peak_95_Significant"
"FED Rate","Monetary Policy Shock",0,0,0,""
"KIX GDP","Monetary Policy Shock",0,0,0,""
"KIX CPI","Monetary Policy Shock",0,0,0,""
"GDP-D","Monetary Policy Shock",-0.0016283801262702,-0.0016283801262702,0,"*"
"Unemployment","Monetary Policy Shock",0.0307622721768966,0.0665447668485163,4,""
"CPIF","Monetary Policy Shock",-0.000560025150793438,-0.00174012263008902,30,""
"Interest","Monetary Policy Shock",0.0547158807881246,0.0547158807881246,0,"*"
"Habituals","Monetary Policy Shock",-0.00116666476375473,-0.00116666476375473,0,""
"DTA","Monetary Policy Shock",-0.0992372598867655,-0.127935007366349,30,""
"DSR","Monetary Policy Shock",0.0178968241341153,0.0178968241341153,0,""
"LAI","Monetary Policy Shock",0.20617584851909,0.296005836435711,1,""
"Savings","Monetary Policy Shock",-0.110401629408085,-0.138185644257182,23,""
"REER","Monetary Policy Shock",7.30700490830642e-06,0.00249449408319789,2,""
"FED Rate","Adverse Macro Shock",0,0,0,""
"KIX GDP","Adverse Macro Shock",0,0,0,""
"KIX CPI","Adverse Macro Shock",0,0,0,""
"GDP-D","Adverse Macro Shock",-0.00344902917417755,-0.00344902917417755,0,"*"
"Unemployment","Adverse Macro Shock",0.0593873317634298,0.13326313972306,25,"*"
"CPIF","Adverse Macro Shock",-0.000175859748239838,0.000741449655963946,30,""
"Interest","Adverse Macro Shock",-0.0435580212537226,-0.199632660382865,19,"*"
"Habituals","Adverse Macro Shock",0.00108752703528545,0.00206304134609146,2,""
"DTA","Adverse Macro Shock",0.0235637018996093,0.05117338454156,2,""
"DSR","Adverse Macro Shock",0.00913592707582465,-0.0582443756532299,20,""
"LAI","Adverse Macro Shock",0.415448815612427,1.74879539394042,4,""
"Savings","Adverse Macro Shock",0.108256472627608,0.108256472627608,0,""
"REER","Adverse Macro Shock",0.00575920692306766,0.012420703379374,10,""
