quarter,kix_index,kix_nominal_log,kix_real_log,cpi_log,kix_cpi_log
2012Q4,105.05743554347826,4.65450720578071,3.7926916417526284,5.750475202648183,4.888659638620101
2013Q1,102.28258,4.627739374977742,3.7734155909167653,5.747310138882068,4.892986354821092
2013Q2,102.80009967032969,4.63278632257633,3.7782181072376124,5.749987289105268,4.895419073766551
2013Q3,102.80699445652174,4.632853390166813,3.78050430289332,5.749859968150188,4.897510880876695
2013Q4,104.08856510869563,4.645242124330005,3.7937190903238243,5.751132448810521,4.89960941480434
2014Q1,103.19656155555556,4.636635534232276,3.7955724615835056,5.743825499191434,4.9027624265426635
2014Q2,105.80262670329672,4.661575346179308,3.817836192110706,5.750072160736975,4.906333006668372
2014Q3,108.69045097826088,4.688503942782247,3.8480559354847346,5.748192690470261,4.90774468317275
2014Q4,109.52752358695652,4.696175874630195,3.8550837381529153,5.749000127433119,4.90790799095584
2015Q1,112.95333466666666,4.726974765866135,3.891708157685624,5.7439322432832505,4.908665635102739
2015Q2,113.41286252747253,4.731034811029578,3.8955509498796514,5.7480438809461765,4.91256001979625
2015Q3,112.73689402173912,4.7250567323514385,3.8915711860108875,5.747586684614921,4.91410113827437
2015Q4,111.08387869565216,4.710285579866898,3.8755406753620765,5.749658343479135,4.914913438974313
2016Q1,109.57228945054943,4.696584509065754,3.863264996410737,5.75042218009768,4.917102667442663
2016Q2,109.24386010989012,4.693582632029261,3.8579838101183173,5.756153521393322,4.920554699482379
2016Q3,112.09918260869566,4.7193840384252645,3.8836566722162997,5.757870748336452,4.922143382127488
2016Q4,115.57316673913044,4.749903807660061,3.9105466682535432,5.763915472377338,4.92455833297082
2017Q1,113.21267844444444,4.729268159890125,3.8926594631234908,5.7650970544752935,4.928488357708659
2017Q2,114.40769362637364,4.739768328663175,3.897067836508338,5.773774846476236,4.9310743543214
2017Q3,110.81672065217391,4.707877671340777,3.861721277099634,5.779188809920842,4.9330324156796985
2017Q4,113.19113217391303,4.729077825014246,3.8838037431223693,5.781412016575716,4.936137934683841
2018Q1,114.43914277777776,4.740043177571696,3.8980437333182216,5.781915668059543,4.939916223806069
2018Q2,118.9237110989011,4.778482204327314,3.929075903643205,5.79258668799831,4.943180387314201
2018Q3,118.96151673913045,4.77880005206331,3.9258790466836198,5.800203148744553,4.947282143364863
2018Q4,118.29625228260868,4.773192090707452,3.920659217955606,5.802108304832901,4.949575432081055
2019Q1,120.08153266666666,4.7881709509568315,3.939395606251045,5.800475536222466,4.95170019151668
2019Q2,122.46905626373626,4.807858396146857,3.951289012710456,5.812666774487644,4.956097391051242
2019Q3,122.79884358695652,4.810547598624374,3.953802779302885,5.815264217318964,4.958519397997474
2019Q4,122.86680304347826,4.811100866524769,3.953850482045116,5.819172525951206,4.961922141471552
2020Q1,122.61510131868133,4.809050191436053,3.9645017888814964,5.810342270889509,4.965793868334953
2020Q2,120.75480186813186,4.793762058765862,3.943944088746825,5.813782212462453,4.963964242443415
2020Q3,116.00024684782608,4.7535923191026015,3.9000607031529917,5.820982624418221,4.967451008468612
2020Q4,114.69862032608695,4.742307995519711,3.889036680851442,5.822365190483149,4.969093875814878
2021Q1,113.44338477777778,4.7313038999425086,3.8807163605589663,5.825646062413042,4.9750585230294995
2021Q2,113.88043648351648,4.735149095239834,3.883808847653147,5.8316185128291975,4.98027826524251
2021Q3,114.96067413043478,4.744590105797024,3.8897810873976653,5.8406028969323,4.985793878532942
2021Q4,115.00227217391304,4.744951886202089,3.88406145514357,5.855014613970084,4.994124182911565
2022Q1,119.09422522222222,4.77991498838659,3.9157779832870654,5.871103190436798,5.006966185337272
2022Q2,119.35230516483516,4.782079666924546,3.9010909208487066,5.903352564674319,5.022363818598479
2022Q3,121.7684829347826,4.802121560993273,3.900442895853071,5.933393952651884,5.031715287511682
2022Q4,123.94254097826088,4.819818079004141,3.8939466467041406,5.964375941417249,5.038504509117249
2023Q1,125.57611422222222,4.832912062558896,3.9005811977238176,5.979223260685628,5.04689239585055
2023Q2,127.39328945054945,4.847279068678177,3.902284604117818,5.996957765054913,5.0519633004945534
2023Q3,130.0675914130435,4.86805424928325,3.917842733097789,6.007739718410079,5.057528202224617
2023Q4,126.84184673913045,4.84294100915995,3.8848287075874968,6.018398548348063,5.06028624677561
2024Q1,124.68482076923075,4.825789119288255,3.8668616028201503,6.0248670854083075,5.065939568940204
2024Q2,126.94308450549453,4.843738832507755,3.8841280944693812,6.030316602571777,5.070705864533404
2024Q3,125.58181391304348,4.832957449864521,3.8796511812468424,6.027933079046658,5.074626810428979
2024Q4,126.69218076086956,4.841760370828112,3.8871666988851326,6.031462201953629,5.07686853001065
2025Q1,124.0646111111111,4.820802487249464,NA,6.033765447507636,NA
2025Q2,118.42426131868132,4.774273611244922,NA,6.0343484145066535,NA
2025Q3,119.09411228260868,4.7799140400646465,NA,6.037186517116429,NA
2025Q4,117.26013630434782,4.764394853946683,NA,6.0363901104609745,NA
