sector,item,quarter,Balances
Households,Other deposits,2015K4,0
Households,Other deposits,2016K1,0
Households,Other deposits,2016K2,0
Households,Other deposits,2016K3,0
Households,Other deposits,2016K4,0
Households,Other deposits,2017K1,0
Households,Other deposits,2017K2,0
Households,Other deposits,2017K3,0
Households,Other deposits,2017K4,0
Households,Other deposits,2018K1,0
Households,Other deposits,2018K2,0
Households,Other deposits,2018K3,0
Households,Other deposits,2018K4,0
Households,Other deposits,2019K1,0
Households,Other deposits,2019K2,0
Households,Other deposits,2019K3,0
Households,Other deposits,2019K4,0
Households,Other deposits,2020K1,0
Households,Other deposits,2020K2,0
Households,Other deposits,2020K3,0
Households,Other deposits,2020K4,0
Households,Other deposits,2021K1,0
Households,Other deposits,2021K2,0
Households,Other deposits,2021K3,0
Households,Other deposits,2021K4,0
Households,Other deposits,2022K1,0
Households,Other deposits,2022K2,0
Households,Other deposits,2022K3,0
Households,Other deposits,2022K4,0
Households,Other deposits,2023K1,0
Households,Other deposits,2023K2,0
Households,Other deposits,2023K3,0
Households,Other deposits,2023K4,0
Households,Other deposits,2024K1,0
Households,Other deposits,2024K2,0
Households,Other deposits,2024K3,0
Households,Other deposits,2024K4,0
Households,Other deposits,2025K1,0
Households,Other deposits,2025K2,0
Households,Other deposits,2025K3,0
Households,Other deposits,2025K4,0
Households,Other deposits,2026K1,0
Households,Debt securities,1996K1,0
Households,Debt securities,1996K2,0
Households,Debt securities,1996K3,0
Households,Debt securities,1996K4,0
Households,Debt securities,1997K1,0
Households,Debt securities,1997K2,0
Households,Debt securities,1997K3,0
Households,Debt securities,1997K4,0
Households,Debt securities,1998K1,0
Households,Debt securities,1998K2,0
Households,Debt securities,1998K3,0
Households,Debt securities,1998K4,0
Households,Debt securities,1999K1,0
Households,Debt securities,1999K2,0
Households,Debt securities,1999K3,0
Households,Debt securities,1999K4,0
Households,Debt securities,2000K1,0
Households,Debt securities,2000K2,0
Households,Debt securities,2000K3,0
Households,Debt securities,2000K4,0
Households,Debt securities,2001K1,0
Households,Debt securities,2001K2,0
Households,Debt securities,2001K3,0
Households,Debt securities,2001K4,0
Households,Debt securities,2002K1,0
Households,Debt securities,2002K2,0
Households,Debt securities,2002K3,0
Households,Debt securities,2002K4,0
Households,Debt securities,2003K1,0
Households,Debt securities,2003K2,0
Households,Debt securities,2003K3,0
Households,Debt securities,2003K4,0
Households,Debt securities,2004K1,0
Households,Debt securities,2004K2,0
Households,Debt securities,2004K3,0
Households,Debt securities,2004K4,0
Households,Debt securities,2005K1,0
Households,Debt securities,2005K2,0
Households,Debt securities,2005K3,0
Households,Debt securities,2005K4,0
Households,Debt securities,2006K1,0
Households,Debt securities,2006K2,0
Households,Debt securities,2006K3,0
Households,Debt securities,2006K4,0
Households,Debt securities,2007K1,0
Households,Debt securities,2007K2,0
Households,Debt securities,2007K3,0
Households,Debt securities,2007K4,0
Households,Debt securities,2008K1,0
Households,Debt securities,2008K2,0
Households,Debt securities,2008K3,0
Households,Debt securities,2008K4,0
Households,Debt securities,2009K1,0
Households,Debt securities,2009K2,0
Households,Debt securities,2009K3,0
Households,Debt securities,2009K4,0
Households,Debt securities,2010K1,0
Households,Debt securities,2010K2,0
Households,Debt securities,2010K3,0
Households,Debt securities,2010K4,0
Households,Debt securities,2011K1,0
Households,Debt securities,2011K2,0
Households,Debt securities,2011K3,0
Households,Debt securities,2011K4,0
Households,Debt securities,2012K1,0
Households,Debt securities,2012K2,0
Households,Debt securities,2012K3,0
Households,Debt securities,2012K4,0
Households,Debt securities,2013K1,0
Households,Debt securities,2013K2,0
Households,Debt securities,2013K3,0
Households,Debt securities,2013K4,0
Households,Debt securities,2014K1,0
Households,Debt securities,2014K2,0
Households,Debt securities,2014K3,0
Households,Debt securities,2014K4,0
Households,Debt securities,2015K1,0
Households,Debt securities,2015K2,0
Households,Debt securities,2015K3,0
Households,Debt securities,2015K4,0
Households,Debt securities,2016K1,0
Households,Debt securities,2016K2,0
Households,Debt securities,2016K3,0
Households,Debt securities,2016K4,0
Households,Debt securities,2017K1,0
Households,Debt securities,2017K2,0
Households,Debt securities,2017K3,0
Households,Debt securities,2017K4,0
Households,Debt securities,2018K1,0
Households,Debt securities,2018K2,0
Households,Debt securities,2018K3,0
Households,Debt securities,2018K4,0
Households,Debt securities,2019K1,0
Households,Debt securities,2019K2,0
Households,Debt securities,2019K3,0
Households,Debt securities,2019K4,0
Households,Debt securities,2020K1,0
Households,Debt securities,2020K2,0
Households,Debt securities,2020K3,0
Households,Debt securities,2020K4,0
Households,Debt securities,2021K1,0
Households,Debt securities,2021K2,0
Households,Debt securities,2021K3,0
Households,Debt securities,2021K4,0
Households,Debt securities,2022K1,0
Households,Debt securities,2022K2,0
Households,Debt securities,2022K3,0
Households,Debt securities,2022K4,0
Households,Debt securities,2023K1,0
Households,Debt securities,2023K2,0
Households,Debt securities,2023K3,0
Households,Debt securities,2023K4,0
Households,Debt securities,2024K1,0
Households,Debt securities,2024K2,0
Households,Debt securities,2024K3,0
Households,Debt securities,2024K4,0
Households,Debt securities,2025K1,0
Households,Debt securities,2025K2,0
Households,Debt securities,2025K3,0
Households,Debt securities,2025K4,0
Households,Debt securities,2026K1,0
Households,Short-term debt securities,1996K1,0
Households,Short-term debt securities,1996K2,0
Households,Short-term debt securities,1996K3,0
Households,Short-term debt securities,1996K4,0
Households,Short-term debt securities,1997K1,0
Households,Short-term debt securities,1997K2,0
Households,Short-term debt securities,1997K3,0
Households,Short-term debt securities,1997K4,0
Households,Short-term debt securities,1998K1,0
Households,Short-term debt securities,1998K2,0
Households,Short-term debt securities,1998K3,0
Households,Short-term debt securities,1998K4,0
Households,Short-term debt securities,1999K1,0
Households,Short-term debt securities,1999K2,0
Households,Short-term debt securities,1999K3,0
Households,Short-term debt securities,1999K4,0
Households,Short-term debt securities,2000K1,0
Households,Short-term debt securities,2000K2,0
Households,Short-term debt securities,2000K3,0
Households,Short-term debt securities,2000K4,0
Households,Short-term debt securities,2001K1,0
Households,Short-term debt securities,2001K2,0
Households,Short-term debt securities,2001K3,0
Households,Short-term debt securities,2001K4,0
Households,Short-term debt securities,2002K1,0
Households,Short-term debt securities,2002K2,0
Households,Short-term debt securities,2002K3,0
Households,Short-term debt securities,2002K4,0
Households,Short-term debt securities,2003K1,0
Households,Short-term debt securities,2003K2,0
Households,Short-term debt securities,2003K3,0
Households,Short-term debt securities,2003K4,0
Households,Short-term debt securities,2004K1,0
Households,Short-term debt securities,2004K2,0
Households,Short-term debt securities,2004K3,0
Households,Short-term debt securities,2004K4,0
Households,Short-term debt securities,2005K1,0
Households,Short-term debt securities,2005K2,0
Households,Short-term debt securities,2005K3,0
Households,Short-term debt securities,2005K4,0
Households,Short-term debt securities,2006K1,0
Households,Short-term debt securities,2006K2,0
Households,Short-term debt securities,2006K3,0
Households,Short-term debt securities,2006K4,0
Households,Short-term debt securities,2007K1,0
Households,Short-term debt securities,2007K2,0
Households,Short-term debt securities,2007K3,0
Households,Short-term debt securities,2007K4,0
Households,Short-term debt securities,2008K1,0
Households,Short-term debt securities,2008K2,0
Households,Short-term debt securities,2008K3,0
Households,Short-term debt securities,2008K4,0
Households,Short-term debt securities,2009K1,0
Households,Short-term debt securities,2009K2,0
Households,Short-term debt securities,2009K3,0
Households,Short-term debt securities,2009K4,0
Households,Short-term debt securities,2010K1,0
Households,Short-term debt securities,2010K2,0
Households,Short-term debt securities,2010K3,0
Households,Short-term debt securities,2010K4,0
Households,Short-term debt securities,2011K1,0
Households,Short-term debt securities,2011K2,0
Households,Short-term debt securities,2011K3,0
Households,Short-term debt securities,2011K4,0
Households,Short-term debt securities,2012K1,0
Households,Short-term debt securities,2012K2,0
Households,Short-term debt securities,2012K3,0
Households,Short-term debt securities,2012K4,0
Households,Short-term debt securities,2013K1,0
Households,Short-term debt securities,2013K2,0
Households,Short-term debt securities,2013K3,0
Households,Short-term debt securities,2013K4,0
Households,Short-term debt securities,2014K1,0
Households,Short-term debt securities,2014K2,0
Households,Short-term debt securities,2014K3,0
Households,Short-term debt securities,2014K4,0
Households,Short-term debt securities,2015K1,0
Households,Short-term debt securities,2015K2,0
Households,Short-term debt securities,2015K3,0
Households,Short-term debt securities,2015K4,0
Households,Short-term debt securities,2016K1,0
Households,Short-term debt securities,2016K2,0
Households,Short-term debt securities,2016K3,0
Households,Short-term debt securities,2016K4,0
Households,Short-term debt securities,2017K1,0
Households,Short-term debt securities,2017K2,0
Households,Short-term debt securities,2017K3,0
Households,Short-term debt securities,2017K4,0
Households,Short-term debt securities,2018K1,0
Households,Short-term debt securities,2018K2,0
Households,Short-term debt securities,2018K3,0
Households,Short-term debt securities,2018K4,0
Households,Short-term debt securities,2019K1,0
Households,Short-term debt securities,2019K2,0
Households,Short-term debt securities,2019K3,0
Households,Short-term debt securities,2019K4,0
Households,Short-term debt securities,2020K1,0
Households,Short-term debt securities,2020K2,0
Households,Short-term debt securities,2020K3,0
Households,Short-term debt securities,2020K4,0
Households,Short-term debt securities,2021K1,0
Households,Short-term debt securities,2021K2,0
Households,Short-term debt securities,2021K3,0
Households,Short-term debt securities,2021K4,0
Households,Short-term debt securities,2022K1,0
Households,Short-term debt securities,2022K2,0
Households,Short-term debt securities,2022K3,0
Households,Short-term debt securities,2022K4,0
Households,Short-term debt securities,2023K1,0
Households,Short-term debt securities,2023K2,0
Households,Short-term debt securities,2023K3,0
Households,Short-term debt securities,2023K4,0
Households,Short-term debt securities,2024K1,0
Households,Short-term debt securities,2024K2,0
Households,Short-term debt securities,2024K3,0
Households,Short-term debt securities,2024K4,0
Households,Short-term debt securities,2025K1,0
Households,Short-term debt securities,2025K2,0
Households,Short-term debt securities,2025K3,0
Households,Short-term debt securities,2025K4,0
Households,Short-term debt securities,2026K1,0
Households,Long-term debt securities,1996K1,0
Households,Long-term debt securities,1996K2,0
Households,Long-term debt securities,1996K3,0
Households,Long-term debt securities,1996K4,0
Households,Long-term debt securities,1997K1,0
Households,Long-term debt securities,1997K2,0
Households,Long-term debt securities,1997K3,0
Households,Long-term debt securities,1997K4,0
Households,Long-term debt securities,1998K1,0
Households,Long-term debt securities,1998K2,0
Households,Long-term debt securities,1998K3,0
Households,Long-term debt securities,1998K4,0
Households,Long-term debt securities,1999K1,0
Households,Long-term debt securities,1999K2,0
Households,Long-term debt securities,1999K3,0
Households,Long-term debt securities,1999K4,0
Households,Long-term debt securities,2000K1,0
Households,Long-term debt securities,2000K2,0
Households,Long-term debt securities,2000K3,0
Households,Long-term debt securities,2000K4,0
Households,Long-term debt securities,2001K1,0
Households,Long-term debt securities,2001K2,0
Households,Long-term debt securities,2001K3,0
Households,Long-term debt securities,2001K4,0
Households,Long-term debt securities,2002K1,0
Households,Long-term debt securities,2002K2,0
Households,Long-term debt securities,2002K3,0
Households,Long-term debt securities,2002K4,0
Households,Long-term debt securities,2003K1,0
Households,Long-term debt securities,2003K2,0
Households,Long-term debt securities,2003K3,0
Households,Long-term debt securities,2003K4,0
Households,Long-term debt securities,2004K1,0
Households,Long-term debt securities,2004K2,0
Households,Long-term debt securities,2004K3,0
Households,Long-term debt securities,2004K4,0
Households,Long-term debt securities,2005K1,0
Households,Long-term debt securities,2005K2,0
Households,Long-term debt securities,2005K3,0
Households,Long-term debt securities,2005K4,0
Households,Long-term debt securities,2006K1,0
Households,Long-term debt securities,2006K2,0
Households,Long-term debt securities,2006K3,0
Households,Long-term debt securities,2006K4,0
Households,Long-term debt securities,2007K1,0
Households,Long-term debt securities,2007K2,0
Households,Long-term debt securities,2007K3,0
Households,Long-term debt securities,2007K4,0
Households,Long-term debt securities,2008K1,0
Households,Long-term debt securities,2008K2,0
Households,Long-term debt securities,2008K3,0
Households,Long-term debt securities,2008K4,0
Households,Long-term debt securities,2009K1,0
Households,Long-term debt securities,2009K2,0
Households,Long-term debt securities,2009K3,0
Households,Long-term debt securities,2009K4,0
Households,Long-term debt securities,2010K1,0
Households,Long-term debt securities,2010K2,0
Households,Long-term debt securities,2010K3,0
Households,Long-term debt securities,2010K4,0
Households,Long-term debt securities,2011K1,0
Households,Long-term debt securities,2011K2,0
Households,Long-term debt securities,2011K3,0
Households,Long-term debt securities,2011K4,0
Households,Long-term debt securities,2012K1,0
Households,Long-term debt securities,2012K2,0
Households,Long-term debt securities,2012K3,0
Households,Long-term debt securities,2012K4,0
Households,Long-term debt securities,2013K1,0
Households,Long-term debt securities,2013K2,0
Households,Long-term debt securities,2013K3,0
Households,Long-term debt securities,2013K4,0
Households,Long-term debt securities,2014K1,0
Households,Long-term debt securities,2014K2,0
Households,Long-term debt securities,2014K3,0
Households,Long-term debt securities,2014K4,0
Households,Long-term debt securities,2015K1,0
Households,Long-term debt securities,2015K2,0
Households,Long-term debt securities,2015K3,0
Households,Long-term debt securities,2015K4,0
Households,Long-term debt securities,2016K1,0
Households,Long-term debt securities,2016K2,0
Households,Long-term debt securities,2016K3,0
Households,Long-term debt securities,2016K4,0
Households,Long-term debt securities,2017K1,0
Households,Long-term debt securities,2017K2,0
Households,Long-term debt securities,2017K3,0
Households,Long-term debt securities,2017K4,0
Households,Long-term debt securities,2018K1,0
Households,Long-term debt securities,2018K2,0
Households,Long-term debt securities,2018K3,0
Households,Long-term debt securities,2018K4,0
Households,Long-term debt securities,2019K1,0
Households,Long-term debt securities,2019K2,0
Households,Long-term debt securities,2019K3,0
Households,Long-term debt securities,2019K4,0
Households,Long-term debt securities,2020K1,0
Households,Long-term debt securities,2020K2,0
Households,Long-term debt securities,2020K3,0
Households,Long-term debt securities,2020K4,0
Households,Long-term debt securities,2021K1,0
Households,Long-term debt securities,2021K2,0
Households,Long-term debt securities,2021K3,0
Households,Long-term debt securities,2021K4,0
Households,Long-term debt securities,2022K1,0
Households,Long-term debt securities,2022K2,0
Households,Long-term debt securities,2022K3,0
Households,Long-term debt securities,2022K4,0
Households,Long-term debt securities,2023K1,0
Households,Long-term debt securities,2023K2,0
Households,Long-term debt securities,2023K3,0
Households,Long-term debt securities,2023K4,0
Households,Long-term debt securities,2024K1,0
Households,Long-term debt securities,2024K2,0
Households,Long-term debt securities,2024K3,0
Households,Long-term debt securities,2024K4,0
Households,Long-term debt securities,2025K1,0
Households,Long-term debt securities,2025K2,0
Households,Long-term debt securities,2025K3,0
Households,Long-term debt securities,2025K4,0
Households,Long-term debt securities,2026K1,0
Households,"Loans, total",1996K1,829054
Households,"Loans, total",1996K2,834174
Households,"Loans, total",1996K3,839310
Households,"Loans, total",1996K4,847976
Households,"Loans, total",1997K1,858307
Households,"Loans, total",1997K2,869944
Households,"Loans, total",1997K3,879298
Households,"Loans, total",1997K4,896571
Households,"Loans, total",1998K1,907066
Households,"Loans, total",1998K2,919648
Households,"Loans, total",1998K3,936214
Households,"Loans, total",1998K4,952007
Households,"Loans, total",1999K1,965914
Households,"Loans, total",1999K2,989587
Households,"Loans, total",1999K3,1007275
Households,"Loans, total",1999K4,1033288
Households,"Loans, total",2000K1,1053073
Households,"Loans, total",2000K2,1079795
Households,"Loans, total",2000K3,1101622
Households,"Loans, total",2000K4,1125728
Households,"Loans, total",2001K1,1143342
Households,"Loans, total",2001K2,1173110
Households,"Loans, total",2001K3,1196127
Households,"Loans, total",2001K4,1223387
Households,"Loans, total",2002K1,1241480
Households,"Loans, total",2002K2,1266961
Households,"Loans, total",2002K3,1290131
Households,"Loans, total",2002K4,1319791
Households,"Loans, total",2003K1,1344556
Households,"Loans, total",2003K2,1374967
Households,"Loans, total",2003K3,1402912
Households,"Loans, total",2003K4,1438785
Households,"Loans, total",2004K1,1468448
Households,"Loans, total",2004K2,1512131
Households,"Loans, total",2004K3,1543994
Households,"Loans, total",2004K4,1591021
Households,"Loans, total",2005K1,1619529
Households,"Loans, total",2005K2,1668842
Households,"Loans, total",2005K3,1714175
Households,"Loans, total",2005K4,1763962
Households,"Loans, total",2006K1,1800139
Households,"Loans, total",2006K2,1853911
Households,"Loans, total",2006K3,1898959
Households,"Loans, total",2006K4,1952046
Households,"Loans, total",2007K1,1986963
Households,"Loans, total",2007K2,2039258
Households,"Loans, total",2007K3,2086061
Households,"Loans, total",2007K4,2139160
Households,"Loans, total",2008K1,2183267
Households,"Loans, total",2008K2,2245412
Households,"Loans, total",2008K3,2281893
Households,"Loans, total",2008K4,2315162
Households,"Loans, total",2009K1,2348281
Households,"Loans, total",2009K2,2405434
Households,"Loans, total",2009K3,2452065
Households,"Loans, total",2009K4,2511517
Households,"Loans, total",2010K1,2550890
Households,"Loans, total",2010K2,2604545
Households,"Loans, total",2010K3,2657568
Households,"Loans, total",2010K4,2699622
Households,"Loans, total",2011K1,2730640
Households,"Loans, total",2011K2,2772758
Households,"Loans, total",2011K3,2805353
Households,"Loans, total",2011K4,2837814
Households,"Loans, total",2012K1,2863741
Households,"Loans, total",2012K2,2898933
Households,"Loans, total",2012K3,2927997
Households,"Loans, total",2012K4,2954166
Households,"Loans, total",2013K1,2983903
Households,"Loans, total",2013K2,3022111
Households,"Loans, total",2013K3,3055096
Households,"Loans, total",2013K4,3089271
Households,"Loans, total",2014K1,3120833
Households,"Loans, total",2014K2,3170827
Households,"Loans, total",2014K3,3212697
Households,"Loans, total",2014K4,3265230
Households,"Loans, total",2015K1,3309801
Households,"Loans, total",2015K2,3376255
Households,"Loans, total",2015K3,3433229
Households,"Loans, total",2015K4,3497358
Households,"Loans, total",2016K1,3576712
Households,"Loans, total",2016K2,3654556
Households,"Loans, total",2016K3,3709750
Households,"Loans, total",2016K4,3766863
Households,"Loans, total",2017K1,3822669
Households,"Loans, total",2017K2,3899362
Households,"Loans, total",2017K3,3963419
Households,"Loans, total",2017K4,4017245
Households,"Loans, total",2018K1,4066399
Households,"Loans, total",2018K2,4125451
Households,"Loans, total",2018K3,4173593
Households,"Loans, total",2018K4,4236752
Households,"Loans, total",2019K1,4281501
Households,"Loans, total",2019K2,4342244
Households,"Loans, total",2019K3,4393454
Households,"Loans, total",2019K4,4452690
Households,"Loans, total",2020K1,4504463
Households,"Loans, total",2020K2,4569795
Households,"Loans, total",2020K3,4628731
Households,"Loans, total",2020K4,4700535
Households,"Loans, total",2021K1,4763752
Households,"Loans, total",2021K2,4855727
Households,"Loans, total",2021K3,4934686
Households,"Loans, total",2021K4,5021668
Households,"Loans, total",2022K1,5088379
Households,"Loans, total",2022K2,5160788
Households,"Loans, total",2022K3,5192867
Households,"Loans, total",2022K4,5208229
Households,"Loans, total",2023K1,5211076
Households,"Loans, total",2023K2,5224363
Households,"Loans, total",2023K3,5232858
Households,"Loans, total",2023K4,5230041
Households,"Loans, total",2024K1,5240529
Households,"Loans, total",2024K2,5262676
Households,"Loans, total",2024K3,5283068
Households,"Loans, total",2024K4,5309225
Households,"Loans, total",2025K1,5337053
Households,"Loans, total",2025K2,5379227
Households,"Loans, total",2025K3,5414674
Households,"Loans, total",2025K4,5454604
Households,"Loans, total",2026K1,5493501
Households,Short-term loans,1996K1,151768
Households,Short-term loans,1996K2,151841
Households,Short-term loans,1996K3,153082
Households,Short-term loans,1996K4,155143
Households,Short-term loans,1997K1,156469
Households,Short-term loans,1997K2,159835
Households,Short-term loans,1997K3,162317
Households,Short-term loans,1997K4,165453
Households,Short-term loans,1998K1,168768
Households,Short-term loans,1998K2,173397
Households,Short-term loans,1998K3,176964
Households,Short-term loans,1998K4,180576
Households,Short-term loans,1999K1,183333
Households,Short-term loans,1999K2,188896
Households,Short-term loans,1999K3,193025
Households,Short-term loans,1999K4,199648
Households,Short-term loans,2000K1,201510
Households,Short-term loans,2000K2,207990
Households,Short-term loans,2000K3,213988
Households,Short-term loans,2000K4,220460
Households,Short-term loans,2001K1,222728
Households,Short-term loans,2001K2,228750
Households,Short-term loans,2001K3,235450
Households,Short-term loans,2001K4,235852
Households,Short-term loans,2002K1,235863
Households,Short-term loans,2002K2,240627
Households,Short-term loans,2002K3,244482
Households,Short-term loans,2002K4,249229
Households,Short-term loans,2003K1,253731
Households,Short-term loans,2003K2,258253
Households,Short-term loans,2003K3,262197
Households,Short-term loans,2003K4,264088
Households,Short-term loans,2004K1,266705
Households,Short-term loans,2004K2,272964
Households,Short-term loans,2004K3,277859
Households,Short-term loans,2004K4,288499
Households,Short-term loans,2005K1,294977
Households,Short-term loans,2005K2,303723
Households,Short-term loans,2005K3,308951
Households,Short-term loans,2005K4,313974
Households,Short-term loans,2006K1,314718
Households,Short-term loans,2006K2,324982
Households,Short-term loans,2006K3,333769
Households,Short-term loans,2006K4,343742
Households,Short-term loans,2007K1,346622
Households,Short-term loans,2007K2,357440
Households,Short-term loans,2007K3,363948
Households,Short-term loans,2007K4,430684
Households,Short-term loans,2008K1,441639
Households,Short-term loans,2008K2,457343
Households,Short-term loans,2008K3,458489
Households,Short-term loans,2008K4,430713
Households,Short-term loans,2009K1,433720
Households,Short-term loans,2009K2,443295
Households,Short-term loans,2009K3,450551
Households,Short-term loans,2009K4,461991
Households,Short-term loans,2010K1,466977
Households,Short-term loans,2010K2,478820
Households,Short-term loans,2010K3,486946
Households,Short-term loans,2010K4,488635
Households,Short-term loans,2011K1,494082
Households,Short-term loans,2011K2,503994
Households,Short-term loans,2011K3,507860
Households,Short-term loans,2011K4,510697
Households,Short-term loans,2012K1,515740
Households,Short-term loans,2012K2,524860
Households,Short-term loans,2012K3,529612
Households,Short-term loans,2012K4,526968
Households,Short-term loans,2013K1,531294
Households,Short-term loans,2013K2,538364
Households,Short-term loans,2013K3,542735
Households,Short-term loans,2013K4,542901
Households,Short-term loans,2014K1,546372
Households,Short-term loans,2014K2,556082
Households,Short-term loans,2014K3,560676
Households,Short-term loans,2014K4,567244
Households,Short-term loans,2015K1,573264
Households,Short-term loans,2015K2,582424
Households,Short-term loans,2015K3,585412
Households,Short-term loans,2015K4,587092
Households,Short-term loans,2016K1,616052
Households,Short-term loans,2016K2,626694
Households,Short-term loans,2016K3,635366
Households,Short-term loans,2016K4,640292
Households,Short-term loans,2017K1,648584
Households,Short-term loans,2017K2,665997
Households,Short-term loans,2017K3,678013
Households,Short-term loans,2017K4,681702
Households,Short-term loans,2018K1,684248
Households,Short-term loans,2018K2,698782
Households,Short-term loans,2018K3,708076
Households,Short-term loans,2018K4,712636
Households,Short-term loans,2019K1,720536
Households,Short-term loans,2019K2,735432
Households,Short-term loans,2019K3,744736
Households,Short-term loans,2019K4,753132
Households,Short-term loans,2020K1,758907
Households,Short-term loans,2020K2,768657
Households,Short-term loans,2020K3,778140
Households,Short-term loans,2020K4,784672
Households,Short-term loans,2021K1,791042
Households,Short-term loans,2021K2,810698
Households,Short-term loans,2021K3,820255
Households,Short-term loans,2021K4,829959
Households,Short-term loans,2022K1,837373
Households,Short-term loans,2022K2,848243
Households,Short-term loans,2022K3,844792
Households,Short-term loans,2022K4,836499
Households,Short-term loans,2023K1,829220
Households,Short-term loans,2023K2,833544
Households,Short-term loans,2023K3,833895
Households,Short-term loans,2023K4,826277
Households,Short-term loans,2024K1,827198
Households,Short-term loans,2024K2,833932
Households,Short-term loans,2024K3,835792
Households,Short-term loans,2024K4,834251
Households,Short-term loans,2025K1,837144
Households,Short-term loans,2025K2,846633
Households,Short-term loans,2025K3,848947
Households,Short-term loans,2025K4,849423
Households,Short-term loans,2026K1,854112
Households,Long-term loans,1996K1,677286
Households,Long-term loans,1996K2,682333
Households,Long-term loans,1996K3,686228
Households,Long-term loans,1996K4,692833
Households,Long-term loans,1997K1,701838
Households,Long-term loans,1997K2,710109
Households,Long-term loans,1997K3,716981
Households,Long-term loans,1997K4,731118
Households,Long-term loans,1998K1,738298
Households,Long-term loans,1998K2,746251
Households,Long-term loans,1998K3,759250
Households,Long-term loans,1998K4,771431
Households,Long-term loans,1999K1,782581
Households,Long-term loans,1999K2,800691
Households,Long-term loans,1999K3,814250
Households,Long-term loans,1999K4,833640
Households,Long-term loans,2000K1,851563
Households,Long-term loans,2000K2,871805
Households,Long-term loans,2000K3,887634
Households,Long-term loans,2000K4,905268
Households,Long-term loans,2001K1,920614
Households,Long-term loans,2001K2,944360
Households,Long-term loans,2001K3,960677
Households,Long-term loans,2001K4,987535
Households,Long-term loans,2002K1,1005617
Households,Long-term loans,2002K2,1026334
Households,Long-term loans,2002K3,1045649
Households,Long-term loans,2002K4,1070562
Households,Long-term loans,2003K1,1090825
Households,Long-term loans,2003K2,1116714
Households,Long-term loans,2003K3,1140715
Households,Long-term loans,2003K4,1174697
Households,Long-term loans,2004K1,1201743
Households,Long-term loans,2004K2,1239167
Households,Long-term loans,2004K3,1266135
Households,Long-term loans,2004K4,1302522
Households,Long-term loans,2005K1,1324552
Households,Long-term loans,2005K2,1365119
Households,Long-term loans,2005K3,1405224
Households,Long-term loans,2005K4,1449988
Households,Long-term loans,2006K1,1485421
Households,Long-term loans,2006K2,1528929
Households,Long-term loans,2006K3,1565190
Households,Long-term loans,2006K4,1608304
Households,Long-term loans,2007K1,1640341
Households,Long-term loans,2007K2,1681818
Households,Long-term loans,2007K3,1722113
Households,Long-term loans,2007K4,1708476
Households,Long-term loans,2008K1,1741628
Households,Long-term loans,2008K2,1788069
Households,Long-term loans,2008K3,1823404
Households,Long-term loans,2008K4,1884449
Households,Long-term loans,2009K1,1914561
Households,Long-term loans,2009K2,1962139
Households,Long-term loans,2009K3,2001514
Households,Long-term loans,2009K4,2049526
Households,Long-term loans,2010K1,2083913
Households,Long-term loans,2010K2,2125725
Households,Long-term loans,2010K3,2170622
Households,Long-term loans,2010K4,2210987
Households,Long-term loans,2011K1,2236558
Households,Long-term loans,2011K2,2268764
Households,Long-term loans,2011K3,2297493
Households,Long-term loans,2011K4,2327117
Households,Long-term loans,2012K1,2348001
Households,Long-term loans,2012K2,2374073
Households,Long-term loans,2012K3,2398385
Households,Long-term loans,2012K4,2427198
Households,Long-term loans,2013K1,2452609
Households,Long-term loans,2013K2,2483747
Households,Long-term loans,2013K3,2512361
Households,Long-term loans,2013K4,2546370
Households,Long-term loans,2014K1,2574461
Households,Long-term loans,2014K2,2614745
Households,Long-term loans,2014K3,2652021
Households,Long-term loans,2014K4,2697986
Households,Long-term loans,2015K1,2736537
Households,Long-term loans,2015K2,2793831
Households,Long-term loans,2015K3,2847817
Households,Long-term loans,2015K4,2910266
Households,Long-term loans,2016K1,2960660
Households,Long-term loans,2016K2,3027862
Households,Long-term loans,2016K3,3074384
Households,Long-term loans,2016K4,3126571
Households,Long-term loans,2017K1,3174085
Households,Long-term loans,2017K2,3233365
Households,Long-term loans,2017K3,3285406
Households,Long-term loans,2017K4,3335543
Households,Long-term loans,2018K1,3382151
Households,Long-term loans,2018K2,3426669
Households,Long-term loans,2018K3,3465517
Households,Long-term loans,2018K4,3524116
Households,Long-term loans,2019K1,3560965
Households,Long-term loans,2019K2,3606812
Households,Long-term loans,2019K3,3648718
Households,Long-term loans,2019K4,3699558
Households,Long-term loans,2020K1,3745556
Households,Long-term loans,2020K2,3801138
Households,Long-term loans,2020K3,3850591
Households,Long-term loans,2020K4,3915863
Households,Long-term loans,2021K1,3972710
Households,Long-term loans,2021K2,4045029
Households,Long-term loans,2021K3,4114431
Households,Long-term loans,2021K4,4191709
Households,Long-term loans,2022K1,4251006
Households,Long-term loans,2022K2,4312545
Households,Long-term loans,2022K3,4348075
Households,Long-term loans,2022K4,4371730
Households,Long-term loans,2023K1,4381856
Households,Long-term loans,2023K2,4390819
Households,Long-term loans,2023K3,4398963
Households,Long-term loans,2023K4,4403764
Households,Long-term loans,2024K1,4413331
Households,Long-term loans,2024K2,4428744
Households,Long-term loans,2024K3,4447276
Households,Long-term loans,2024K4,4474974
Households,Long-term loans,2025K1,4499909
Households,Long-term loans,2025K2,4532594
Households,Long-term loans,2025K3,4565727
Households,Long-term loans,2025K4,4605181
Households,Long-term loans,2026K1,4639389
Households,Inter-company loans,1996K1,0
Households,Inter-company loans,1996K2,0
