sector,item,quarter,Balances
Households,Bond market funds,2014K4,49936
Households,Bond market funds,2015K1,49160
Households,Bond market funds,2015K2,46639
Households,Bond market funds,2015K3,45445
Households,Bond market funds,2015K4,43616
Households,Bond market funds,2016K1,39891
Households,Bond market funds,2016K2,36419
Households,Bond market funds,2016K3,36542
Households,Bond market funds,2016K4,36460
Households,Bond market funds,2017K1,34672
Households,Bond market funds,2017K2,33916
Households,Bond market funds,2017K3,29341
Households,Bond market funds,2017K4,28907
Households,Bond market funds,2018K1,28494
Households,Bond market funds,2018K2,28017
Households,Bond market funds,2018K3,27355
Households,Bond market funds,2018K4,27114
Households,Bond market funds,2019K1,28267
Households,Bond market funds,2019K2,28446
Households,Bond market funds,2019K3,28536
Households,Bond market funds,2019K4,28367
Households,Bond market funds,2020K1,27082
Households,Bond market funds,2020K2,27799
Households,Bond market funds,2020K3,28073
Households,Bond market funds,2020K4,26991
Households,Bond market funds,2021K1,26466
Households,Bond market funds,2021K2,26082
Households,Bond market funds,2021K3,25561
Households,Bond market funds,2021K4,25448
Households,Bond market funds,2022K1,24399
Households,Bond market funds,2022K2,10560
Households,Bond market funds,2022K3,10219
Households,Bond market funds,2022K4,10217
Households,Bond market funds,2023K1,10917
Households,Bond market funds,2023K2,11405
Households,Bond market funds,2023K3,11494
Households,Bond market funds,2023K4,12691
Households,Bond market funds,2024K1,13010
Households,Bond market funds,2024K2,13111
Households,Bond market funds,2024K3,18213
Households,Bond market funds,2024K4,17381
Households,Bond market funds,2025K1,15448
Households,Bond market funds,2025K2,18147
Households,Bond market funds,2025K3,18800
Households,Bond market funds,2025K4,17547
Households,Bond market funds,2026K1,18444
Households,Equity funds,1996K1,0
Households,Equity funds,1996K2,0
Households,Equity funds,1996K3,0
Households,Equity funds,1996K4,0
Households,Equity funds,1997K1,0
Households,Equity funds,1997K2,0
Households,Equity funds,1997K3,0
Households,Equity funds,1997K4,0
Households,Equity funds,1998K1,270307
Households,Equity funds,1998K2,283913
Households,Equity funds,1998K3,223202
Households,Equity funds,1998K4,258620
Households,Equity funds,1999K1,278990
Households,Equity funds,1999K2,305379
Households,Equity funds,1999K3,308094
Households,Equity funds,1999K4,398571
Households,Equity funds,2000K1,425326
Households,Equity funds,2000K2,400532
Households,Equity funds,2000K3,400603
Households,Equity funds,2000K4,361485
Households,Equity funds,2001K1,306229
Households,Equity funds,2001K2,328279
Households,Equity funds,2001K3,260008
Households,Equity funds,2001K4,302060
Households,Equity funds,2002K1,291598
Households,Equity funds,2002K2,230166
Households,Equity funds,2002K3,172770
Households,Equity funds,2002K4,184719
Households,Equity funds,2003K1,169992
Households,Equity funds,2003K2,195126
Households,Equity funds,2003K3,206501
Households,Equity funds,2003K4,226117
Households,Equity funds,2004K1,245058
Households,Equity funds,2004K2,246892
Households,Equity funds,2004K3,240556
Households,Equity funds,2004K4,248565
Households,Equity funds,2005K1,273837
Households,Equity funds,2005K2,300742
Households,Equity funds,2005K3,327898
Households,Equity funds,2005K4,350616
Households,Equity funds,2006K1,365281
Households,Equity funds,2006K2,321738
Households,Equity funds,2006K3,342829
Households,Equity funds,2006K4,364196
Households,Equity funds,2007K1,378558
Households,Equity funds,2007K2,393615
Households,Equity funds,2007K3,370448
Households,Equity funds,2007K4,339691
Households,Equity funds,2008K1,284676
Households,Equity funds,2008K2,269374
Households,Equity funds,2008K3,233070
Households,Equity funds,2008K4,193423
Households,Equity funds,2009K1,185302
Households,Equity funds,2009K2,230809
Households,Equity funds,2009K3,259543
Households,Equity funds,2009K4,278845
Households,Equity funds,2010K1,295257
Households,Equity funds,2010K2,277574
Households,Equity funds,2010K3,290873
Households,Equity funds,2010K4,313260
Households,Equity funds,2011K1,304668
Households,Equity funds,2011K2,298031
Households,Equity funds,2011K3,236349
Households,Equity funds,2011K4,250606
Households,Equity funds,2012K1,283916
Households,Equity funds,2012K2,265906
Households,Equity funds,2012K3,273996
Households,Equity funds,2012K4,276295
Households,Equity funds,2013K1,295930
Households,Equity funds,2013K2,291030
Households,Equity funds,2013K3,308085
Households,Equity funds,2013K4,327575
Households,Equity funds,2014K1,336739
Households,Equity funds,2014K2,354640
Households,Equity funds,2014K3,352503
Households,Equity funds,2014K4,365788
Households,Equity funds,2015K1,421135
Households,Equity funds,2015K2,385614
Households,Equity funds,2015K3,351621
Households,Equity funds,2015K4,381136
Households,Equity funds,2016K1,365887
Households,Equity funds,2016K2,369661
Households,Equity funds,2016K3,403415
Households,Equity funds,2016K4,422983
Households,Equity funds,2017K1,457277
Households,Equity funds,2017K2,472436
Households,Equity funds,2017K3,484437
Households,Equity funds,2017K4,479325
Households,Equity funds,2018K1,484293
Households,Equity funds,2018K2,504203
Households,Equity funds,2018K3,525371
Households,Equity funds,2018K4,440348
Households,Equity funds,2019K1,504950
Households,Equity funds,2019K2,527562
Households,Equity funds,2019K3,537498
Households,Equity funds,2019K4,584074
Households,Equity funds,2020K1,463940
Households,Equity funds,2020K2,558294
Households,Equity funds,2020K3,638525
Households,Equity funds,2020K4,691439
Households,Equity funds,2021K1,769769
Households,Equity funds,2021K2,824220
Households,Equity funds,2021K3,830798
Households,Equity funds,2021K4,918055
Households,Equity funds,2022K1,806125
Households,Equity funds,2022K2,694110
Households,Equity funds,2022K3,683145
Households,Equity funds,2022K4,733291
Households,Equity funds,2023K1,852497
Households,Equity funds,2023K2,932835
Households,Equity funds,2023K3,879169
Households,Equity funds,2023K4,948327
Households,Equity funds,2024K1,1069069
Households,Equity funds,2024K2,1107122
Households,Equity funds,2024K3,1132787
Households,Equity funds,2024K4,1163462
Households,Equity funds,2025K1,1049502
Households,Equity funds,2025K2,1094410
Households,Equity funds,2025K3,1170601
Households,Equity funds,2025K4,1189472
Households,Equity funds,2026K1,1264849
Households,Other funds,1996K1,0
Households,Other funds,1996K2,0
Households,Other funds,1996K3,0
Households,Other funds,1996K4,0
Households,Other funds,1997K1,0
Households,Other funds,1997K2,0
Households,Other funds,1997K3,0
Households,Other funds,1997K4,0
Households,Other funds,1998K1,34428
Households,Other funds,1998K2,36153
Households,Other funds,1998K3,29514
Households,Other funds,1998K4,30949
Households,Other funds,1999K1,33425
Households,Other funds,1999K2,36645
Households,Other funds,1999K3,37543
Households,Other funds,1999K4,49947
Households,Other funds,2000K1,55788
Households,Other funds,2000K2,51394
Households,Other funds,2000K3,52428
Households,Other funds,2000K4,53934
Households,Other funds,2001K1,48551
Households,Other funds,2001K2,48347
Households,Other funds,2001K3,47795
Households,Other funds,2001K4,48636
Households,Other funds,2002K1,45801
Households,Other funds,2002K2,41537
Households,Other funds,2002K3,37741
Households,Other funds,2002K4,40581
Households,Other funds,2003K1,38581
Households,Other funds,2003K2,39784
Households,Other funds,2003K3,42159
Households,Other funds,2003K4,41405
Households,Other funds,2004K1,47360
Households,Other funds,2004K2,46896
Households,Other funds,2004K3,45636
Households,Other funds,2004K4,46879
Households,Other funds,2005K1,71110
Households,Other funds,2005K2,75078
Households,Other funds,2005K3,80336
Households,Other funds,2005K4,87148
Households,Other funds,2006K1,76066
Households,Other funds,2006K2,74970
Households,Other funds,2006K3,76902
Households,Other funds,2006K4,81092
Households,Other funds,2007K1,85043
Households,Other funds,2007K2,89772
Households,Other funds,2007K3,89342
Households,Other funds,2007K4,86739
Households,Other funds,2008K1,81646
Households,Other funds,2008K2,79296
Households,Other funds,2008K3,73356
Households,Other funds,2008K4,67301
Households,Other funds,2009K1,67015
Households,Other funds,2009K2,73679
Households,Other funds,2009K3,83496
Households,Other funds,2009K4,93722
Households,Other funds,2010K1,101752
Households,Other funds,2010K2,103931
Households,Other funds,2010K3,107995
Households,Other funds,2010K4,113737
Households,Other funds,2011K1,110671
Households,Other funds,2011K2,110608
Households,Other funds,2011K3,103787
Households,Other funds,2011K4,105353
Households,Other funds,2012K1,125629
Households,Other funds,2012K2,127727
Households,Other funds,2012K3,130440
Households,Other funds,2012K4,138244
Households,Other funds,2013K1,154373
Households,Other funds,2013K2,181295
Households,Other funds,2013K3,192650
Households,Other funds,2013K4,209983
Households,Other funds,2014K1,228829
Households,Other funds,2014K2,243081
Households,Other funds,2014K3,260786
Households,Other funds,2014K4,277296
Households,Other funds,2015K1,314381
Households,Other funds,2015K2,323618
Households,Other funds,2015K3,325007
Households,Other funds,2015K4,332283
Households,Other funds,2016K1,319144
Households,Other funds,2016K2,332040
Households,Other funds,2016K3,337914
Households,Other funds,2016K4,344347
Households,Other funds,2017K1,354010
Households,Other funds,2017K2,362913
Households,Other funds,2017K3,375103
Households,Other funds,2017K4,387383
Households,Other funds,2018K1,399195
Households,Other funds,2018K2,403150
Households,Other funds,2018K3,410672
Households,Other funds,2018K4,379843
Households,Other funds,2019K1,438727
Households,Other funds,2019K2,447383
Households,Other funds,2019K3,467348
Households,Other funds,2019K4,478412
Households,Other funds,2020K1,415278
Households,Other funds,2020K2,459986
Households,Other funds,2020K3,446166
Households,Other funds,2020K4,491429
Households,Other funds,2021K1,508853
Households,Other funds,2021K2,528382
Households,Other funds,2021K3,536893
Households,Other funds,2021K4,613284
Households,Other funds,2022K1,554432
Households,Other funds,2022K2,514826
Households,Other funds,2022K3,520837
Households,Other funds,2022K4,532120
Households,Other funds,2023K1,533465
Households,Other funds,2023K2,529460
Households,Other funds,2023K3,516186
Households,Other funds,2023K4,569779
Households,Other funds,2024K1,606615
Households,Other funds,2024K2,624993
Households,Other funds,2024K3,610057
Households,Other funds,2024K4,582896
Households,Other funds,2025K1,697251
Households,Other funds,2025K2,783175
Households,Other funds,2025K3,595899
Households,Other funds,2025K4,649855
Households,Other funds,2026K1,718474
Households,Undistributed funds,1996K1,141081
Households,Undistributed funds,1996K2,151789
Households,Undistributed funds,1996K3,162201
Households,Undistributed funds,1996K4,176569
Households,Undistributed funds,1997K1,222478
Households,Undistributed funds,1997K2,261097
Households,Undistributed funds,1997K3,281619
Households,Undistributed funds,1997K4,276480
Households,Undistributed funds,1998K1,29716
Households,Undistributed funds,1998K2,33566
Households,Undistributed funds,1998K3,32698
Households,Undistributed funds,1998K4,38017
Households,Undistributed funds,1999K1,40428
Households,Undistributed funds,1999K2,57809
Households,Undistributed funds,1999K3,55142
Households,Undistributed funds,1999K4,69012
Households,Undistributed funds,2000K1,74639
Households,Undistributed funds,2000K2,72694
Households,Undistributed funds,2000K3,70972
Households,Undistributed funds,2000K4,66477
Households,Undistributed funds,2001K1,50867
Households,Undistributed funds,2001K2,56574
Households,Undistributed funds,2001K3,46612
Households,Undistributed funds,2001K4,57479
Households,Undistributed funds,2002K1,56549
Households,Undistributed funds,2002K2,52677
Households,Undistributed funds,2002K3,47636
Households,Undistributed funds,2002K4,53015
Households,Undistributed funds,2003K1,57053
Households,Undistributed funds,2003K2,61871
Households,Undistributed funds,2003K3,67668
Households,Undistributed funds,2003K4,72759
Households,Undistributed funds,2004K1,74930
Households,Undistributed funds,2004K2,74748
Households,Undistributed funds,2004K3,79095
Households,Undistributed funds,2004K4,85449
Households,Undistributed funds,2005K1,86343
Households,Undistributed funds,2005K2,88301
Households,Undistributed funds,2005K3,88662
Households,Undistributed funds,2005K4,88319
Households,Undistributed funds,2006K1,184042
Households,Undistributed funds,2006K2,188252
Households,Undistributed funds,2006K3,186542
Households,Undistributed funds,2006K4,208930
Households,Undistributed funds,2007K1,187168
Households,Undistributed funds,2007K2,191732
Households,Undistributed funds,2007K3,189359
Households,Undistributed funds,2007K4,184340
Households,Undistributed funds,2008K1,181725
Households,Undistributed funds,2008K2,173657
Households,Undistributed funds,2008K3,168208
Households,Undistributed funds,2008K4,164068
Households,Undistributed funds,2009K1,166489
Households,Undistributed funds,2009K2,169226
Households,Undistributed funds,2009K3,181399
Households,Undistributed funds,2009K4,195283
Households,Undistributed funds,2010K1,205871
Households,Undistributed funds,2010K2,210148
Households,Undistributed funds,2010K3,211439
Households,Undistributed funds,2010K4,212168
Households,Undistributed funds,2011K1,201613
Households,Undistributed funds,2011K2,215900
Households,Undistributed funds,2011K3,189741
Households,Undistributed funds,2011K4,193707
Households,Undistributed funds,2012K1,247703
Households,Undistributed funds,2012K2,252755
Households,Undistributed funds,2012K3,261894
Households,Undistributed funds,2012K4,157686
Households,Undistributed funds,2013K1,195289
Households,Undistributed funds,2013K2,202499
Households,Undistributed funds,2013K3,206736
Households,Undistributed funds,2013K4,170723
Households,Undistributed funds,2014K1,124839
Households,Undistributed funds,2014K2,137831
Households,Undistributed funds,2014K3,145641
Households,Undistributed funds,2014K4,121959
Households,Undistributed funds,2015K1,138119
Households,Undistributed funds,2015K2,139203
Households,Undistributed funds,2015K3,116077
Households,Undistributed funds,2015K4,148807
Households,Undistributed funds,2016K1,146500
Households,Undistributed funds,2016K2,153086
Households,Undistributed funds,2016K3,171223
Households,Undistributed funds,2016K4,201700
Households,Undistributed funds,2017K1,215460
Households,Undistributed funds,2017K2,209321
Households,Undistributed funds,2017K3,217200
Households,Undistributed funds,2017K4,245896
Households,Undistributed funds,2018K1,258246
Households,Undistributed funds,2018K2,255771
Households,Undistributed funds,2018K3,275135
Households,Undistributed funds,2018K4,246877
Households,Undistributed funds,2019K1,293693
Households,Undistributed funds,2019K2,302723
Households,Undistributed funds,2019K3,311025
Households,Undistributed funds,2019K4,321194
Households,Undistributed funds,2020K1,273717
Households,Undistributed funds,2020K2,310452
Households,Undistributed funds,2020K3,307496
Households,Undistributed funds,2020K4,322534
Households,Undistributed funds,2021K1,320201
Households,Undistributed funds,2021K2,336320
Households,Undistributed funds,2021K3,343391
Households,Undistributed funds,2021K4,336447
Households,Undistributed funds,2022K1,327210
Households,Undistributed funds,2022K2,290856
Households,Undistributed funds,2022K3,289729
Households,Undistributed funds,2022K4,301007
Households,Undistributed funds,2023K1,314372
Households,Undistributed funds,2023K2,340089
Households,Undistributed funds,2023K3,333427
Households,Undistributed funds,2023K4,345892
Households,Undistributed funds,2024K1,386945
Households,Undistributed funds,2024K2,400669
Households,Undistributed funds,2024K3,410717
Households,Undistributed funds,2024K4,425798
Households,Undistributed funds,2025K1,393355
Households,Undistributed funds,2025K2,407831
Households,Undistributed funds,2025K3,432218
Households,Undistributed funds,2025K4,444438
Households,Undistributed funds,2026K1,431475
Households,Other insurance technical reserves,1996K1,44817
Households,Other insurance technical reserves,1996K2,47184
Households,Other insurance technical reserves,1996K3,49868
Households,Other insurance technical reserves,1996K4,52620
Households,Other insurance technical reserves,1997K1,53388
Households,Other insurance technical reserves,1997K2,53614
Households,Other insurance technical reserves,1997K3,54238
Households,Other insurance technical reserves,1997K4,54882
Households,Other insurance technical reserves,1998K1,55474
Households,Other insurance technical reserves,1998K2,55455
Households,Other insurance technical reserves,1998K3,55922
Households,Other insurance technical reserves,1998K4,56603
Households,Other insurance technical reserves,1999K1,61731
Households,Other insurance technical reserves,1999K2,66087
Households,Other insurance technical reserves,1999K3,71069
Households,Other insurance technical reserves,1999K4,76055
Households,Other insurance technical reserves,2000K1,79180
Households,Other insurance technical reserves,2000K2,82040
Households,Other insurance technical reserves,2000K3,84902
Households,Other insurance technical reserves,2000K4,88223
Households,Other insurance technical reserves,2001K1,76538
Households,Other insurance technical reserves,2001K2,64365
Households,Other insurance technical reserves,2001K3,52669
Households,Other insurance technical reserves,2001K4,40873
Households,Other insurance technical reserves,2002K1,41807
Households,Other insurance technical reserves,2002K2,42797
Households,Other insurance technical reserves,2002K3,44527
Households,Other insurance technical reserves,2002K4,46311
Households,Other insurance technical reserves,2003K1,49358
Households,Other insurance technical reserves,2003K2,49997
Households,Other insurance technical reserves,2003K3,51081
Households,Other insurance technical reserves,2003K4,52247
Households,Other insurance technical reserves,2004K1,54664
Households,Other insurance technical reserves,2004K2,58634
Households,Other insurance technical reserves,2004K3,62527
Households,Other insurance technical reserves,2004K4,66541
Households,Other insurance technical reserves,2005K1,65693
Households,Other insurance technical reserves,2005K2,63264
Households,Other insurance technical reserves,2005K3,61678
Households,Other insurance technical reserves,2005K4,59868
Households,Other insurance technical reserves,2006K1,66998
Households,Other insurance technical reserves,2006K2,67894
Households,Other insurance technical reserves,2006K3,69145
Households,Other insurance technical reserves,2006K4,70388
Households,Other insurance technical reserves,2007K1,74336
Households,Other insurance technical reserves,2007K2,73609
Households,Other insurance technical reserves,2007K3,74187
Households,Other insurance technical reserves,2007K4,74544
Households,Other insurance technical reserves,2008K1,96722
Households,Other insurance technical reserves,2008K2,91970
Households,Other insurance technical reserves,2008K3,70608
Households,Other insurance technical reserves,2008K4,38925
Households,Other insurance technical reserves,2009K1,62499
Households,Other insurance technical reserves,2009K2,60277
Households,Other insurance technical reserves,2009K3,63373
Households,Other insurance technical reserves,2009K4,58024
Households,Other insurance technical reserves,2010K1,84041
Households,Other insurance technical reserves,2010K2,81109
Households,Other insurance technical reserves,2010K3,79820
Households,Other insurance technical reserves,2010K4,75677
Households,Other insurance technical reserves,2011K1,101306
Households,Other insurance technical reserves,2011K2,95699
Households,Other insurance technical reserves,2011K3,81790
Households,Other insurance technical reserves,2011K4,79478
Households,Other insurance technical reserves,2012K1,105478
Households,Other insurance technical reserves,2012K2,103517
Households,Other insurance technical reserves,2012K3,98208
Households,Other insurance technical reserves,2012K4,92103
Households,Other insurance technical reserves,2013K1,102984
Households,Other insurance technical reserves,2013K2,97560
Households,Other insurance technical reserves,2013K3,93167
Households,Other insurance technical reserves,2013K4,87745
Households,Other insurance technical reserves,2014K1,95384
Households,Other insurance technical reserves,2014K2,95368
Households,Other insurance technical reserves,2014K3,95273
Households,Other insurance technical reserves,2014K4,95984
Households,Other insurance technical reserves,2015K1,106687
Households,Other insurance technical reserves,2015K2,100272
Households,Other insurance technical reserves,2015K3,85239
Households,Other insurance technical reserves,2015K4,79181
Households,Other insurance technical reserves,2016K1,83215
Households,Other insurance technical reserves,2016K2,87479
Households,Other insurance technical reserves,2016K3,86687
Households,Other insurance technical reserves,2016K4,84103
Households,Other insurance technical reserves,2017K1,87565
Households,Other insurance technical reserves,2017K2,82886
Households,Other insurance technical reserves,2017K3,79961
Households,Other insurance technical reserves,2017K4,89288
Households,Other insurance technical reserves,2018K1,98467
Households,Other insurance technical reserves,2018K2,98813
Households,Other insurance technical reserves,2018K3,94657
Households,Other insurance technical reserves,2018K4,88061
Households,Other insurance technical reserves,2019K1,88856
Households,Other insurance technical reserves,2019K2,89884
Households,Other insurance technical reserves,2019K3,91030
Households,Other insurance technical reserves,2019K4,91886
Households,Other insurance technical reserves,2020K1,91840
Households,Other insurance technical reserves,2020K2,91734
Households,Other insurance technical reserves,2020K3,91678
Households,Other insurance technical reserves,2020K4,91463
Households,Other insurance technical reserves,2021K1,92041
Households,Other insurance technical reserves,2021K2,92713
Households,Other insurance technical reserves,2021K3,93338
Households,Other insurance technical reserves,2021K4,94132
Households,Other insurance technical reserves,2022K1,93818
Households,Other insurance technical reserves,2022K2,93074
Households,Other insurance technical reserves,2022K3,91866
Households,Other insurance technical reserves,2022K4,90482
Households,Other insurance technical reserves,2023K1,89710
Households,Other insurance technical reserves,2023K2,88628
Households,Other insurance technical reserves,2023K3,87109
Households,Other insurance technical reserves,2023K4,86299
Households,Other insurance technical reserves,2024K1,86261
Households,Other insurance technical reserves,2024K2,86267
Households,Other insurance technical reserves,2024K3,86406
Households,Other insurance technical reserves,2024K4,86056
Households,Other insurance technical reserves,2025K1,85926
Households,Other insurance technical reserves,2025K2,86161
Households,Other insurance technical reserves,2025K3,86065
Households,Other insurance technical reserves,2025K4,85630
Households,Other insurance technical reserves,2026K1,98758
Households,Life insurance and annuity entitlements,1996K1,296310
Households,Life insurance and annuity entitlements,1996K2,301110
Households,Life insurance and annuity entitlements,1996K3,303363
Households,Life insurance and annuity entitlements,1996K4,311478
Households,Life insurance and annuity entitlements,1997K1,324822
Households,Life insurance and annuity entitlements,1997K2,341885
Households,Life insurance and annuity entitlements,1997K3,352342
Households,Life insurance and annuity entitlements,1997K4,368604
Households,Life insurance and annuity entitlements,1998K1,391821
Households,Life insurance and annuity entitlements,1998K2,410425
Households,Life insurance and annuity entitlements,1998K3,425424
Households,Life insurance and annuity entitlements,1998K4,444004
Households,Life insurance and annuity entitlements,1999K1,473008
Households,Life insurance and annuity entitlements,1999K2,507978
Households,Life insurance and annuity entitlements,1999K3,537547
Households,Life insurance and annuity entitlements,1999K4,575103
Households,Life insurance and annuity entitlements,2000K1,578103
Households,Life insurance and annuity entitlements,2000K2,577783
Households,Life insurance and annuity entitlements,2000K3,576084
Households,Life insurance and annuity entitlements,2000K4,575798
Households,Life insurance and annuity entitlements,2001K1,627051
Households,Life insurance and annuity entitlements,2001K2,644307
Households,Life insurance and annuity entitlements,2001K3,661623
Households,Life insurance and annuity entitlements,2001K4,678367
Households,Life insurance and annuity entitlements,2002K1,639286
Households,Life insurance and annuity entitlements,2002K2,622247
Households,Life insurance and annuity entitlements,2002K3,607548
Households,Life insurance and annuity entitlements,2002K4,625767
Households,Life insurance and annuity entitlements,2003K1,632316
Households,Life insurance and annuity entitlements,2003K2,647009
Households,Life insurance and annuity entitlements,2003K3,648238
Households,Life insurance and annuity entitlements,2003K4,650985
Households,Life insurance and annuity entitlements,2004K1,635737
Households,Life insurance and annuity entitlements,2004K2,614299
Households,Life insurance and annuity entitlements,2004K3,607207
Households,Life insurance and annuity entitlements,2004K4,599091
Households,Life insurance and annuity entitlements,2005K1,611169
Households,Life insurance and annuity entitlements,2005K2,650236
Households,Life insurance and annuity entitlements,2005K3,655759
Households,Life insurance and annuity entitlements,2005K4,629294
Households,Life insurance and annuity entitlements,2006K1,624239
Households,Life insurance and annuity entitlements,2006K2,592819
Households,Life insurance and annuity entitlements,2006K3,630672
Households,Life insurance and annuity entitlements,2006K4,626920
Households,Life insurance and annuity entitlements,2007K1,659732
Households,Life insurance and annuity entitlements,2007K2,679133
Households,Life insurance and annuity entitlements,2007K3,716254
Households,Life insurance and annuity entitlements,2007K4,739282
Households,Life insurance and annuity entitlements,2008K1,792817
Households,Life insurance and annuity entitlements,2008K2,794584
Households,Life insurance and annuity entitlements,2008K3,885553
Households,Life insurance and annuity entitlements,2008K4,939362
Households,Life insurance and annuity entitlements,2009K1,846219
Households,Life insurance and annuity entitlements,2009K2,791476
Households,Life insurance and annuity entitlements,2009K3,774924
Households,Life insurance and annuity entitlements,2009K4,727176
Households,Life insurance and annuity entitlements,2010K1,783831
Households,Life insurance and annuity entitlements,2010K2,837324
Households,Life insurance and annuity entitlements,2010K3,887474
Households,Life insurance and annuity entitlements,2010K4,932445
Households,Life insurance and annuity entitlements,2011K1,920537
Households,Life insurance and annuity entitlements,2011K2,919224
Households,Life insurance and annuity entitlements,2011K3,905192
Households,Life insurance and annuity entitlements,2011K4,911416
Households,Life insurance and annuity entitlements,2012K1,875610
Households,Life insurance and annuity entitlements,2012K2,852303
Households,Life insurance and annuity entitlements,2012K3,831334
Households,Life insurance and annuity entitlements,2012K4,803058
Households,Life insurance and annuity entitlements,2013K1,818865
Households,Life insurance and annuity entitlements,2013K2,841436
Households,Life insurance and annuity entitlements,2013K3,870072
Households,Life insurance and annuity entitlements,2013K4,894585
Households,Life insurance and annuity entitlements,2014K1,929119
Households,Life insurance and annuity entitlements,2014K2,959180
Households,Life insurance and annuity entitlements,2014K3,981997
Households,Life insurance and annuity entitlements,2014K4,1020104
Households,Life insurance and annuity entitlements,2015K1,1087119
Households,Life insurance and annuity entitlements,2015K2,1053320
Households,Life insurance and annuity entitlements,2015K3,1006382
Households,Life insurance and annuity entitlements,2015K4,1015637
Households,Life insurance and annuity entitlements,2016K1,1018285
Households,Life insurance and annuity entitlements,2016K2,1017725
Households,Life insurance and annuity entitlements,2016K3,1031600
Households,Life insurance and annuity entitlements,2016K4,1033918
Households,Life insurance and annuity entitlements,2017K1,1054647
Households,Life insurance and annuity entitlements,2017K2,1059382
Households,Life insurance and annuity entitlements,2017K3,1060290
Households,Life insurance and annuity entitlements,2017K4,1058075
Households,Life insurance and annuity entitlements,2018K1,1062546
Households,Life insurance and annuity entitlements,2018K2,1086791
Households,Life insurance and annuity entitlements,2018K3,1092118
Households,Life insurance and annuity entitlements,2018K4,1025945
Households,Life insurance and annuity entitlements,2019K1,1062950
Households,Life insurance and annuity entitlements,2019K2,1081313
Households,Life insurance and annuity entitlements,2019K3,1095281
Households,Life insurance and annuity entitlements,2019K4,1111480
Households,Life insurance and annuity entitlements,2020K1,1070922
Households,Life insurance and annuity entitlements,2020K2,1111165
Households,Life insurance and annuity entitlements,2020K3,1139679
Households,Life insurance and annuity entitlements,2020K4,1154480
Households,Life insurance and annuity entitlements,2021K1,1217911
Households,Life insurance and annuity entitlements,2021K2,1260653
Households,Life insurance and annuity entitlements,2021K3,1280052
Households,Life insurance and annuity entitlements,2021K4,1336764
Households,Life insurance and annuity entitlements,2022K1,1300370
Households,Life insurance and annuity entitlements,2022K2,1232822
Households,Life insurance and annuity entitlements,2022K3,1213186
Households,Life insurance and annuity entitlements,2022K4,1233689
Households,Life insurance and annuity entitlements,2023K1,1266111
Households,Life insurance and annuity entitlements,2023K2,1286200
Households,Life insurance and annuity entitlements,2023K3,1272069
Households,Life insurance and annuity entitlements,2023K4,1273344
Households,Life insurance and annuity entitlements,2024K1,1337265
Households,Life insurance and annuity entitlements,2024K2,1352083
Households,Life insurance and annuity entitlements,2024K3,1376685
Households,Life insurance and annuity entitlements,2024K4,1385744
Households,Life insurance and annuity entitlements,2025K1,1388162
Households,Life insurance and annuity entitlements,2025K2,1423249
Households,Life insurance and annuity entitlements,2025K3,1464760
Households,Life insurance and annuity entitlements,2025K4,1463184
Households,Life insurance and annuity entitlements,2026K1,1460403
Households,"Life insurance and annuity entitlements, non unit-linked",1996K1,250184
Households,"Life insurance and annuity entitlements, non unit-linked",1996K2,250730
Households,"Life insurance and annuity entitlements, non unit-linked",1996K3,250412
Households,"Life insurance and annuity entitlements, non unit-linked",1996K4,253837
Households,"Life insurance and annuity entitlements, non unit-linked",1997K1,262092
Households,"Life insurance and annuity entitlements, non unit-linked",1997K2,269267
Households,"Life insurance and annuity entitlements, non unit-linked",1997K3,274710
Households,"Life insurance and annuity entitlements, non unit-linked",1997K4,292141
Households,"Life insurance and annuity entitlements, non unit-linked",1998K1,299403
Households,"Life insurance and annuity entitlements, non unit-linked",1998K2,308710
Households,"Life insurance and annuity entitlements, non unit-linked",1998K3,334505
Households,"Life insurance and annuity entitlements, non unit-linked",1998K4,331714
Households,"Life insurance and annuity entitlements, non unit-linked",1999K1,351462
Households,"Life insurance and annuity entitlements, non unit-linked",1999K2,370306
Households,"Life insurance and annuity entitlements, non unit-linked",1999K3,395413
Households,"Life insurance and annuity entitlements, non unit-linked",1999K4,392478
Households,"Life insurance and annuity entitlements, non unit-linked",2000K1,375658
Households,"Life insurance and annuity entitlements, non unit-linked",2000K2,377392
Households,"Life insurance and annuity entitlements, non unit-linked",2000K3,380760
Households,"Life insurance and annuity entitlements, non unit-linked",2000K4,392105
Households,"Life insurance and annuity entitlements, non unit-linked",2001K1,445722
Households,"Life insurance and annuity entitlements, non unit-linked",2001K2,461235
Households,"Life insurance and annuity entitlements, non unit-linked",2001K3,476808
Households,"Life insurance and annuity entitlements, non unit-linked",2001K4,491809
Households,"Life insurance and annuity entitlements, non unit-linked",2002K1,447166
Households,"Life insurance and annuity entitlements, non unit-linked",2002K2,457747
Households,"Life insurance and annuity entitlements, non unit-linked",2002K3,472658
Households,"Life insurance and annuity entitlements, non unit-linked",2002K4,490877
Households,"Life insurance and annuity entitlements, non unit-linked",2003K1,497426
Households,"Life insurance and annuity entitlements, non unit-linked",2003K2,512119
Households,"Life insurance and annuity entitlements, non unit-linked",2003K3,513348
Households,"Life insurance and annuity entitlements, non unit-linked",2003K4,516095
Households,"Life insurance and annuity entitlements, non unit-linked",2004K1,531901
Households,"Life insurance and annuity entitlements, non unit-linked",2004K2,510463
