varaktighet,kvartal,"Fasta priser, referensår 2025, mnkr"
1132 övriga icke varaktiga varor,2023K4,129518
1132 övriga icke varaktiga varor,2024K1,115504
1132 övriga icke varaktiga varor,2024K2,110324
1132 övriga icke varaktiga varor,2024K3,101215
1132 övriga icke varaktiga varor,2024K4,124920
1132 övriga icke varaktiga varor,2025K1,116074
1132 övriga icke varaktiga varor,2025K2,112203
1132 övriga icke varaktiga varor,2025K3,102160
1132 övriga icke varaktiga varor,2025K4,128368
1132 övriga icke varaktiga varor,2026K1,123314
1132 övriga icke varaktiga varor,2026K2,114834
1200 tjänster,1981K1,179676
1200 tjänster,1981K2,180025
1200 tjänster,1981K3,176721
1200 tjänster,1981K4,182240
1200 tjänster,1982K1,182304
1200 tjänster,1982K2,184279
1200 tjänster,1982K3,179204
1200 tjänster,1982K4,186205
1200 tjänster,1983K1,180513
1200 tjänster,1983K2,182690
1200 tjänster,1983K3,178341
1200 tjänster,1983K4,185016
1200 tjänster,1984K1,186901
1200 tjänster,1984K2,187423
1200 tjänster,1984K3,181835
1200 tjänster,1984K4,189440
1200 tjänster,1985K1,190501
1200 tjänster,1985K2,192476
1200 tjänster,1985K3,185826
1200 tjänster,1985K4,191700
1200 tjänster,1986K1,196579
1200 tjänster,1986K2,199117
1200 tjänster,1986K3,193505
1200 tjänster,1986K4,199611
1200 tjänster,1987K1,207906
1200 tjänster,1987K2,209751
1200 tjänster,1987K3,201798
1200 tjänster,1987K4,209635
1200 tjänster,1988K1,218854
1200 tjänster,1988K2,215012
1200 tjänster,1988K3,207474
1200 tjänster,1988K4,212949
1200 tjänster,1989K1,220552
1200 tjänster,1989K2,218450
1200 tjänster,1989K3,209022
1200 tjänster,1989K4,216884
1200 tjänster,1990K1,212234
1200 tjänster,1990K2,215550
1200 tjänster,1990K3,206546
1200 tjänster,1990K4,210560
1200 tjänster,1991K1,207481
1200 tjänster,1991K2,211274
1200 tjänster,1991K3,205140
1200 tjänster,1991K4,209570
1200 tjänster,1992K1,203852
1200 tjänster,1992K2,214654
1200 tjänster,1992K3,206328
1200 tjänster,1992K4,212180
1200 tjänster,1993K1,206612
1200 tjänster,1993K2,217223
1200 tjänster,1993K3,214667
1200 tjänster,1993K4,218868
1200 tjänster,1994K1,213619
1200 tjänster,1994K2,221165
1200 tjänster,1994K3,218734
1200 tjänster,1994K4,221796
1200 tjänster,1995K1,214397
1200 tjänster,1995K2,226378
1200 tjänster,1995K3,224236
1200 tjänster,1995K4,223738
1200 tjänster,1996K1,218150
1200 tjänster,1996K2,231437
1200 tjänster,1996K3,229357
1200 tjänster,1996K4,227637
1200 tjänster,1997K1,224607
1200 tjänster,1997K2,237868
1200 tjänster,1997K3,233855
1200 tjänster,1997K4,234687
1200 tjänster,1998K1,229565
1200 tjänster,1998K2,245772
1200 tjänster,1998K3,242113
1200 tjänster,1998K4,243535
1200 tjänster,1999K1,235824
1200 tjänster,1999K2,252834
1200 tjänster,1999K3,249676
1200 tjänster,1999K4,253521
1200 tjänster,2000K1,250086
1200 tjänster,2000K2,263491
1200 tjänster,2000K3,258124
1200 tjänster,2000K4,266944
1200 tjänster,2001K1,257446
1200 tjänster,2001K2,269310
1200 tjänster,2001K3,263059
1200 tjänster,2001K4,264914
1200 tjänster,2002K1,259298
1200 tjänster,2002K2,272535
1200 tjänster,2002K3,265503
1200 tjänster,2002K4,266889
1200 tjänster,2003K1,260115
1200 tjänster,2003K2,271947
1200 tjänster,2003K3,267565
1200 tjänster,2003K4,270795
1200 tjänster,2004K1,266283
1200 tjänster,2004K2,277523
1200 tjänster,2004K3,271364
1200 tjänster,2004K4,275807
1200 tjänster,2005K1,268245
1200 tjänster,2005K2,285052
1200 tjänster,2005K3,282696
1200 tjänster,2005K4,281699
1200 tjänster,2006K1,277387
1200 tjänster,2006K2,291489
1200 tjänster,2006K3,287455
1200 tjänster,2006K4,292360
1200 tjänster,2007K1,290404
1200 tjänster,2007K2,304308
1200 tjänster,2007K3,301441
1200 tjänster,2007K4,298612
1200 tjänster,2008K1,297896
1200 tjänster,2008K2,310773
1200 tjänster,2008K3,302141
1200 tjänster,2008K4,297578
1200 tjänster,2009K1,297568
1200 tjänster,2009K2,314135
1200 tjänster,2009K3,305350
1200 tjänster,2009K4,300781
1200 tjänster,2010K1,301418
1200 tjänster,2010K2,322494
1200 tjänster,2010K3,313692
1200 tjänster,2010K4,305904
1200 tjänster,2011K1,312609
1200 tjänster,2011K2,332679
1200 tjänster,2011K3,322784
1200 tjänster,2011K4,318615
1200 tjänster,2012K1,315388
1200 tjänster,2012K2,333660
1200 tjänster,2012K3,324440
1200 tjänster,2012K4,318421
1200 tjänster,2013K1,319538
1200 tjänster,2013K2,340613
1200 tjänster,2013K3,331496
1200 tjänster,2013K4,328504
1200 tjänster,2014K1,332593
1200 tjänster,2014K2,348739
1200 tjänster,2014K3,339282
1200 tjänster,2014K4,336894
1200 tjänster,2015K1,343415
1200 tjänster,2015K2,358975
1200 tjänster,2015K3,349937
1200 tjänster,2015K4,347671
1200 tjänster,2016K1,350366
1200 tjänster,2016K2,368767
1200 tjänster,2016K3,360710
1200 tjänster,2016K4,358228
1200 tjänster,2017K1,365667
1200 tjänster,2017K2,372939
1200 tjänster,2017K3,365466
1200 tjänster,2017K4,364465
1200 tjänster,2018K1,367264
1200 tjänster,2018K2,384704
1200 tjänster,2018K3,377052
1200 tjänster,2018K4,370770
1200 tjänster,2019K1,376268
1200 tjänster,2019K2,389110
1200 tjänster,2019K3,381885
1200 tjänster,2019K4,375507
1200 tjänster,2020K1,388600
1200 tjänster,2020K2,343163
1200 tjänster,2020K3,359058
1200 tjänster,2020K4,346630
1200 tjänster,2021K1,342363
1200 tjänster,2021K2,366647
1200 tjänster,2021K3,383737
1200 tjänster,2021K4,377778
1200 tjänster,2022K1,377410
1200 tjänster,2022K2,404860
1200 tjänster,2022K3,397328
1200 tjänster,2022K4,393864
1200 tjänster,2023K1,384451
1200 tjänster,2023K2,404430
1200 tjänster,2023K3,404772
1200 tjänster,2023K4,391338
1200 tjänster,2024K1,391928
1200 tjänster,2024K2,413331
1200 tjänster,2024K3,409534
1200 tjänster,2024K4,404195
1200 tjänster,2025K1,394861
1200 tjänster,2025K2,414752
1200 tjänster,2025K3,413145
1200 tjänster,2025K4,405460
1200 tjänster,2026K1,395213
1200 tjänster,2026K2,420005
1210 bostad,1981K1,85697
1210 bostad,1981K2,85989
1210 bostad,1981K3,85840
1210 bostad,1981K4,86482
1210 bostad,1982K1,86386
1210 bostad,1982K2,86623
1210 bostad,1982K3,86415
1210 bostad,1982K4,87029
1210 bostad,1983K1,87036
1210 bostad,1983K2,87322
1210 bostad,1983K3,87103
1210 bostad,1983K4,87750
1210 bostad,1984K1,88364
1210 bostad,1984K2,88559
1210 bostad,1984K3,88327
1210 bostad,1984K4,88955
1210 bostad,1985K1,89851
1210 bostad,1985K2,90046
1210 bostad,1985K3,89799
1210 bostad,1985K4,90246
1210 bostad,1986K1,90791
1210 bostad,1986K2,90953
1210 bostad,1986K3,90472
1210 bostad,1986K4,91362
1210 bostad,1987K1,91659
1210 bostad,1987K2,91856
1210 bostad,1987K3,91637
1210 bostad,1987K4,92184
1210 bostad,1988K1,92139
1210 bostad,1988K2,92402
1210 bostad,1988K3,92195
1210 bostad,1988K4,92906
1210 bostad,1989K1,92707
1210 bostad,1989K2,93051
1210 bostad,1989K3,92925
1210 bostad,1989K4,93705
1210 bostad,1990K1,94593
1210 bostad,1990K2,94996
1210 bostad,1990K3,94826
1210 bostad,1990K4,95649
1210 bostad,1991K1,95885
1210 bostad,1991K2,96326
1210 bostad,1991K3,96198
1210 bostad,1991K4,97084
1210 bostad,1992K1,97218
1210 bostad,1992K2,97711
1210 bostad,1992K3,97514
1210 bostad,1992K4,98387
1210 bostad,1993K1,101382
1210 bostad,1993K2,107210
1210 bostad,1993K3,108019
1210 bostad,1993K4,101384
1210 bostad,1994K1,101544
1210 bostad,1994K2,106496
1210 bostad,1994K3,108085
1210 bostad,1994K4,102670
1210 bostad,1995K1,101577
1210 bostad,1995K2,107459
1210 bostad,1995K3,109695
1210 bostad,1995K4,102194
1210 bostad,1996K1,100062
1210 bostad,1996K2,108131
1210 bostad,1996K3,110028
1210 bostad,1996K4,103667
1210 bostad,1997K1,102573
1210 bostad,1997K2,108131
1210 bostad,1997K3,111266
1210 bostad,1997K4,103757
1210 bostad,1998K1,103162
1210 bostad,1998K2,108762
1210 bostad,1998K3,110654
1210 bostad,1998K4,103496
1210 bostad,1999K1,102245
1210 bostad,1999K2,109117
1210 bostad,1999K3,111428
1210 bostad,1999K4,105577
1210 bostad,2000K1,104061
1210 bostad,2000K2,110964
1210 bostad,2000K3,112316
1210 bostad,2000K4,106905
1210 bostad,2001K1,104554
1210 bostad,2001K2,111668
1210 bostad,2001K3,113561
1210 bostad,2001K4,106589
1210 bostad,2002K1,106616
1210 bostad,2002K2,113069
1210 bostad,2002K3,114686
1210 bostad,2002K4,106151
1210 bostad,2003K1,106533
1210 bostad,2003K2,113697
1210 bostad,2003K3,115778
1210 bostad,2003K4,108701
1210 bostad,2004K1,107587
1210 bostad,2004K2,114724
1210 bostad,2004K3,116524
1210 bostad,2004K4,109749
1210 bostad,2005K1,109359
1210 bostad,2005K2,116132
1210 bostad,2005K3,118299
1210 bostad,2005K4,111935
1210 bostad,2006K1,109531
1210 bostad,2006K2,117473
1210 bostad,2006K3,119947
1210 bostad,2006K4,114415
1210 bostad,2007K1,113037
1210 bostad,2007K2,119650
1210 bostad,2007K3,120871
1210 bostad,2007K4,114626
1210 bostad,2008K1,115178
1210 bostad,2008K2,121157
1210 bostad,2008K3,122741
1210 bostad,2008K4,116347
1210 bostad,2009K1,115764
1210 bostad,2009K2,122592
1210 bostad,2009K3,123968
1210 bostad,2009K4,116580
1210 bostad,2010K1,114906
1210 bostad,2010K2,123112
1210 bostad,2010K3,124947
1210 bostad,2010K4,116173
1210 bostad,2011K1,117952
1210 bostad,2011K2,124807
1210 bostad,2011K3,126138
1210 bostad,2011K4,120634
1210 bostad,2012K1,119396
1210 bostad,2012K2,124803
1210 bostad,2012K3,126642
1210 bostad,2012K4,119755
1210 bostad,2013K1,118908
1210 bostad,2013K2,126322
1210 bostad,2013K3,127899
1210 bostad,2013K4,122816
1210 bostad,2014K1,122717
1210 bostad,2014K2,128023
1210 bostad,2014K3,129891
1210 bostad,2014K4,124662
1210 bostad,2015K1,123730
1210 bostad,2015K2,128650
1210 bostad,2015K3,131235
1210 bostad,2015K4,126783
1210 bostad,2016K1,124258
1210 bostad,2016K2,131521
1210 bostad,2016K3,134068
1210 bostad,2016K4,128519
1210 bostad,2017K1,127829
1210 bostad,2017K2,132843
1210 bostad,2017K3,135581
1210 bostad,2017K4,132469
1210 bostad,2018K1,129272
1210 bostad,2018K2,137674
1210 bostad,2018K3,140077
1210 bostad,2018K4,134502
1210 bostad,2019K1,132620
1210 bostad,2019K2,139092
1210 bostad,2019K3,141507
1210 bostad,2019K4,136857
1210 bostad,2020K1,136348
1210 bostad,2020K2,140922
1210 bostad,2020K3,143889
1210 bostad,2020K4,140495
1210 bostad,2021K1,134106
1210 bostad,2021K2,140845
1210 bostad,2021K3,143722
1210 bostad,2021K4,137888
1210 bostad,2022K1,138287
1210 bostad,2022K2,144084
1210 bostad,2022K3,147063
1210 bostad,2022K4,142895
1210 bostad,2023K1,138172
1210 bostad,2023K2,145045
1210 bostad,2023K3,147924
1210 bostad,2023K4,140001
1210 bostad,2024K1,138591
1210 bostad,2024K2,146662
1210 bostad,2024K3,149430
1210 bostad,2024K4,144297
1210 bostad,2025K1,141606
1210 bostad,2025K2,148360
1210 bostad,2025K3,150718
1210 bostad,2025K4,146024
1210 bostad,2026K1,139822
1210 bostad,2026K2,149387
1220 övriga tjänster,1981K1,92792
1220 övriga tjänster,1981K2,92868
1220 övriga tjänster,1981K3,89975
1220 övriga tjänster,1981K4,94482
1220 övriga tjänster,1982K1,94627
1220 övriga tjänster,1982K2,96239
1220 övriga tjänster,1982K3,91759
1220 övriga tjänster,1982K4,97665
1220 övriga tjänster,1983K1,92374
1220 övriga tjänster,1983K2,94160
1220 övriga tjänster,1983K3,90282
1220 övriga tjänster,1983K4,95961
1220 övriga tjänster,1984K1,97168
1220 övriga tjänster,1984K2,97484
1220 övriga tjänster,1984K3,92486
1220 övriga tjänster,1984K4,99018
1220 övriga tjänster,1985K1,99230
1220 övriga tjänster,1985K2,100901
1220 övriga tjänster,1985K3,94915
1220 övriga tjänster,1985K4,100002
1220 övriga tjänster,1986K1,104099
1220 övriga tjänster,1986K2,106335
1220 övriga tjänster,1986K3,101499
1220 övriga tjänster,1986K4,106439
1220 övriga tjänster,1987K1,113927
1220 övriga tjänster,1987K2,115479
1220 övriga tjänster,1987K3,108237
1220 övriga tjänster,1987K4,115083
1220 övriga tjänster,1988K1,123802
1220 övriga tjänster,1988K2,119955
1220 övriga tjänster,1988K3,113050
1220 övriga tjänster,1988K4,117565
1220 övriga tjänster,1989K1,124886
1220 övriga tjänster,1989K2,122605
1220 övriga tjänster,1989K3,113863
1220 övriga tjänster,1989K4,120555
1220 övriga tjänster,1990K1,115418
1220 övriga tjänster,1990K2,118168
1220 övriga tjänster,1990K3,109883
1220 övriga tjänster,1990K4,112918
1220 övriga tjänster,1991K1,109838
1220 övriga tjänster,1991K2,112995
1220 övriga tjänster,1991K3,107374
1220 övriga tjänster,1991K4,110738
1220 övriga tjänster,1992K1,104969
1220 övriga tjänster,1992K2,115105
1220 övriga tjänster,1992K3,107113
1220 övriga tjänster,1992K4,112008
1220 övriga tjänster,1993K1,104440
1220 övriga tjänster,1993K2,109158
1220 övriga tjänster,1993K3,105727
1220 övriga tjänster,1993K4,116872
1220 övriga tjänster,1994K1,111380
1220 övriga tjänster,1994K2,113898
1220 övriga tjänster,1994K3,109784
1220 övriga tjänster,1994K4,118507
1220 övriga tjänster,1995K1,112149
1220 övriga tjänster,1995K2,118200
1220 övriga tjänster,1995K3,113661
1220 övriga tjänster,1995K4,121040
1220 övriga tjänster,1996K1,117520
1220 övriga tjänster,1996K2,122635
1220 övriga tjänster,1996K3,118566
1220 övriga tjänster,1996K4,123400
1220 övriga tjänster,1997K1,121504
1220 övriga tjänster,1997K2,129204
1220 övriga tjänster,1997K3,121790
1220 övriga tjänster,1997K4,130569
1220 övriga tjänster,1998K1,125992
1220 övriga tjänster,1998K2,136698
1220 övriga tjänster,1998K3,130885
1220 övriga tjänster,1998K4,140054
1220 övriga tjänster,1999K1,133396
1220 övriga tjänster,1999K2,143549
1220 övriga tjänster,1999K3,137873
1220 övriga tjänster,1999K4,147997
1220 övriga tjänster,2000K1,145915
1220 övriga tjänster,2000K2,152392
1220 övriga tjänster,2000K3,145620
1220 övriga tjänster,2000K4,159987
1220 övriga tjänster,2001K1,152767
1220 övriga tjänster,2001K2,157515
1220 övriga tjänster,2001K3,149380
1220 övriga tjänster,2001K4,158195
1220 övriga tjänster,2002K1,152547
1220 övriga tjänster,2002K2,159343
1220 övriga tjänster,2002K3,150783
1220 övriga tjänster,2002K4,160529
1220 övriga tjänster,2003K1,153459
1220 övriga tjänster,2003K2,158123
1220 övriga tjänster,2003K3,151664
1220 övriga tjänster,2003K4,161964
1220 övriga tjänster,2004K1,158569
1220 övriga tjänster,2004K2,162668
1220 övriga tjänster,2004K3,154715
1220 övriga tjänster,2004K4,165925
1220 övriga tjänster,2005K1,158756
1220 övriga tjänster,2005K2,168782
1220 övriga tjänster,2005K3,164270
1220 övriga tjänster,2005K4,169617
1220 övriga tjänster,2006K1,167741
1220 övriga tjänster,2006K2,173883
1220 övriga tjänster,2006K3,167353
1220 övriga tjänster,2006K4,177830
1220 övriga tjänster,2007K1,177197
1220 övriga tjänster,2007K2,184494
1220 övriga tjänster,2007K3,180432
1220 övriga tjänster,2007K4,183796
1220 övriga tjänster,2008K1,182544
1220 övriga tjänster,2008K2,189440
1220 övriga tjänster,2008K3,179256
1220 övriga tjänster,2008K4,181065
1220 övriga tjänster,2009K1,181619
1220 övriga tjänster,2009K2,191354
1220 övriga tjänster,2009K3,181281
1220 övriga tjänster,2009K4,184007
1220 övriga tjänster,2010K1,186348
1220 övriga tjänster,2010K2,199206
1220 övriga tjänster,2010K3,188572
1220 övriga tjänster,2010K4,189563
1220 övriga tjänster,2011K1,194480
1220 övriga tjänster,2011K2,207681
1220 övriga tjänster,2011K3,196474
1220 övriga tjänster,2011K4,197800
1220 övriga tjänster,2012K1,195823
1220 övriga tjänster,2012K2,208696
1220 övriga tjänster,2012K3,197578
1220 övriga tjänster,2012K4,198503
1220 övriga tjänster,2013K1,200437
1220 övriga tjänster,2013K2,214083
1220 övriga tjänster,2013K3,203428
1220 övriga tjänster,2013K4,205492
1220 övriga tjänster,2014K1,209673
1220 övriga tjänster,2014K2,220502
1220 övriga tjänster,2014K3,209203
1220 övriga tjänster,2014K4,212031
1220 övriga tjänster,2015K1,219555
1220 övriga tjänster,2015K2,230202
1220 övriga tjänster,2015K3,218477
1220 övriga tjänster,2015K4,220729
1220 övriga tjänster,2016K1,226033
1220 övriga tjänster,2016K2,237149
1220 övriga tjänster,2016K3,226416
1220 övriga tjänster,2016K4,229597
1220 övriga tjänster,2017K1,237848
1220 övriga tjänster,2017K2,240019
1220 övriga tjänster,2017K3,229621
1220 övriga tjänster,2017K4,231828
1220 övriga tjänster,2018K1,237957
1220 övriga tjänster,2018K2,246925
1220 övriga tjänster,2018K3,236714
1220 övriga tjänster,2018K4,236112
1220 övriga tjänster,2019K1,243623
1220 övriga tjänster,2019K2,249923
1220 övriga tjänster,2019K3,240110
1220 övriga tjänster,2019K4,238463
1220 övriga tjänster,2020K1,252269
1220 övriga tjänster,2020K2,201426
1220 övriga tjänster,2020K3,214459
1220 övriga tjänster,2020K4,205385
1220 övriga tjänster,2021K1,207695
1220 övriga tjänster,2021K2,225394
1220 övriga tjänster,2021K3,239845
1220 övriga tjänster,2021K4,239975
1220 övriga tjänster,2022K1,239106
1220 övriga tjänster,2022K2,260995
1220 övriga tjänster,2022K3,250165
1220 övriga tjänster,2022K4,251031
1220 övriga tjänster,2023K1,246294
1220 övriga tjänster,2023K2,259396
1220 övriga tjänster,2023K3,256901
1220 övriga tjänster,2023K4,251341
1220 övriga tjänster,2024K1,253284
1220 övriga tjänster,2024K2,266627
1220 övriga tjänster,2024K3,260178
1220 övriga tjänster,2024K4,259881
1220 övriga tjänster,2025K1,253255
1220 övriga tjänster,2025K2,266392
1220 övriga tjänster,2025K3,262427
1220 övriga tjänster,2025K4,259436
1220 övriga tjänster,2026K1,255391
1220 övriga tjänster,2026K2,270618
summa varaktighetsfördelat,1981K1,307253
summa varaktighetsfördelat,1981K2,314565
summa varaktighetsfördelat,1981K3,292537
summa varaktighetsfördelat,1981K4,330320
summa varaktighetsfördelat,1982K1,312348
summa varaktighetsfördelat,1982K2,318250
summa varaktighetsfördelat,1982K3,296172
summa varaktighetsfördelat,1982K4,338734
summa varaktighetsfördelat,1983K1,305027
summa varaktighetsfördelat,1983K2,309802
summa varaktighetsfördelat,1983K3,293509
summa varaktighetsfördelat,1983K4,330558
summa varaktighetsfördelat,1984K1,314042
summa varaktighetsfördelat,1984K2,317665
summa varaktighetsfördelat,1984K3,296618
summa varaktighetsfördelat,1984K4,332283
summa varaktighetsfördelat,1985K1,323347
summa varaktighetsfördelat,1985K2,328090
summa varaktighetsfördelat,1985K3,303306
summa varaktighetsfördelat,1985K4,339862
summa varaktighetsfördelat,1986K1,331328
summa varaktighetsfördelat,1986K2,341670
summa varaktighetsfördelat,1986K3,323067
summa varaktighetsfördelat,1986K4,362658
summa varaktighetsfördelat,1987K1,350921
summa varaktighetsfördelat,1987K2,366638
summa varaktighetsfördelat,1987K3,334645
summa varaktighetsfördelat,1987K4,379180
summa varaktighetsfördelat,1988K1,371620
summa varaktighetsfördelat,1988K2,371575
summa varaktighetsfördelat,1988K3,345037
summa varaktighetsfördelat,1988K4,383709
summa varaktighetsfördelat,1989K1,370157
summa varaktighetsfördelat,1989K2,378737
summa varaktighetsfördelat,1989K3,347712
summa varaktighetsfördelat,1989K4,388976
summa varaktighetsfördelat,1990K1,366892
summa varaktighetsfördelat,1990K2,375958
summa varaktighetsfördelat,1990K3,343463
summa varaktighetsfördelat,1990K4,373427
summa varaktighetsfördelat,1991K1,361341
summa varaktighetsfördelat,1991K2,372481
summa varaktighetsfördelat,1991K3,344396
summa varaktighetsfördelat,1991K4,379486
summa varaktighetsfördelat,1992K1,355250
summa varaktighetsfördelat,1992K2,365935
summa varaktighetsfördelat,1992K3,339445
summa varaktighetsfördelat,1992K4,371159
summa varaktighetsfördelat,1993K1,342346
summa varaktighetsfördelat,1993K2,359403
summa varaktighetsfördelat,1993K3,353811
summa varaktighetsfördelat,1993K4,389143
summa varaktighetsfördelat,1994K1,354678
summa varaktighetsfördelat,1994K2,364733
summa varaktighetsfördelat,1994K3,359223
summa varaktighetsfördelat,1994K4,393272
summa varaktighetsfördelat,1995K1,358480
summa varaktighetsfördelat,1995K2,373646
summa varaktighetsfördelat,1995K3,366494
summa varaktighetsfördelat,1995K4,396504
summa varaktighetsfördelat,1996K1,364227
summa varaktighetsfördelat,1996K2,379082
summa varaktighetsfördelat,1996K3,373950
summa varaktighetsfördelat,1996K4,403301
summa varaktighetsfördelat,1997K1,374148
summa varaktighetsfördelat,1997K2,397633
summa varaktighetsfördelat,1997K3,380915
summa varaktighetsfördelat,1997K4,417297
summa varaktighetsfördelat,1998K1,383013
summa varaktighetsfördelat,1998K2,407670
summa varaktighetsfördelat,1998K3,397407
summa varaktighetsfördelat,1998K4,435413
summa varaktighetsfördelat,1999K1,400808
summa varaktighetsfördelat,1999K2,423996
summa varaktighetsfördelat,1999K3,412537
summa varaktighetsfördelat,1999K4,462247
summa varaktighetsfördelat,2000K1,425704
summa varaktighetsfördelat,2000K2,449261
summa varaktighetsfördelat,2000K3,435926
summa varaktighetsfördelat,2000K4,472354
summa varaktighetsfördelat,2001K1,436690
summa varaktighetsfördelat,2001K2,455866
summa varaktighetsfördelat,2001K3,444761
summa varaktighetsfördelat,2001K4,476071
summa varaktighetsfördelat,2002K1,444079
summa varaktighetsfördelat,2002K2,467417
summa varaktighetsfördelat,2002K3,456904
summa varaktighetsfördelat,2002K4,491413
summa varaktighetsfördelat,2003K1,451000
summa varaktighetsfördelat,2003K2,474412
summa varaktighetsfördelat,2003K3,466773
summa varaktighetsfördelat,2003K4,500695
summa varaktighetsfördelat,2004K1,465419
summa varaktighetsfördelat,2004K2,486222
summa varaktighetsfördelat,2004K3,479072
summa varaktighetsfördelat,2004K4,514447
summa varaktighetsfördelat,2005K1,473015
summa varaktighetsfördelat,2005K2,505420
summa varaktighetsfördelat,2005K3,501918
summa varaktighetsfördelat,2005K4,533929
summa varaktighetsfördelat,2006K1,490560
summa varaktighetsfördelat,2006K2,523827
summa varaktighetsfördelat,2006K3,514556
summa varaktighetsfördelat,2006K4,553935
summa varaktighetsfördelat,2007K1,514988
summa varaktighetsfördelat,2007K2,548383
summa varaktighetsfördelat,2007K3,540997
summa varaktighetsfördelat,2007K4,572759
summa varaktighetsfördelat,2008K1,525553
summa varaktighetsfördelat,2008K2,557898
summa varaktighetsfördelat,2008K3,535085
summa varaktighetsfördelat,2008K4,555896
summa varaktighetsfördelat,2009K1,520498
summa varaktighetsfördelat,2009K2,561926
summa varaktighetsfördelat,2009K3,545160
summa varaktighetsfördelat,2009K4,571629
summa varaktighetsfördelat,2010K1,539189
summa varaktighetsfördelat,2010K2,578570
summa varaktighetsfördelat,2010K3,563858
summa varaktighetsfördelat,2010K4,589626
summa varaktighetsfördelat,2011K1,551752
summa varaktighetsfördelat,2011K2,593385
summa varaktighetsfördelat,2011K3,570026
summa varaktighetsfördelat,2011K4,597316
summa varaktighetsfördelat,2012K1,559863
summa varaktighetsfördelat,2012K2,597120
summa varaktighetsfördelat,2012K3,576200
summa varaktighetsfördelat,2012K4,604722
summa varaktighetsfördelat,2013K1,565724
summa varaktighetsfördelat,2013K2,605684
summa varaktighetsfördelat,2013K3,587183
summa varaktighetsfördelat,2013K4,618858
summa varaktighetsfördelat,2014K1,580737
summa varaktighetsfördelat,2014K2,627438
summa varaktighetsfördelat,2014K3,603524
summa varaktighetsfördelat,2014K4,641051
summa varaktighetsfördelat,2015K1,607567
summa varaktighetsfördelat,2015K2,653262
summa varaktighetsfördelat,2015K3,628558
summa varaktighetsfördelat,2015K4,668032
summa varaktighetsfördelat,2016K1,624696
summa varaktighetsfördelat,2016K2,669076
summa varaktighetsfördelat,2016K3,640509
summa varaktighetsfördelat,2016K4,683924
summa varaktighetsfördelat,2017K1,649568
summa varaktighetsfördelat,2017K2,681542
summa varaktighetsfördelat,2017K3,651242
summa varaktighetsfördelat,2017K4,695062
summa varaktighetsfördelat,2018K1,657097
summa varaktighetsfördelat,2018K2,704672
summa varaktighetsfördelat,2018K3,669624
summa varaktighetsfördelat,2018K4,707266
summa varaktighetsfördelat,2019K1,660071
summa varaktighetsfördelat,2019K2,705035
summa varaktighetsfördelat,2019K3,682360
summa varaktighetsfördelat,2019K4,718205
summa varaktighetsfördelat,2020K1,681188
summa varaktighetsfördelat,2020K2,658535
summa varaktighetsfördelat,2020K3,666415
summa varaktighetsfördelat,2020K4,697562
summa varaktighetsfördelat,2021K1,664126
summa varaktighetsfördelat,2021K2,719250
summa varaktighetsfördelat,2021K3,711589
summa varaktighetsfördelat,2021K4,757038
summa varaktighetsfördelat,2022K1,700955
summa varaktighetsfördelat,2022K2,760240
summa varaktighetsfördelat,2022K3,716803
summa varaktighetsfördelat,2022K4,749921
summa varaktighetsfördelat,2023K1,682260
summa varaktighetsfördelat,2023K2,737168
summa varaktighetsfördelat,2023K3,709660
summa varaktighetsfördelat,2023K4,747689
summa varaktighetsfördelat,2024K1,694373
summa varaktighetsfördelat,2024K2,744375
summa varaktighetsfördelat,2024K3,718477
summa varaktighetsfördelat,2024K4,757247
summa varaktighetsfördelat,2025K1,702873
summa varaktighetsfördelat,2025K2,757779
summa varaktighetsfördelat,2025K3,736662
summa varaktighetsfördelat,2025K4,772611
summa varaktighetsfördelat,2026K1,720844
summa varaktighetsfördelat,2026K2,783839
hushållens konsumtion i utlandet,1981K1,6986
hushållens konsumtion i utlandet,1981K2,8438
hushållens konsumtion i utlandet,1981K3,10521
hushållens konsumtion i utlandet,1981K4,6702
hushållens konsumtion i utlandet,1982K1,6896
hushållens konsumtion i utlandet,1982K2,8832
hushållens konsumtion i utlandet,1982K3,10761
hushållens konsumtion i utlandet,1982K4,5839
hushållens konsumtion i utlandet,1983K1,6263
hushållens konsumtion i utlandet,1983K2,7627
hushållens konsumtion i utlandet,1983K3,8670
hushållens konsumtion i utlandet,1983K4,5784
hushållens konsumtion i utlandet,1984K1,6424
hushållens konsumtion i utlandet,1984K2,8299
hushållens konsumtion i utlandet,1984K3,10093
hushållens konsumtion i utlandet,1984K4,6075
hushållens konsumtion i utlandet,1985K1,7193
hushållens konsumtion i utlandet,1985K2,8681
hushållens konsumtion i utlandet,1985K3,10533
hushållens konsumtion i utlandet,1985K4,7351
hushållens konsumtion i utlandet,1986K1,8231
hushållens konsumtion i utlandet,1986K2,10091
hushållens konsumtion i utlandet,1986K3,12822
hushållens konsumtion i utlandet,1986K4,7452
hushållens konsumtion i utlandet,1987K1,9455
hushållens konsumtion i utlandet,1987K2,11122
hushållens konsumtion i utlandet,1987K3,13167
hushållens konsumtion i utlandet,1987K4,9562
hushållens konsumtion i utlandet,1988K1,10724
hushållens konsumtion i utlandet,1988K2,13118
hushållens konsumtion i utlandet,1988K3,15468
hushållens konsumtion i utlandet,1988K4,10140
hushållens konsumtion i utlandet,1989K1,11672
hushållens konsumtion i utlandet,1989K2,13458
