varaktighet,kvartal,"Fasta priser, referensår 2025, mnkr"
1120 delvis varaktiga varor,1993K2,23532
1120 delvis varaktiga varor,1993K3,24107
1120 delvis varaktiga varor,1993K4,28569
1120 delvis varaktiga varor,1994K1,21350
1120 delvis varaktiga varor,1994K2,23173
1120 delvis varaktiga varor,1994K3,23286
1120 delvis varaktiga varor,1994K4,29794
1120 delvis varaktiga varor,1995K1,21594
1120 delvis varaktiga varor,1995K2,23443
1120 delvis varaktiga varor,1995K3,23750
1120 delvis varaktiga varor,1995K4,28647
1120 delvis varaktiga varor,1996K1,20754
1120 delvis varaktiga varor,1996K2,23636
1120 delvis varaktiga varor,1996K3,23755
1120 delvis varaktiga varor,1996K4,29094
1120 delvis varaktiga varor,1997K1,21075
1120 delvis varaktiga varor,1997K2,25021
1120 delvis varaktiga varor,1997K3,23781
1120 delvis varaktiga varor,1997K4,30150
1120 delvis varaktiga varor,1998K1,22307
1120 delvis varaktiga varor,1998K2,25845
1120 delvis varaktiga varor,1998K3,25938
1120 delvis varaktiga varor,1998K4,31269
1120 delvis varaktiga varor,1999K1,23860
1120 delvis varaktiga varor,1999K2,27378
1120 delvis varaktiga varor,1999K3,27199
1120 delvis varaktiga varor,1999K4,33888
1120 delvis varaktiga varor,2000K1,26798
1120 delvis varaktiga varor,2000K2,29792
1120 delvis varaktiga varor,2000K3,29950
1120 delvis varaktiga varor,2000K4,34552
1120 delvis varaktiga varor,2001K1,27601
1120 delvis varaktiga varor,2001K2,30286
1120 delvis varaktiga varor,2001K3,30537
1120 delvis varaktiga varor,2001K4,35250
1120 delvis varaktiga varor,2002K1,28667
1120 delvis varaktiga varor,2002K2,32646
1120 delvis varaktiga varor,2002K3,32665
1120 delvis varaktiga varor,2002K4,38007
1120 delvis varaktiga varor,2003K1,29586
1120 delvis varaktiga varor,2003K2,33044
1120 delvis varaktiga varor,2003K3,34549
1120 delvis varaktiga varor,2003K4,39111
1120 delvis varaktiga varor,2004K1,31695
1120 delvis varaktiga varor,2004K2,35093
1120 delvis varaktiga varor,2004K3,37035
1120 delvis varaktiga varor,2004K4,41053
1120 delvis varaktiga varor,2005K1,33135
1120 delvis varaktiga varor,2005K2,38475
1120 delvis varaktiga varor,2005K3,39812
1120 delvis varaktiga varor,2005K4,44335
1120 delvis varaktiga varor,2006K1,35266
1120 delvis varaktiga varor,2006K2,41312
1120 delvis varaktiga varor,2006K3,42025
1120 delvis varaktiga varor,2006K4,47693
1120 delvis varaktiga varor,2007K1,37836
1120 delvis varaktiga varor,2007K2,43111
1120 delvis varaktiga varor,2007K3,44620
1120 delvis varaktiga varor,2007K4,48664
1120 delvis varaktiga varor,2008K1,39102
1120 delvis varaktiga varor,2008K2,46082
1120 delvis varaktiga varor,2008K3,45467
1120 delvis varaktiga varor,2008K4,48048
1120 delvis varaktiga varor,2009K1,37578
1120 delvis varaktiga varor,2009K2,46106
1120 delvis varaktiga varor,2009K3,46089
1120 delvis varaktiga varor,2009K4,49603
1120 delvis varaktiga varor,2010K1,39599
1120 delvis varaktiga varor,2010K2,48023
1120 delvis varaktiga varor,2010K3,49114
1120 delvis varaktiga varor,2010K4,52318
1120 delvis varaktiga varor,2011K1,40047
1120 delvis varaktiga varor,2011K2,49012
1120 delvis varaktiga varor,2011K3,48958
1120 delvis varaktiga varor,2011K4,52087
1120 delvis varaktiga varor,2012K1,42534
1120 delvis varaktiga varor,2012K2,49017
1120 delvis varaktiga varor,2012K3,49917
1120 delvis varaktiga varor,2012K4,52995
1120 delvis varaktiga varor,2013K1,41632
1120 delvis varaktiga varor,2013K2,50956
1120 delvis varaktiga varor,2013K3,50912
1120 delvis varaktiga varor,2013K4,54178
1120 delvis varaktiga varor,2014K1,43811
1120 delvis varaktiga varor,2014K2,53127
1120 delvis varaktiga varor,2014K3,52059
1120 delvis varaktiga varor,2014K4,56862
1120 delvis varaktiga varor,2015K1,46770
1120 delvis varaktiga varor,2015K2,57584
1120 delvis varaktiga varor,2015K3,56085
1120 delvis varaktiga varor,2015K4,60533
1120 delvis varaktiga varor,2016K1,45818
1120 delvis varaktiga varor,2016K2,55451
1120 delvis varaktiga varor,2016K3,53578
1120 delvis varaktiga varor,2016K4,59160
1120 delvis varaktiga varor,2017K1,47273
1120 delvis varaktiga varor,2017K2,56140
1120 delvis varaktiga varor,2017K3,54899
1120 delvis varaktiga varor,2017K4,59703
1120 delvis varaktiga varor,2018K1,46794
1120 delvis varaktiga varor,2018K2,58595
1120 delvis varaktiga varor,2018K3,56277
1120 delvis varaktiga varor,2018K4,60102
1120 delvis varaktiga varor,2019K1,47318
1120 delvis varaktiga varor,2019K2,58020
1120 delvis varaktiga varor,2019K3,58249
1120 delvis varaktiga varor,2019K4,60377
1120 delvis varaktiga varor,2020K1,47782
1120 delvis varaktiga varor,2020K2,55552
1120 delvis varaktiga varor,2020K3,56675
1120 delvis varaktiga varor,2020K4,59147
1120 delvis varaktiga varor,2021K1,49838
1120 delvis varaktiga varor,2021K2,63102
1120 delvis varaktiga varor,2021K3,60875
1120 delvis varaktiga varor,2021K4,66450
1120 delvis varaktiga varor,2022K1,52325
1120 delvis varaktiga varor,2022K2,65950
1120 delvis varaktiga varor,2022K3,59805
1120 delvis varaktiga varor,2022K4,64241
1120 delvis varaktiga varor,2023K1,49728
1120 delvis varaktiga varor,2023K2,61432
1120 delvis varaktiga varor,2023K3,56646
1120 delvis varaktiga varor,2023K4,61091
1120 delvis varaktiga varor,2024K1,46916
1120 delvis varaktiga varor,2024K2,58864
1120 delvis varaktiga varor,2024K3,55286
1120 delvis varaktiga varor,2024K4,60787
1120 delvis varaktiga varor,2025K1,48895
1120 delvis varaktiga varor,2025K2,61510
1120 delvis varaktiga varor,2025K3,59921
1120 delvis varaktiga varor,2025K4,65429
1120 delvis varaktiga varor,2026K1,52009
1120 delvis varaktiga varor,2026K2,65820
1130 icke varaktiga varor,1981K1,129999
1130 icke varaktiga varor,1981K2,130169
1130 icke varaktiga varor,1981K3,118919
1130 icke varaktiga varor,1981K4,136840
1130 icke varaktiga varor,1982K1,131849
1130 icke varaktiga varor,1982K2,128699
1130 icke varaktiga varor,1982K3,120451
1130 icke varaktiga varor,1982K4,139642
1130 icke varaktiga varor,1983K1,129639
1130 icke varaktiga varor,1983K2,125379
1130 icke varaktiga varor,1983K3,120858
1130 icke varaktiga varor,1983K4,136759
1130 icke varaktiga varor,1984K1,131742
1130 icke varaktiga varor,1984K2,128735
1130 icke varaktiga varor,1984K3,121091
1130 icke varaktiga varor,1984K4,135737
1130 icke varaktiga varor,1985K1,136688
1130 icke varaktiga varor,1985K2,131006
1130 icke varaktiga varor,1985K3,122165
1130 icke varaktiga varor,1985K4,139611
1130 icke varaktiga varor,1986K1,136492
1130 icke varaktiga varor,1986K2,133357
1130 icke varaktiga varor,1986K3,126565
1130 icke varaktiga varor,1986K4,143441
1130 icke varaktiga varor,1987K1,138610
1130 icke varaktiga varor,1987K2,137529
1130 icke varaktiga varor,1987K3,126131
1130 icke varaktiga varor,1987K4,143159
1130 icke varaktiga varor,1988K1,142318
1130 icke varaktiga varor,1988K2,136145
1130 icke varaktiga varor,1988K3,126464
1130 icke varaktiga varor,1988K4,144210
1130 icke varaktiga varor,1989K1,139573
1130 icke varaktiga varor,1989K2,140116
1130 icke varaktiga varor,1989K3,127827
1130 icke varaktiga varor,1989K4,145494
1130 icke varaktiga varor,1990K1,141964
1130 icke varaktiga varor,1990K2,141935
1130 icke varaktiga varor,1990K3,129101
1130 icke varaktiga varor,1990K4,143712
1130 icke varaktiga varor,1991K1,144287
1130 icke varaktiga varor,1991K2,141626
1130 icke varaktiga varor,1991K3,130915
1130 icke varaktiga varor,1991K4,147718
1130 icke varaktiga varor,1992K1,143674
1130 icke varaktiga varor,1992K2,142189
1130 icke varaktiga varor,1992K3,129446
1130 icke varaktiga varor,1992K4,148585
1130 icke varaktiga varor,1993K1,136354
1130 icke varaktiga varor,1993K2,142758
1130 icke varaktiga varor,1993K3,140345
1130 icke varaktiga varor,1993K4,163339
1130 icke varaktiga varor,1994K1,145071
1130 icke varaktiga varor,1994K2,142870
1130 icke varaktiga varor,1994K3,143429
1130 icke varaktiga varor,1994K4,160564
1130 icke varaktiga varor,1995K1,143437
1130 icke varaktiga varor,1995K2,145185
1130 icke varaktiga varor,1995K3,142517
1130 icke varaktiga varor,1995K4,162351
1130 icke varaktiga varor,1996K1,149591
1130 icke varaktiga varor,1996K2,144904
1130 icke varaktiga varor,1996K3,142894
1130 icke varaktiga varor,1996K4,162407
1130 icke varaktiga varor,1997K1,147295
1130 icke varaktiga varor,1997K2,147197
1130 icke varaktiga varor,1997K3,140156
1130 icke varaktiga varor,1997K4,162182
1130 icke varaktiga varor,1998K1,144773
1130 icke varaktiga varor,1998K2,146106
1130 icke varaktiga varor,1998K3,140916
1130 icke varaktiga varor,1998K4,165145
1130 icke varaktiga varor,1999K1,150274
1130 icke varaktiga varor,1999K2,146086
1130 icke varaktiga varor,1999K3,145203
1130 icke varaktiga varor,1999K4,170786
1130 icke varaktiga varor,2000K1,153239
1130 icke varaktiga varor,2000K2,153331
1130 icke varaktiga varor,2000K3,149635
1130 icke varaktiga varor,2000K4,167218
1130 icke varaktiga varor,2001K1,156588
1130 icke varaktiga varor,2001K2,156851
1130 icke varaktiga varor,2001K3,153613
1130 icke varaktiga varor,2001K4,174989
1130 icke varaktiga varor,2002K1,160395
1130 icke varaktiga varor,2002K2,159297
1130 icke varaktiga varor,2002K3,158776
1130 icke varaktiga varor,2002K4,181746
1130 icke varaktiga varor,2003K1,162918
1130 icke varaktiga varor,2003K2,163527
1130 icke varaktiga varor,2003K3,159832
1130 icke varaktiga varor,2003K4,181283
1130 icke varaktiga varor,2004K1,163628
1130 icke varaktiga varor,2004K2,162372
1130 icke varaktiga varor,2004K3,160953
1130 icke varaktiga varor,2004K4,184172
1130 icke varaktiga varor,2005K1,164829
1130 icke varaktiga varor,2005K2,164319
1130 icke varaktiga varor,2005K3,163883
1130 icke varaktiga varor,2005K4,186984
1130 icke varaktiga varor,2006K1,168727
1130 icke varaktiga varor,2006K2,170866
1130 icke varaktiga varor,2006K3,167066
1130 icke varaktiga varor,2006K4,188945
1130 icke varaktiga varor,2007K1,171966
1130 icke varaktiga varor,2007K2,176388
1130 icke varaktiga varor,2007K3,172123
1130 icke varaktiga varor,2007K4,195480
1130 icke varaktiga varor,2008K1,173370
1130 icke varaktiga varor,2008K2,175070
1130 icke varaktiga varor,2008K3,166835
1130 icke varaktiga varor,2008K4,188600
1130 icke varaktiga varor,2009K1,174826
1130 icke varaktiga varor,2009K2,181529
1130 icke varaktiga varor,2009K3,173350
1130 icke varaktiga varor,2009K4,195881
1130 icke varaktiga varor,2010K1,183565
1130 icke varaktiga varor,2010K2,180725
1130 icke varaktiga varor,2010K3,173634
1130 icke varaktiga varor,2010K4,198740
1130 icke varaktiga varor,2011K1,178053
1130 icke varaktiga varor,2011K2,179955
1130 icke varaktiga varor,2011K3,169991
1130 icke varaktiga varor,2011K4,191382
1130 icke varaktiga varor,2012K1,178629
1130 icke varaktiga varor,2012K2,183188
1130 icke varaktiga varor,2012K3,172807
1130 icke varaktiga varor,2012K4,198791
1130 icke varaktiga varor,2013K1,182533
1130 icke varaktiga varor,2013K2,181720
1130 icke varaktiga varor,2013K3,173655
1130 icke varaktiga varor,2013K4,196508
1130 icke varaktiga varor,2014K1,176227
1130 icke varaktiga varor,2014K2,186324
1130 icke varaktiga varor,2014K3,176269
1130 icke varaktiga varor,2014K4,202138
1130 icke varaktiga varor,2015K1,183568
1130 icke varaktiga varor,2015K2,190318
1130 icke varaktiga varor,2015K3,179042
1130 icke varaktiga varor,2015K4,205568
1130 icke varaktiga varor,2016K1,190896
1130 icke varaktiga varor,2016K2,192215
1130 icke varaktiga varor,2016K3,180546
1130 icke varaktiga varor,2016K4,209437
1130 icke varaktiga varor,2017K1,193602
1130 icke varaktiga varor,2017K2,197125
1130 icke varaktiga varor,2017K3,181651
1130 icke varaktiga varor,2017K4,210514
1130 icke varaktiga varor,2018K1,199230
1130 icke varaktiga varor,2018K2,198537
1130 icke varaktiga varor,2018K3,187109
1130 icke varaktiga varor,2018K4,217429
1130 icke varaktiga varor,2019K1,193907
1130 icke varaktiga varor,2019K2,199829
1130 icke varaktiga varor,2019K3,187775
1130 icke varaktiga varor,2019K4,214111
1130 icke varaktiga varor,2020K1,199467
1130 icke varaktiga varor,2020K2,203920
1130 icke varaktiga varor,2020K3,190714
1130 icke varaktiga varor,2020K4,219884
1130 icke varaktiga varor,2021K1,209658
1130 icke varaktiga varor,2021K2,215488
1130 icke varaktiga varor,2021K3,199720
1130 icke varaktiga varor,2021K4,235326
1130 icke varaktiga varor,2022K1,208963
1130 icke varaktiga varor,2022K2,216623
1130 icke varaktiga varor,2022K3,195599
1130 icke varaktiga varor,2022K4,217689
1130 icke varaktiga varor,2023K1,197867
1130 icke varaktiga varor,2023K2,206497
1130 icke varaktiga varor,2023K3,190628
1130 icke varaktiga varor,2023K4,223947
1130 icke varaktiga varor,2024K1,206683
1130 icke varaktiga varor,2024K2,208776
1130 icke varaktiga varor,2024K3,195656
1130 icke varaktiga varor,2024K4,221372
1130 icke varaktiga varor,2025K1,204208
1130 icke varaktiga varor,2025K2,211177
1130 icke varaktiga varor,2025K3,197316
1130 icke varaktiga varor,2025K4,225449
1130 icke varaktiga varor,2026K1,213645
1130 icke varaktiga varor,2026K2,220391
1131 livsmedel,1981K1,45507
1131 livsmedel,1981K2,48782
1131 livsmedel,1981K3,45218
1131 livsmedel,1981K4,46654
1131 livsmedel,1982K1,45849
1131 livsmedel,1982K2,48563
1131 livsmedel,1982K3,46130
1131 livsmedel,1982K4,48032
1131 livsmedel,1983K1,46979
1131 livsmedel,1983K2,46885
1131 livsmedel,1983K3,46202
1131 livsmedel,1983K4,46389
1131 livsmedel,1984K1,46864
1131 livsmedel,1984K2,48418
1131 livsmedel,1984K3,46041
1131 livsmedel,1984K4,47514
1131 livsmedel,1985K1,46597
1131 livsmedel,1985K2,48813
1131 livsmedel,1985K3,45477
1131 livsmedel,1985K4,47717
1131 livsmedel,1986K1,46903
1131 livsmedel,1986K2,49219
1131 livsmedel,1986K3,46504
1131 livsmedel,1986K4,48471
1131 livsmedel,1987K1,47377
1131 livsmedel,1987K2,50993
1131 livsmedel,1987K3,46674
1131 livsmedel,1987K4,48494
1131 livsmedel,1988K1,49174
1131 livsmedel,1988K2,49967
1131 livsmedel,1988K3,47899
1131 livsmedel,1988K4,49225
1131 livsmedel,1989K1,48676
1131 livsmedel,1989K2,51319
1131 livsmedel,1989K3,47953
1131 livsmedel,1989K4,49302
1131 livsmedel,1990K1,48943
1131 livsmedel,1990K2,53311
1131 livsmedel,1990K3,48187
1131 livsmedel,1990K4,49688
1131 livsmedel,1991K1,49898
1131 livsmedel,1991K2,52024
1131 livsmedel,1991K3,48739
1131 livsmedel,1991K4,50194
1131 livsmedel,1992K1,49966
1131 livsmedel,1992K2,53987
1131 livsmedel,1992K3,49703
1131 livsmedel,1992K4,51742
1131 livsmedel,1993K1,50223
1131 livsmedel,1993K2,55022
1131 livsmedel,1993K3,54171
1131 livsmedel,1993K4,57404
1131 livsmedel,1994K1,53850
1131 livsmedel,1994K2,55199
1131 livsmedel,1994K3,55759
1131 livsmedel,1994K4,58010
1131 livsmedel,1995K1,53102
1131 livsmedel,1995K2,56029
1131 livsmedel,1995K3,56554
1131 livsmedel,1995K4,58316
1131 livsmedel,1996K1,54853
1131 livsmedel,1996K2,57324
1131 livsmedel,1996K3,57528
1131 livsmedel,1996K4,60157
1131 livsmedel,1997K1,56383
1131 livsmedel,1997K2,58474
1131 livsmedel,1997K3,57981
1131 livsmedel,1997K4,60986
1131 livsmedel,1998K1,56070
1131 livsmedel,1998K2,59559
1131 livsmedel,1998K3,58239
1131 livsmedel,1998K4,61043
1131 livsmedel,1999K1,56708
1131 livsmedel,1999K2,59065
1131 livsmedel,1999K3,59789
1131 livsmedel,1999K4,63537
1131 livsmedel,2000K1,58985
1131 livsmedel,2000K2,62529
1131 livsmedel,2000K3,61940
1131 livsmedel,2000K4,63959
1131 livsmedel,2001K1,60470
1131 livsmedel,2001K2,64581
1131 livsmedel,2001K3,63622
1131 livsmedel,2001K4,65443
1131 livsmedel,2002K1,62357
1131 livsmedel,2002K2,65630
1131 livsmedel,2002K3,66439
1131 livsmedel,2002K4,67677
1131 livsmedel,2003K1,62042
1131 livsmedel,2003K2,68114
1131 livsmedel,2003K3,67307
1131 livsmedel,2003K4,69340
1131 livsmedel,2004K1,62139
1131 livsmedel,2004K2,67611
1131 livsmedel,2004K3,70116
1131 livsmedel,2004K4,72418
1131 livsmedel,2005K1,63803
1131 livsmedel,2005K2,68461
1131 livsmedel,2005K3,72734
1131 livsmedel,2005K4,74595
1131 livsmedel,2006K1,66303
1131 livsmedel,2006K2,73359
1131 livsmedel,2006K3,74859
1131 livsmedel,2006K4,75920
1131 livsmedel,2007K1,68870
1131 livsmedel,2007K2,76861
1131 livsmedel,2007K3,77860
1131 livsmedel,2007K4,77662
1131 livsmedel,2008K1,70952
1131 livsmedel,2008K2,75928
1131 livsmedel,2008K3,74367
1131 livsmedel,2008K4,74802
1131 livsmedel,2009K1,69621
1131 livsmedel,2009K2,79736
1131 livsmedel,2009K3,77505
1131 livsmedel,2009K4,78017
1131 livsmedel,2010K1,71441
1131 livsmedel,2010K2,78391
1131 livsmedel,2010K3,77739
1131 livsmedel,2010K4,77178
1131 livsmedel,2011K1,72277
1131 livsmedel,2011K2,80210
1131 livsmedel,2011K3,77446
1131 livsmedel,2011K4,78298
1131 livsmedel,2012K1,73299
1131 livsmedel,2012K2,81852
1131 livsmedel,2012K3,79739
1131 livsmedel,2012K4,80362
1131 livsmedel,2013K1,74328
1131 livsmedel,2013K2,81140
1131 livsmedel,2013K3,80370
1131 livsmedel,2013K4,81497
1131 livsmedel,2014K1,73544
1131 livsmedel,2014K2,84722
1131 livsmedel,2014K3,82947
1131 livsmedel,2014K4,84073
1131 livsmedel,2015K1,76673
1131 livsmedel,2015K2,86597
1131 livsmedel,2015K3,84458
1131 livsmedel,2015K4,85908
1131 livsmedel,2016K1,79919
1131 livsmedel,2016K2,89110
1131 livsmedel,2016K3,86965
1131 livsmedel,2016K4,88214
1131 livsmedel,2017K1,81329
1131 livsmedel,2017K2,91972
1131 livsmedel,2017K3,88131
1131 livsmedel,2017K4,89550
1131 livsmedel,2018K1,85270
1131 livsmedel,2018K2,93690
1131 livsmedel,2018K3,91455
1131 livsmedel,2018K4,93672
1131 livsmedel,2019K1,84284
1131 livsmedel,2019K2,94898
1131 livsmedel,2019K3,91048
1131 livsmedel,2019K4,91335
1131 livsmedel,2020K1,90444
1131 livsmedel,2020K2,97685
1131 livsmedel,2020K3,93501
1131 livsmedel,2020K4,97689
1131 livsmedel,2021K1,91686
1131 livsmedel,2021K2,101888
1131 livsmedel,2021K3,97018
1131 livsmedel,2021K4,100499
1131 livsmedel,2022K1,91978
1131 livsmedel,2022K2,101713
1131 livsmedel,2022K3,94195
1131 livsmedel,2022K4,92075
1131 livsmedel,2023K1,85229
1131 livsmedel,2023K2,96528
1131 livsmedel,2023K3,92481
1131 livsmedel,2023K4,93364
1131 livsmedel,2024K1,91067
1131 livsmedel,2024K2,98583
1131 livsmedel,2024K3,94648
1131 livsmedel,2024K4,96283
1131 livsmedel,2025K1,88134
1131 livsmedel,2025K2,98974
1131 livsmedel,2025K3,95156
1131 livsmedel,2025K4,97081
1131 livsmedel,2026K1,90331
1131 livsmedel,2026K2,105557
1132 övriga icke varaktiga varor,1981K1,85732
1132 övriga icke varaktiga varor,1981K2,81048
1132 övriga icke varaktiga varor,1981K3,73071
1132 övriga icke varaktiga varor,1981K4,92103
1132 övriga icke varaktiga varor,1982K1,87394
1132 övriga icke varaktiga varor,1982K2,79654
1132 övriga icke varaktiga varor,1982K3,73542
1132 övriga icke varaktiga varor,1982K4,93341
1132 övriga icke varaktiga varor,1983K1,83112
1132 övriga icke varaktiga varor,1983K2,78202
1132 övriga icke varaktiga varor,1983K3,73869
1132 övriga icke varaktiga varor,1983K4,92441
1132 övriga icke varaktiga varor,1984K1,85802
1132 övriga icke varaktiga varor,1984K2,79843
1132 övriga icke varaktiga varor,1984K3,74341
1132 övriga icke varaktiga varor,1984K4,89580
1132 övriga icke varaktiga varor,1985K1,92252
1132 övriga icke varaktiga varor,1985K2,81909
1132 övriga icke varaktiga varor,1985K3,76448
1132 övriga icke varaktiga varor,1985K4,94030
1132 övriga icke varaktiga varor,1986K1,91520
1132 övriga icke varaktiga varor,1986K2,84130
1132 övriga icke varaktiga varor,1986K3,80170
1132 övriga icke varaktiga varor,1986K4,97458
1132 övriga icke varaktiga varor,1987K1,93554
1132 övriga icke varaktiga varor,1987K2,86097
1132 övriga icke varaktiga varor,1987K3,79118
1132 övriga icke varaktiga varor,1987K4,97367
1132 övriga icke varaktiga varor,1988K1,95153
1132 övriga icke varaktiga varor,1988K2,86110
1132 övriga icke varaktiga varor,1988K3,77491
1132 övriga icke varaktiga varor,1988K4,97433
1132 övriga icke varaktiga varor,1989K1,92561
1132 övriga icke varaktiga varor,1989K2,88800
1132 övriga icke varaktiga varor,1989K3,79107
1132 övriga icke varaktiga varor,1989K4,98902
1132 övriga icke varaktiga varor,1990K1,95062
1132 övriga icke varaktiga varor,1990K2,87783
1132 övriga icke varaktiga varor,1990K3,80349
1132 övriga icke varaktiga varor,1990K4,95996
1132 övriga icke varaktiga varor,1991K1,96047
1132 övriga icke varaktiga varor,1991K2,89712
1132 övriga icke varaktiga varor,1991K3,81954
1132 övriga icke varaktiga varor,1991K4,99664
1132 övriga icke varaktiga varor,1992K1,95165
1132 övriga icke varaktiga varor,1992K2,87595
1132 övriga icke varaktiga varor,1992K3,78940
1132 övriga icke varaktiga varor,1992K4,98321
1132 övriga icke varaktiga varor,1993K1,86213
1132 övriga icke varaktiga varor,1993K2,87265
1132 övriga icke varaktiga varor,1993K3,85692
1132 övriga icke varaktiga varor,1993K4,106662
1132 övriga icke varaktiga varor,1994K1,91213
1132 övriga icke varaktiga varor,1994K2,87169
1132 övriga icke varaktiga varor,1994K3,87087
1132 övriga icke varaktiga varor,1994K4,102907
1132 övriga icke varaktiga varor,1995K1,90357
1132 övriga icke varaktiga varor,1995K2,88663
1132 övriga icke varaktiga varor,1995K3,85127
1132 övriga icke varaktiga varor,1995K4,104465
1132 övriga icke varaktiga varor,1996K1,94852
1132 övriga icke varaktiga varor,1996K2,86818
1132 övriga icke varaktiga varor,1996K3,84406
1132 övriga icke varaktiga varor,1996K4,102247
1132 övriga icke varaktiga varor,1997K1,90522
1132 övriga icke varaktiga varor,1997K2,88146
1132 övriga icke varaktiga varor,1997K3,81421
1132 övriga icke varaktiga varor,1997K4,100864
1132 övriga icke varaktiga varor,1998K1,88241
1132 övriga icke varaktiga varor,1998K2,85917
1132 övriga icke varaktiga varor,1998K3,82024
1132 övriga icke varaktiga varor,1998K4,103736
1132 övriga icke varaktiga varor,1999K1,93174
1132 övriga icke varaktiga varor,1999K2,86413
1132 övriga icke varaktiga varor,1999K3,84747
1132 övriga icke varaktiga varor,1999K4,106859
1132 övriga icke varaktiga varor,2000K1,93793
1132 övriga icke varaktiga varor,2000K2,90117
1132 övriga icke varaktiga varor,2000K3,86968
1132 övriga icke varaktiga varor,2000K4,102784
1132 övriga icke varaktiga varor,2001K1,95574
1132 övriga icke varaktiga varor,2001K2,91617
1132 övriga icke varaktiga varor,2001K3,89341
1132 övriga icke varaktiga varor,2001K4,108993
1132 övriga icke varaktiga varor,2002K1,97458
1132 övriga icke varaktiga varor,2002K2,93030
1132 övriga icke varaktiga varor,2002K3,91684
1132 övriga icke varaktiga varor,2002K4,113458
1132 övriga icke varaktiga varor,2003K1,100356
1132 övriga icke varaktiga varor,2003K2,94687
1132 övriga icke varaktiga varor,2003K3,91789
1132 övriga icke varaktiga varor,2003K4,111354
1132 övriga icke varaktiga varor,2004K1,100830
1132 övriga icke varaktiga varor,2004K2,94160
1132 övriga icke varaktiga varor,2004K3,90267
1132 övriga icke varaktiga varor,2004K4,111034
1132 övriga icke varaktiga varor,2005K1,100301
1132 övriga icke varaktiga varor,2005K2,95292
1132 övriga icke varaktiga varor,2005K3,90729
1132 övriga icke varaktiga varor,2005K4,111636
1132 övriga icke varaktiga varor,2006K1,101626
1132 övriga icke varaktiga varor,2006K2,97077
1132 övriga icke varaktiga varor,2006K3,91977
1132 övriga icke varaktiga varor,2006K4,112232
1132 övriga icke varaktiga varor,2007K1,102286
1132 övriga icke varaktiga varor,2007K2,99234
1132 övriga icke varaktiga varor,2007K3,94224
1132 övriga icke varaktiga varor,2007K4,116843
1132 övriga icke varaktiga varor,2008K1,101749
1132 övriga icke varaktiga varor,2008K2,98801
1132 övriga icke varaktiga varor,2008K3,92300
1132 övriga icke varaktiga varor,2008K4,112885
1132 övriga icke varaktiga varor,2009K1,104370
1132 övriga icke varaktiga varor,2009K2,101527
1132 övriga icke varaktiga varor,2009K3,95702
1132 övriga icke varaktiga varor,2009K4,116928
1132 övriga icke varaktiga varor,2010K1,111195
1132 övriga icke varaktiga varor,2010K2,101953
1132 övriga icke varaktiga varor,2010K3,95690
1132 övriga icke varaktiga varor,2010K4,120547
1132 övriga icke varaktiga varor,2011K1,105039
1132 övriga icke varaktiga varor,2011K2,99648
1132 övriga icke varaktiga varor,2011K3,92606
1132 övriga icke varaktiga varor,2011K4,112348
1132 övriga icke varaktiga varor,2012K1,104597
1132 övriga icke varaktiga varor,2012K2,101324
1132 övriga icke varaktiga varor,2012K3,93335
1132 övriga icke varaktiga varor,2012K4,117480
1132 övriga icke varaktiga varor,2013K1,107406
1132 övriga icke varaktiga varor,2013K2,100553
1132 övriga icke varaktiga varor,2013K3,93563
1132 övriga icke varaktiga varor,2013K4,114307
1132 övriga icke varaktiga varor,2014K1,102138
1132 övriga icke varaktiga varor,2014K2,101679
1132 övriga icke varaktiga varor,2014K3,93658
1132 övriga icke varaktiga varor,2014K4,117415
1132 övriga icke varaktiga varor,2015K1,106364
1132 övriga icke varaktiga varor,2015K2,103784
1132 övriga icke varaktiga varor,2015K3,94901
1132 övriga icke varaktiga varor,2015K4,119067
1132 övriga icke varaktiga varor,2016K1,110524
1132 övriga icke varaktiga varor,2016K2,103217
1132 övriga icke varaktiga varor,2016K3,93901
1132 övriga icke varaktiga varor,2016K4,120760
1132 övriga icke varaktiga varor,2017K1,111835
1132 övriga icke varaktiga varor,2017K2,105303
1132 övriga icke varaktiga varor,2017K3,93879
1132 övriga icke varaktiga varor,2017K4,120560
1132 övriga icke varaktiga varor,2018K1,113572
1132 övriga icke varaktiga varor,2018K2,105114
1132 övriga icke varaktiga varor,2018K3,96141
1132 övriga icke varaktiga varor,2018K4,123380
1132 övriga icke varaktiga varor,2019K1,109257
1132 övriga icke varaktiga varor,2019K2,105341
1132 övriga icke varaktiga varor,2019K3,97295
1132 övriga icke varaktiga varor,2019K4,122203
1132 övriga icke varaktiga varor,2020K1,109013
1132 övriga icke varaktiga varor,2020K2,106705
1132 övriga icke varaktiga varor,2020K3,97848
1132 övriga icke varaktiga varor,2020K4,122003
1132 övriga icke varaktiga varor,2021K1,117902
1132 övriga icke varaktiga varor,2021K2,113914
1132 övriga icke varaktiga varor,2021K3,103122
1132 övriga icke varaktiga varor,2021K4,134624
1132 övriga icke varaktiga varor,2022K1,116744
1132 övriga icke varaktiga varor,2022K2,115401
1132 övriga icke varaktiga varor,2022K3,102121
1132 övriga icke varaktiga varor,2022K4,124929
1132 övriga icke varaktiga varor,2023K1,112083
1132 övriga icke varaktiga varor,2023K2,110462
1132 övriga icke varaktiga varor,2023K3,99079
