country,iso_code,19954,19961,19962,19963,19964,19971,19972,19973,19974,19981,19982,19983,19984,19991,19992,19993,19994,20001,20002,20003,20004,20011,20012,20013,20014,20021,20022,20023,20024,20031,20032,20033,20034,20041,20042,20043,20044,20051,20052,20053,20054,20061,20062,20063,20064,20071,20072,20073,20074,20081,20082,20083,20084,20091,20092,20093,20094,20101,20102,20103,20104,20111,20112,20113,20114,20121,20122,20123,20124,20131,20132,20133,20134,20141,20142,20143,20144,20151,20152,20153,20154,20161,20162,20163,20164,20171,20172,20173,20174,20181,20182,20183,20184,20191,20192,20193,20194,20201,20202,20203,20204,20211,20212,20213,20214,20221,20222,20223,20224,20231,20232,20233,20234,20241,20242,20243,20244
Italien,ITA,67.73112,68.4699066666666,69.22403,69.40147,69.73417,70.1777733333333,70.5326566666666,70.6657366666666,71.1093366666666,71.5972966666666,71.97436,72.10744,72.32924,72.5954066666666,73.01682,73.3495266666666,73.8374866666666,74.30327,74.83559,75.27919,75.8115133333333,76.4547333333333,77.12014,77.3863,77.63028,78.2956833333333,78.8723666666666,79.24943,79.78175,80.42497,81.0016533333333,81.4230733333333,81.8001333333333,82.2659166666666,82.88696,83.24184,83.41928,83.8407033333333,84.41738,84.92753,85.2158633333333,85.63729,86.3026933333333,86.76847,86.76847,87.1233566666666,87.67786,88.188,88.80904,89.7849633333333,90.80525,91.69245,91.29321,91.11577,91.58155,91.8033533333333,91.89207,92.2913133333333,92.86799,93.28942,93.5334,94.44961,95.3488366666666,95.9069766666666,96.6201566666666,97.51938,98.4806166666666,98.94574,99.0077533333333,99.3798433333333,99.6279066666666,100.062023333333,99.6899233333333,99.8759666666666,100.062,99.9999866666666,99.7829433333333,99.62791,100.124033333333,100.186033333333,99.9379733333333,99.5333333333333,99.7333333333333,100.166666666666,100.066666666666,100.866666666666,101.233333333333,101.3,101,101.6,102.166666666666,102.8,102.433333333333,102.566666666666,103.033333333333,103.166666666666,102.733333333333,102.866666666666,102.9,102.666666666666,102.5,103.466666666666,104.133333333333,104.9,106.133333333333,109.333333333333,111.333333333333,113.7,118.6,119.066666666666,119.566666666666,120.033333333333,119.766666666666,120.166666666666,120.533333333333,121.266666666666,121.166666666666
Japan,JPN,97.53118,97.25969,97.97234,97.80267,98.07415,97.8366,99.90668,99.87274,100.1442,99.737,100.246,99.66913,100.6872,99.63519,99.97455,99.66913,99.66913,99.02435,99.2619,99.02435,98.8886,98.61712,98.54925,98.3117,97.97234,97.25969,97.70086,97.53118,97.42937,97.02214,97.46331,97.29362,97.12395,96.8864,97.15788,97.19182,97.63299,96.92033,97.05608,96.8864,96.8864,96.78459,97.22575,97.49725,97.22575,96.68279,97.15788,97.3615,97.70086,97.63299,98.44744,99.46552,98.71893,97.53118,97.53118,97.22575,96.71672,96.68279,96.75066,96.24162,96.44524,96.17375,96.37737,96.37737,96.13982,96.47917,96.54704,95.97014,95.90227,95.8344,96.27556,96.81853,97.25969,97.29362,99.70306,100.0764,99.77094,99.53339,100.28,100.1782,100.0085,99.56732,99.90668,99.70306,100.3139,99.90668,100.3139,100.3139,100.8908,101.1962,100.9926,101.4338,101.7731,101.5017,101.7392,101.7731,102.2822,102.1804,101.8749,101.8071,101.332,101.6374,101.1284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sydkorea,KOR,55.40989,56.45107,57.38296,57.9856,58.22314,59.09986,59.7025,60.28721,61.16463,64.38022,64.58121,64.52605,64.81841,64.83668,64.96423,64.94631,65.65858,66.08447,65.99522,66.88283,67.32629,68.52524,69.3236,69.72278,69.54603,70.25549,71.18738,71.47658,71.85291,73.11828,73.53995,73.74024,74.38329,75.49298,76.04783,76.93474,76.89082,77.9471,78.3129,78.73176,78.78376,79.56877,80.06599,80.71888,80.45779,81.16339,82.02641,82.57598,83.17686,84.24895,86.00065,87.15145,86.91602,87.54396,88.37921,88.87714,89.00786,90.15656,90.73283,91.4314,91.8868,93.61706,94.34585,95.37788,95.52969,96.43732,96.63727,96.91347,97.16857,97.93918,97.81197,98.23716,98.20658,99.0443,99.38445,99.59388,99.17186,99.73409,99.94421,100.2376,100.0841,100.5911,100.784,100.9741,101.5374,102.8042,102.7209,103.2139,103.0006,103.9107,104.254,104.8106,104.8409,104.4744,104.934,104.8574,105.1508,105.4843,104.9431,105.6143,105.6283,106.9847,107.554,108.2919,109.3742,111.1698,113.3379,114.6169,115.0772,116.2825,117.0345,118.2152,119.0093,119.7894,120.1584,120.6398,120.8787
Belgien-Luxemburg,BEL_LUX,68.20471,68.40177,68.66757,68.79588,69.09605,69.34352,69.41226,69.78805,70.17757,70.22569,70.23257,70.44796,70.48692,70.16383,71.10329,71.08496,71.92589,72.19627,73.12427,73.45422,74.46014,74.27912,75.31711,75.47292,75.97702,75.92661,76.76067,76.95084,77.652,77.80553,78.27296,78.41273,79.09785,79.34303,80.10835,80.16105,80.95615,81.09,81.98666,82.34666,83.12,83.47667,84.51334,84.57,84.74333,85.26,86.21333,86.21,87.42,88.07333,89.59333,89.90667,89.27,88.65667,89.50333,89.77666,90.22,90.40334,91.48,91.89333,92.52333,93.55666,94.78667,94.80666,95.64333,96.24333,97.20333,97.32667,98.10667,98.28667,98.96333,98.98,99.39333,99.34333,99.84333,99.61,99.31333,99.33667,100.3733,100.1667,100.1233,99.58334,100.3933,100.3333,100.8533,101.3133,102.11,102.22,102.4633,102.4133,103.42,103.9533,104.5567,104.5033,105.5,105.5967,105.9667,106.0567,106.0467,106.3767,106.5433,107.3867,108.4567,109.0133,110.9067,113.2133,116.1133,116.4267,117.62,118.0133,120.1733,121.1,121.4233,121.8433,123.0567,123.1167,122.5533
Mexiko,MEX,21.8715133333333,23.8679466666666,25.5370633333333,26.7116166666666,28.0258633333333,29.9537933333333,30.97435,31.8421066666666,32.8522833333333,34.5359,35.65998,36.81363,38.6226766666666,40.9593633333333,42.0341566666666,42.8792833333333,43.91338,45.2802966666666,46.0451066666666,46.74844,47.8277,48.6565666666666,49.2112133333333,49.54609,50.3253966666666,50.96539,51.5604133333333,52.14724,53.0139466666666,53.7374966666666,54.0036033333333,54.2690233333333,55.1201866666666,56.06011,56.3187933333333,56.86845,58.0629133333333,58.52657,58.8588133333333,59.1276866666666,59.86246,60.6908333333333,60.6984333333333,61.2218366666666,62.3436,63.1792233333333,63.1106633333333,63.66257,64.71923,65.63843,66.2136433333333,67.1514966666666,68.7199966666666,69.6918666666666,70.1615666666666,70.6007066666666,71.4516966666666,73.00448,72.9402433333333,73.1920166666666,74.4871533333333,75.5326333333333,75.34407,75.65759,77.0944766666666,78.46425,78.2561566666666,79.1278533333333,80.2642366666666,81.3570533333333,81.7431933333333,81.84962,83.1951066666666,84.7391633333333,84.6748133333333,85.2437533333333,86.67413,87.33873,87.16144,87.4727033333333,88.6454,89.6913866666666,89.39164,89.9079966666666,91.5206733333333,94.15705,94.84269,95.7366733333333,97.5554433333333,99.1528433333333,99.17513,100.439366666666,102.254333333333,103.221,103.354333333333,103.766333333333,105.261,106.724666666666,106.22,107.808333333333,108.967,110.980333333333,112.542333333333,114.060666666666,116.584333333333,119.047333333333,121.291666666666,123.774,125.917,127.923666666666,128.220333333333,129.499,131.475666666666,133.767,134.339,136.032,137.400333333333
Nederländerna,NLD,67.98883,68.41333,68.92,68.98666,69.45,69.72,70.19334,70.58667,71.08667,71.173330000000007,71.73333,71.85333,72.34333,72.7,73.32,73.44,73.83667,74.07,74.91333,75.27333,75.96333,76.99667,78.20333,78.49333,79.00333,79.90334,80.82333,81.01334,81.23666,81.84333,82.44334,82.68333,82.76334,82.83667,83.62334,83.62,83.82,84.18667,84.90334,85.08667,85.36,85.12334,86.02,86.09,86.04333,86.46333,87.56,87.2,87.59333,88.31333,89.58,89.96333,89.63333,90.04,91.02333,90.21667,90.46333,90.83667,91.90667,91.62334,91.99,92.53,93.85333,94.25333,94.29667,94.82333,95.923330000000007,96.41333,96.98,97.63333,98.56,99.08667,98.49,98.70333,99.53333,99.99667,99.38,98.86333,100.41,100.73,99.99667,99.44,100.4133,100.7367,100.6767,100.96,101.6667,102.1367,102.0467,102.2,103.21,104.21,104.12,104.7967,105.9533,106.99,106.8967,106.4867,107.3433,108.2333,107.9767,108.3533,109.4967,110.5767,113.12,116.42,119.3033,124.1367,125.8467,124.1267,126.0333,127.33,126.86,127.88,129.6733,131.89,131.79
Norge,NOR,67.63333,67.46667,68,68.4,68.83334,69.53333,69.83334,69.96667,70.36667,71.03333,71.4,71.56667,72,72.63333,73.16666,73.03333,73.93333,74.73333,75.3,75.53333,76.23333,77.36667,78.26667,77.46667,77.76667,78.16666,78.63333,78.56667,79.5,81.76667,80.4,80.06667,80.46667,80.6,81.06667,81.03333,81.46667,81.4,82.3,82.46667,82.96667,83.23333,84.26667,84.3,85,84.06667,84.53333,84.43333,86.16666,87.03333,87.26667,88.4,89.23333,89.16666,90,90,90.5,91.8,92.33334,91.66666,92.56667,93.06667,93.66666,93.03333,93.33334,93.83334,94.03333,93.36667,94.46667,95,95.86667,96.16666,96.63333,97,97.66666,98.23333,98.6,98.9,99.83334,100.2,101.0667,102.0333,103.3,104.2,104.6667,104.6667,105.4667,105.7667,106.0667,106.7667,108,109.2333,109.6333,109.9667,110.6333,111.0333,111.4,111.2333,111.9,112.7667,112.8333,114.5333,115.0667,116.7,118.0667,118.9,121.7667,124.5667,125.9,126.7667,129.6667,130.2,131.6,132.3,133.6667,133.8333,134.7333
Nya Zeeland,NZL,66.90597,67.22216,67.72807,68.10749,68.6134,68.42368,68.48692,68.80311,69.18254,69.30901,69.62521,70.00464,69.43549,69.24578,69.37225,69.64974,69.78849,70.27409,70.7597,71.73091,72.56338,72.42464,73.04898,73.46522,73.88145,74.29768,75.06078,75.40764,75.89325,76.17074,76.17074,76.51759,77.07257,77.35006,77.97441,78.46002,79.15374,79.5006,80.19433,81.09617,81.65115,82.13675,83.38545,83.96915,83.80238,84.21931,85.05316,85.47009,86.47071,87.05441,88.47196,89.80613,89.3892,89.63936,90.13967,91.30707,91.1403,91.47384,91.64061,92.64124,94.80926,95.55972,96.47697,96.89389,96.56035,97.06066,97.3942,97.64436,97.47759,97.89452,98.06129,98.97853,99.06191,99.39545,99.64561,99.97916,99.81239,99.64561,100.0625,100.3961,99.89577,100.0625,100.4795,100.813,101.2299,102.2306,102.2306,102.7309,102.8439,103.3551,103.764,104.6841,104.7863,104.8886,105.5019,106.2176,106.7287,107.5465,107.0354,107.751,108.26220000000001,109.1822,110.6135,113.067,114.7027,116.7473,118.6897,121.2454,122.9834,124.5168,125.8458,128.0949,128.7083,129.5261,130.0373,130.8551,131.5707
Polen,POL,41.30828,43.95744,46.16118,47.07549,49.09167,51.64707,53.05371,53.82736,55.53876,58.65681,59.85246,59.78212,60.60266,62.19685,63.55661,64.11926,66.112,68.4564,69.83959,70.91801,72.11366,73.02797,74.38772,74.34083,74.78627,75.63025,75.91158,75.20826,75.4427,75.86469,76.14602,75.74747,76.49767,77.06033,78.60764,79.09996,79.77983,79.94394,80.41282,80.31905,80.74104,80.72175,81.40008,81.67142,81.75282,82.34975,83.38081,83.27229,84.54755,85.79568,86.93529,87.12522,87.58649,88.75322,90.48975,90.62543,90.76109,91.60223,92.47049,92.47049,93.39303,95.2381,96.62189,96.24203,97.5173,99.09103,100.2849,99.76936,100.2035,100.4206,100.8818,100.9904,101.0175,101.1803,101.2074,100.7462,100.3934,99.9593,100.4477,99.98643,99.60657,98.95537,99.41663,99.11816,99.85077,100.9632,101.2888,101.0989,102.2385,102.6998,103.2424,103.2153,103.7851,103.9208,105.6844,105.9829,106.5527,108.6691,109.049,109.1846,109.4831,111.708,113.7973,114.9369,118.003,122.48,129.6703,133.7675,138.6786,144.2952,147.0085,146.493,147.2799,148.6908,150.8344,153.2764,154.416
Portugal,PRT,64.89462,65.50069,66.46768,66.75662,66.87305,67.44728,67.86725,68.10643,68.38376,68.71516,69.6377,69.96677,70.47797,70.64184,71.3942,71.39984,71.88583,71.92961,73.18156,73.80123,74.54961,75.37728,76.54597,76.87006,77.49272,77.9117,79.15601,79.65958,80.5861,80.98384,81.94553,81.93359,82.66472,82.75793,83.97538,83.90704,84.63453,84.51909,85.51958,86.02779,86.84319,87.21307,88.69788,88.62292,89.03227,89.32021,90.95132,90.55026,91.42072,91.93723,93.56204,93.31722,92.80271,91.92694,92.52969,91.90538,92.15219,92.19896,93.44162,93.69407,94.34824,95.639,96.95663,96.69656,98.04138,98.9082,99.67548,99.50962,99.98234,99.10789,100.2962,99.84998,99.914,98.97786,99.9621,99.31522,99.80254,98.88364,100.68,100.0769,100.3595,99.42171,101.1344,100.732,101.1414,100.8309,102.596,101.8831,102.6272,101.6028,103.6058,103.3063,103.4761,102.3688,104.1508,103.1298,103.7349,102.7855,103.8669,103.1261,103.5544,103.2094,104.6637,104.6664,106.0248,107.639,113.0137,114.1867,116.5098,116.2593,117.9362,118.1299,118.4826,118.8402,121.1056,120.673,121.5647
Ryssland,RUS,7.89814066666666,8.75903233333333,9.330681,9.517785,9.81382666666666,10.3546466666666,10.7123333333333,10.9036366666666,10.9745933333333,11.3248433333333,11.4911133333333,13.35014,18.6687866666666,22.9451766666666,24.9154566666666,26.4626566666666,27.5305833333333,28.7819766666666,29.85642,31.4209666666666,32.9788533333333,35.1701033333333,37.1443733333333,38.0106633333333,39.1380033333333,41.4235666666666,42.9194966666666,43.7066066666666,45.0118066666666,47.4840066666666,48.9511966666666,49.61235,50.65982,52.5627666666666,53.9265833333333,55.07138,56.5653533333333,59.44762,61.3493033333333,62.05146,62.9476566666666,65.8872633333333,67.11773,67.90755,68.6486666666666,70.9751233333333,72.453833333333293,73.9373666666666,76.47507,80.1017933333333,83.2195033333333,84.9865366666666,86.9968366666666,91.0980433333333,93.5659666666666,94.70041,94.99429,97.6698966666666,99.1011466666666,100.52903,102.69993333333299,106.9447,108.5553,108.6953,109.566566666666,111.0783,112.712166666666,115.2588,116.7249,118.9912,120.789133333333,122.587233333333,124.188266666666,126.593666666666,129.938466666666,132,136.088966666666,147.110566666666,150.5021,152.719633333333,155.785566666666,159.388833333333,161.5493,163.135966666666,164.7293,166.7511,168.3242,168.6395,168.986166666666,170.5112,172.3256,173.677233333333,175.549266666666,179.3232,180.923033333333,181.151166666666,181.603666666666,183.676166666666,186.553866666666,187.555733333333,189.664733333333,193.867433333333,197.777033333333,200.415366666666,205.428433333333,216.259166666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakien,SVK,41.61333,42.12827,42.51796,43.04683,43.84013,44.66126,45.20404,45.66332,46.54012,47.94579,48.51641,48.46074,49.28187,51.24424,51.89836,55.37774,56.21278,59.20505,60.09577,60.2767,61.0004,63.43597,64.74422,64.95297,65.07823,66.19424,66.5613,66.5613,66.96915,71.2312,71.84298,72.63829,73.35203,77.16544,77.69564,78.04231,77.98114,79.30666,79.65333,79.67372,80.67295,82.7326,83.34438,83.58909,83.95615,85.05736,85.42442,85.64874,86.68876,88.48331,89.25822,89.99236,90.84884,91.07316,90.9712,91.07316,91.25669,91.56258,91.99082,92.052,92.25593,94.601070000000007,95.55952,95.70227,96.41601,98.21056,98.9039,99.18939,99.76039,100.3518,100.5149,100.4741,100.2702,100.2702,100.4537,100.3518,100.2294,99.86235,100.3518,100.0459,99.74,99.33215,99.65842,99.29136,99.63803,100.2498,100.6169,100.8208,101.453,102.595,103.431,103.5738,103.6758,105.0421,106.0413,106.5307,106.6735,107.9378,108.1009,108.1621,108.3049,108.9982,110.5073,112.363,114.2595,119.1048,124.3334,128.0449,131.634,137.0992,139.4851,139.4443,140.0765,141.504,142.4216,143.1761,144.3385
Turkiet,TUR,1.0933060000000001,1.292823,1.507054,1.674293,1.967002,2.287241,2.675989,3.138627,3.857424,4.557868,5.132368,5.721582,6.669959,7.494131,8.401686,9.433602,11.07625,12.65213,13.58152,14.4011,15.76323,17.16016,20.68342,22.83918,26.39583,29.22845,30.41385,31.85097,34.73944,36.98346,38.27925,38.56195,39.67739,40.48839,41.11902,41.6793,43.41386,43.97925,44.65977,44.97573,46.72052,47.53279,48.95012,49.84682,51.31275,52.43715,53.60375,53.40548,55.50204,57.05752,59.14513,59.62738,61.56788,61.83139,62.51447,62.8074,65.08433,67.57616,68.27715,68.07248,69.9196,70.51186,72.29758,72.41016,76.34873,77.90932,79.10663,78.95952,81.51787,83.52489,84.62626,85.5204,87.61185,90.21497,92.58144,93.4193,95.28689,96.95109,99.74352,100.2398,103.0655,105.2875,106.6536,108.2961,110.8634,116.0402,118.9145,119.7268,124.4623,127.9685,134.129,143,152.3022,153.4483,158.2056,162.3424,167.9989,172.0552,176.6397,181.4354,190.6953,198.8846,206.8231,216.3875,239.987,307.8714,360.0169,391.8836,425.6717,475.1565,505.5587,612.1086,692.671,792.7509,870.9429,943.2111,1015.752
USA,USA,64.80548,65.39616,66.04308,66.39468,66.87284,67.32288,67.59009,67.8573,68.12451,68.30733,68.67299,68.9402,69.17928,69.4465,70.12155,70.55753,70.9935,71.69669,72.45612,73.03274,73.42652,74.12971,74.90321,75.00166,74.7907,75.05791,75.8736,76.19707,76.43615,77.20965,77.49093,77.87064,77.88471,78.58789,79.71299,79.99426,80.47243,80.97872,82.06162,83.06014,83.48206,83.9321,85.35252,85.8307,85.09938,85.96669,87.61495,87.8567,88.48156,89.4874,91.45195,92.51559,89.89876,89.45139,90.39984,91.01373,91.19683,91.56291,91.9979,92.08369,92.35526,93.52339,95.15379,95.54251,95.39724,96.15625,96.95197,97.16462,97.19964,97.77344,98.30238,98.67393,98.39857,99.1476,100.3184,100.4334,99.62661,99.08544,100.28,100.5434,100.0911,100.1558,101.33,101.6671,101.8934,102.6991,103.2573,103.6668,104.051,104.9731,106.0575,106.4046,106.3434,106.6998,107.9786,108.2747,108.5053,108.9604,108.372,109.5982,109.8502,111.029,113.6269,115.446,117.1982,119.8744,123.4392,125.0621,125.5212,126.8328,128.3451,129.4571,129.5924,130.9435,132.4507,132.8508,133.1497
