region,quarter,Index
Upper Norrland,2005K2,256
Upper Norrland,2005K3,266
Upper Norrland,2005K4,271
Upper Norrland,2006K1,270
Upper Norrland,2006K2,274
Upper Norrland,2006K3,284
Upper Norrland,2006K4,291
Upper Norrland,2007K1,283
Upper Norrland,2007K2,295
Upper Norrland,2007K3,307
Upper Norrland,2007K4,307
Upper Norrland,2008K1,314
Upper Norrland,2008K2,308
Upper Norrland,2008K3,316
Upper Norrland,2008K4,308
Upper Norrland,2009K1,299
Upper Norrland,2009K2,314
Upper Norrland,2009K3,320
Upper Norrland,2009K4,326
Upper Norrland,2010K1,327
Upper Norrland,2010K2,341
Upper Norrland,2010K3,334
Upper Norrland,2010K4,340
Upper Norrland,2011K1,338
Upper Norrland,2011K2,347
Upper Norrland,2011K3,351
Upper Norrland,2011K4,332
Upper Norrland,2012K1,343
Upper Norrland,2012K2,353
Upper Norrland,2012K3,343
Upper Norrland,2012K4,359
Upper Norrland,2013K1,354
Upper Norrland,2013K2,368
Upper Norrland,2013K3,373
Upper Norrland,2013K4,384
Upper Norrland,2014K1,385
Upper Norrland,2014K2,403
Upper Norrland,2014K3,410
Upper Norrland,2014K4,417
Upper Norrland,2015K1,432
Upper Norrland,2015K2,447
Upper Norrland,2015K3,471
Upper Norrland,2015K4,479
Upper Norrland,2016K1,442
Upper Norrland,2016K2,450
Upper Norrland,2016K3,466
Upper Norrland,2016K4,455
Upper Norrland,2017K1,471
Upper Norrland,2017K2,491
Upper Norrland,2017K3,493
Upper Norrland,2017K4,500
Upper Norrland,2018K1,500
Upper Norrland,2018K2,496
Upper Norrland,2018K3,499
Upper Norrland,2018K4,498
Upper Norrland,2019K1,485
Upper Norrland,2019K2,500
Upper Norrland,2019K3,516
Upper Norrland,2019K4,521
Upper Norrland,2020K1,522
Upper Norrland,2020K2,531
Upper Norrland,2020K3,548
Upper Norrland,2020K4,571
Upper Norrland,2021K1,577
Upper Norrland,2021K2,605
Upper Norrland,2021K3,648
Upper Norrland,2021K4,661
Upper Norrland,2022K1,673
Upper Norrland,2022K2,707
Upper Norrland,2022K3,698
Upper Norrland,2022K4,670
Upper Norrland,2023K1,635
Upper Norrland,2023K2,633
Upper Norrland,2023K3,637
Upper Norrland,2023K4,634
Upper Norrland,2024K1,636
Upper Norrland,2024K2,650
Upper Norrland,2024K3,670
Upper Norrland,2024K4,650
Upper Norrland,2025K1,646
Upper Norrland,2025K2,658
Upper Norrland,2025K3,666
Upper Norrland,2025K4,657
Upper Norrland,2026K1,702
