date,value
1999-08-27,111.84891
1999-08-30,111.86945
1999-08-31,111.85484
1999-09-01,111.33161
1999-09-02,111.10703
1999-09-03,111.37883
1999-09-06,110.92818
1999-09-07,110.47148
1999-09-08,110.23082
1999-09-09,110.73106
1999-09-10,110.71775
1999-09-13,110.98347
1999-09-14,110.80329
1999-09-15,111.31917
1999-09-16,111.35441
1999-09-17,111.54963
1999-09-20,111.11087
1999-09-21,110.73033
1999-09-22,111.13198
1999-09-23,111.31741
1999-09-24,111.24245
1999-09-27,111.44955
1999-09-28,111.34926
1999-09-29,111.33142
1999-09-30,111.76087
1999-10-01,111.73645
1999-10-04,112.12309
1999-10-05,111.52475
1999-10-06,111.35139
1999-10-07,111.59308
1999-10-08,111.46517
1999-10-11,111.50677
1999-10-12,111.20417
1999-10-13,111.3819
1999-10-14,111.55068
1999-10-15,111.74973
1999-10-18,112.504
1999-10-19,112.7579
1999-10-20,112.32362
1999-10-21,112.45133
1999-10-22,112.08163
1999-10-25,111.43866
1999-10-26,111.31738
1999-10-27,111.12539
1999-10-28,110.99993
1999-10-29,111.5256
1999-11-01,111.21105
1999-11-02,111.68642
1999-11-03,111.72818
1999-11-04,111.7235
1999-11-05,112.20112
1999-11-08,111.6019
1999-11-09,111.83159
1999-11-10,111.56154
1999-11-11,111.56561
1999-11-12,111.47696
1999-11-15,111.49293
1999-11-16,111.84597
1999-11-17,111.8522
1999-11-18,111.50041
1999-11-19,111.30328
1999-11-22,111.29206
1999-11-23,111.45429
1999-11-24,111.71995
1999-11-25,111.77754
1999-11-26,111.40849
1999-11-29,111.85459
1999-11-30,112.06523
1999-12-01,111.96873
1999-12-02,112.62586
1999-12-03,112.83492
1999-12-06,112.21061
1999-12-07,112.19007
1999-12-08,111.86575
1999-12-09,111.44623
1999-12-10,111.65291
1999-12-13,112.09697
1999-12-14,112.07224
1999-12-15,112.472
1999-12-16,112.27632
1999-12-17,112.17813
1999-12-20,112.18542
1999-12-21,112.37733
1999-12-22,112.26143
1999-12-23,112.10427
1999-12-27,111.7736
1999-12-28,112.09927
1999-12-29,112.05465
1999-12-30,112.22319
2000-01-03,112.03843
2000-01-04,111.77705
2000-01-05,112.0439
2000-01-07,111.97696
2000-01-10,112.41008
2000-01-11,112.32006
2000-01-12,112.28377
2000-01-13,112.27577
2000-01-14,112.31626
2000-01-17,112.07307
2000-01-18,111.9154
2000-01-19,112.06393
2000-01-20,112.41879
2000-01-21,112.21289
2000-01-24,112.43289
2000-01-25,111.65531
2000-01-26,111.83302
2000-01-27,111.98249
2000-01-28,112.26327
2000-01-31,113.16941
2000-02-01,113.47324
2000-02-02,112.75998
2000-02-03,112.0045
2000-02-04,111.23162
2000-02-07,111.45138
2000-02-08,111.48601
2000-02-09,111.41775
2000-02-10,111.18079
2000-02-11,111.11103
2000-02-14,111.27567
2000-02-15,111.23615
2000-02-16,112.0528
2000-02-17,111.83715
2000-02-18,111.84899
2000-02-21,112.13489
2000-02-22,112.09832
2000-02-23,111.7764
2000-02-24,111.63161
2000-02-25,111.65526
2000-02-28,111.713
2000-02-29,111.17487
2000-03-01,111.26363
2000-03-02,111.25194
2000-03-03,111.96781
2000-03-06,111.78683
2000-03-07,111.69741
2000-03-08,111.5932
2000-03-09,111.90601
2000-03-10,111.52887
2000-03-13,111.29953
2000-03-14,111.20879
2000-03-15,111.15983
2000-03-16,111.38227
2000-03-17,110.96498
2000-03-20,110.77782
2000-03-21,110.80946
2000-03-22,110.81009
2000-03-23,110.61215
2000-03-24,110.76182
2000-03-27,109.90162
2000-03-28,110.33753
2000-03-29,109.32801
2000-03-30,109.99936
2000-03-31,110.21826
2000-04-03,110.03117
2000-04-04,110.401
2000-04-05,110.01955
2000-04-06,110.09102
2000-04-07,109.88406
2000-04-10,109.82808
2000-04-11,109.58437
2000-04-12,109.71036
2000-04-13,110.252
2000-04-14,110.22827
2000-04-17,110.299
2000-04-18,110.34267
2000-04-19,110.01926
2000-04-20,109.8884
2000-04-25,110.2607
2000-04-26,109.97232
2000-04-27,110.16665
2000-04-28,109.62376
2000-05-02,109.56442
2000-05-03,109.42765
2000-05-04,109.71441
2000-05-05,109.882
2000-05-08,110.02814
2000-05-09,109.72266
2000-05-10,109.96691
2000-05-11,110.49863
2000-05-12,110.76615
2000-05-15,110.47407
2000-05-16,110.11856
2000-05-17,110.13975
2000-05-18,110.14929
2000-05-19,109.84079
2000-05-22,110.58794
2000-05-23,111.70318
2000-05-24,111.35029
2000-05-25,111.13619
2000-05-26,111.1554
2000-05-29,111.80182
2000-05-30,111.62181
2000-05-31,110.93359
2000-06-02,110.29563
2000-06-05,109.97485
2000-06-06,110.16493
2000-06-07,109.77628
2000-06-08,109.57187
2000-06-09,109.82256
2000-06-13,109.0631
2000-06-14,108.45666
2000-06-15,107.84874
2000-06-16,108.75793
2000-06-19,109.22272
2000-06-20,108.92213
2000-06-21,108.81062
2000-06-22,109.22929
2000-06-26,110.08027
2000-06-27,110.55493
2000-06-28,111.03072
2000-06-29,110.95994
2000-06-30,110.94194
2000-07-03,110.73271
2000-07-04,110.71722
2000-07-05,110.92914
2000-07-06,111.12874
2000-07-07,111.36123
2000-07-10,111.54658
2000-07-11,111.23602
2000-07-12,110.9763
2000-07-13,110.56103
2000-07-14,110.63802
2000-07-17,110.70454
2000-07-18,111.05344
2000-07-19,112.00017
2000-07-20,111.87343
2000-07-21,111.5588
2000-07-24,111.96266
2000-07-25,111.23129
2000-07-26,111.1832
2000-07-27,111.50151
2000-07-28,112.81358
2000-07-31,112.97
2000-08-01,112.94041
2000-08-02,113.15922
2000-08-03,113.16985
2000-08-04,112.77208
2000-08-07,112.67845
2000-08-08,112.26275
2000-08-09,112.04598
2000-08-10,111.91039
2000-08-11,112.0218
2000-08-14,112.12701
2000-08-15,111.71026
2000-08-16,112.0945
2000-08-17,112.63728
2000-08-18,112.55758
2000-08-21,112.83568
2000-08-22,112.89376
2000-08-23,112.74623
2000-08-24,112.47524
2000-08-25,112.44691
2000-08-28,113.00709
2000-08-29,113.37532
2000-08-30,113.34222
2000-08-31,113.47994
2000-09-01,112.82903
2000-09-04,112.66746
2000-09-05,112.69245
2000-09-06,113.50973
2000-09-07,113.53343
2000-09-08,113.21628
2000-09-11,113.56445
2000-09-12,113.935
2000-09-13,114.10851
2000-09-14,114.05279
2000-09-15,114.01005
2000-09-18,114.13705
2000-09-19,114.25219
2000-09-20,114.36106
2000-09-21,114.24106
2000-09-22,114.62747
2000-09-25,114.45485
2000-09-26,114.49728
2000-09-27,114.64568
2000-09-28,115.11282
2000-09-29,115.15825
2000-10-02,115.0224
2000-10-03,115.3469
2000-10-04,116.12396
2000-10-05,115.74539
2000-10-06,115.51953
2000-10-09,115.91634
2000-10-10,116.30233
2000-10-11,116.69907
2000-10-12,116.46772
2000-10-13,116.27266
2000-10-16,116.02722
2000-10-17,116.19721
2000-10-18,116.12627
2000-10-19,116.37666
2000-10-20,116.3084
2000-10-23,116.54767
2000-10-24,116.3308
2000-10-25,116.40022
2000-10-26,117.10771
2000-10-27,116.95161
2000-10-30,116.3861
2000-10-31,116.23159
2000-11-01,115.56015
2000-11-02,115.82555
2000-11-03,115.77413
2000-11-06,116.16804
2000-11-07,116.6164
2000-11-08,116.56621
2000-11-09,116.60513
2000-11-10,116.4772
2000-11-13,116.81963
2000-11-14,117.40154
2000-11-15,117.12178
2000-11-16,117.33529
2000-11-17,117.64112
2000-11-20,117.8251
2000-11-21,117.89385
2000-11-22,118.71494
2000-11-23,117.96685
2000-11-24,118.28757
2000-11-27,118.31365
2000-11-28,117.99573
2000-11-29,117.94595
2000-11-30,117.57604
2000-12-01,117.50101
2000-12-04,116.39614
2000-12-05,115.53479
2000-12-06,114.93687
2000-12-07,114.87301
2000-12-08,115.6423
2000-12-11,115.2076
2000-12-12,114.49053
2000-12-13,115.00497
2000-12-14,115.16423
2000-12-15,115.01987
2000-12-18,115.4303
2000-12-19,116.18731
2000-12-20,116.1189
2000-12-21,115.88391
2000-12-22,115.87057
2000-12-27,116.7825
2000-12-28,117.063
2000-12-29,116.8468
2001-01-02,116.71326
2001-01-03,117.13216
2001-01-04,117.17132
2001-01-05,116.65322
2001-01-08,116.75797
2001-01-09,116.8243
2001-01-10,117.17414
2001-01-11,116.32454
2001-01-12,115.54403
2001-01-15,115.68855
2001-01-16,116.546
2001-01-17,116.95944
2001-01-18,116.50634
2001-01-19,116.31018
2001-01-22,116.53446
2001-01-23,117.56415
2001-01-24,117.13927
2001-01-25,117.2976
2001-01-26,117.39945
2001-01-29,116.88363
2001-01-30,116.7782
2001-01-31,116.36264
2001-02-01,116.49848
2001-02-02,116.87592
2001-02-05,117.25591
2001-02-06,117.21054
2001-02-07,117.15166
2001-02-08,116.83308
2001-02-09,117.45577
2001-02-12,117.5488
2001-02-13,118.09719
2001-02-14,119.05048
2001-02-15,119.19722
2001-02-16,118.91319
2001-02-19,118.57854
2001-02-20,118.94242
2001-02-21,118.93335
2001-02-22,119.07547
2001-02-23,119.83181
2001-02-26,119.37197
2001-02-27,118.62521
2001-02-28,119.15096
2001-03-01,118.76346
2001-03-02,118.32146
2001-03-05,118.61657
2001-03-06,118.52468
2001-03-07,118.35992
2001-03-08,118.54349
2001-03-09,118.77067
2001-03-12,119.20614
2001-03-13,120.41321
2001-03-14,120.23248
2001-03-15,120.40261
2001-03-16,120.52839
2001-03-19,120.63689
2001-03-20,120.55966
2001-03-21,120.67384
2001-03-22,121.91931
2001-03-23,121.8949
2001-03-26,120.86428
2001-03-27,120.86572
2001-03-28,120.59456
2001-03-29,122.32737
2001-03-30,121.45137
2001-04-02,120.99989
2001-04-03,121.30574
2001-04-04,121.37885
2001-04-05,120.81196
2001-04-06,120.17106
2001-04-09,119.70322
2001-04-10,120.43301
2001-04-11,119.25248
2001-04-12,119.55256
2001-04-17,119.96243
2001-04-18,119.66271
2001-04-19,119.23975
2001-04-20,119.38923
2001-04-23,119.78862
2001-04-24,120.62375
2001-04-25,121.16936
2001-04-26,120.56013
2001-04-27,120.31108
2001-04-30,120.15441
2001-05-02,120.49159
2001-05-03,120.6495
2001-05-04,120.86238
2001-05-07,120.54136
2001-05-08,120.86072
2001-05-09,120.93985
2001-05-10,120.06501
2001-05-11,119.63692
2001-05-14,119.32519
2001-05-15,119.7478
2001-05-16,119.83026
2001-05-17,120.19745
2001-05-18,119.80299
2001-05-21,119.63249
2001-05-22,119.59043
2001-05-23,120.44455
2001-05-25,120.95812
2001-05-28,121.48889
2001-05-29,121.74646
2001-05-30,121.61483
2001-05-31,122.90815
2001-06-01,123.27773
2001-06-05,124.32159
2001-06-06,123.88418
2001-06-07,124.93357
2001-06-08,125.14414
2001-06-11,124.82721
2001-06-12,124.3424
2001-06-13,124.18094
2001-06-14,123.54108
2001-06-15,123.15731
2001-06-18,121.925
2001-06-19,120.97591
2001-06-20,121.83077
2001-06-21,122.30897
2001-06-25,122.57616
2001-06-26,122.4304
2001-06-27,123.47853
2001-06-28,123.43992
2001-06-29,123.46755
2001-07-02,124.11545
2001-07-03,124.42789
2001-07-04,123.65982
2001-07-05,123.87077
2001-07-06,123.99847
2001-07-09,124.42641
2001-07-10,123.95279
2001-07-11,124.38814
2001-07-12,124.07999
2001-07-13,123.54154
2001-07-16,122.65184000000001
2001-07-17,123.03479
2001-07-18,123.04473
2001-07-19,122.59133
2001-07-20,123.08062
2001-07-23,123.76037
2001-07-24,123.85887
2001-07-25,123.8651
2001-07-26,123.20834
2001-07-27,123.23533
2001-07-30,123.06758
2001-07-31,122.62895
2001-08-01,123.00388
2001-08-02,122.57945
2001-08-03,121.55352
2001-08-06,121.54662
2001-08-07,121.6728
2001-08-08,121.46986
2001-08-09,121.44117
2001-08-10,120.97033
2001-08-13,121.12539
2001-08-14,120.92902
2001-08-15,121.08179
2001-08-16,120.95966
2001-08-17,121.46115
2001-08-20,123.11595
2001-08-21,123.31541
2001-08-22,123.98188
2001-08-23,123.46523
2001-08-24,123.3749
2001-08-27,122.62943
2001-08-28,122.7506
2001-08-29,123.50966
2001-08-30,124.30836
2001-08-31,124.78914
2001-09-03,124.76373
2001-09-04,125.13042
2001-09-05,125.87064
2001-09-06,125.21504
2001-09-07,125.4623
2001-09-10,125.11522
2001-09-11,125.49345
2001-09-12,126.01565
2001-09-13,126.0761
2001-09-14,125.78761
2001-09-17,126.00052
2001-09-18,126.82626
2001-09-19,126.92245
2001-09-20,126.9654
2001-09-21,129.13167
2001-09-24,129.94697
2001-09-25,128.76626
2001-09-26,129.41042
2001-09-27,129.85341
2001-09-28,127.53121
2001-10-01,127.09535
2001-10-02,127.59379
2001-10-03,127.41673
2001-10-04,126.69941
2001-10-05,127.69274
2001-10-08,127.20978
2001-10-09,126.88928
2001-10-10,126.17218
2001-10-11,125.66462
2001-10-12,124.97564
2001-10-15,124.74242
2001-10-16,124.30637
2001-10-17,124.06612
2001-10-18,124.9054
2001-10-19,123.92929
2001-10-22,124.74149
2001-10-23,125.12299
2001-10-24,125.24733
2001-10-25,124.40654
2001-10-26,123.90261
2001-10-29,124.74036
2001-10-30,125.71281
2001-10-31,125.85353
2001-11-01,125.82379
2001-11-02,125.29003
2001-11-05,125.32249
2001-11-06,124.72278
2001-11-07,124.95416
2001-11-08,124.17693
2001-11-09,124.66178
2001-11-12,124.12943
2001-11-13,124.26986
2001-11-14,123.87146
2001-11-15,123.34881
2001-11-16,123.85713
2001-11-19,124.15264
2001-11-20,123.90578
2001-11-21,124.68946
2001-11-22,124.3835
2001-11-23,123.96451
2001-11-26,123.66017
2001-11-27,123.57881
2001-11-28,124.14367
2001-11-29,125.18057
2001-11-30,124.96503
2001-12-03,126.4799
2001-12-04,125.55587
2001-12-05,124.57558
2001-12-06,123.64113
2001-12-07,123.34956
2001-12-10,123.47244
2001-12-11,123.48289
2001-12-12,123.77277
2001-12-13,123.67607
2001-12-14,123.90418
2001-12-17,124.92685
2001-12-18,124.1517
2001-12-19,124.73165
2001-12-20,124.64274
2001-12-21,125.97212
2001-12-27,125.20914
2001-12-28,124.64408
2002-01-02,121.41228
2002-01-03,121.54089
2002-01-04,121.58373
2002-01-07,120.91098
2002-01-08,121.7901
2002-01-09,122.11495
2002-01-10,121.80066
2002-01-11,120.6559
2002-01-14,121.30292
2002-01-15,122.17503
2002-01-16,121.65941
2002-01-17,122.16823
2002-01-18,122.58724
2002-01-21,121.73734
2002-01-22,122.13778
2002-01-23,122.49031
2002-01-24,122.24339
2002-01-25,122.25766
2002-01-28,122.74284
2002-01-29,123.15635
2002-01-30,123.10737
2002-01-31,122.19868
2002-02-01,122.145
2002-02-04,122.76831
2002-02-05,122.97761
2002-02-06,122.5574
2002-02-07,122.36949
2002-02-08,122.30074
2002-02-11,122.42149
2002-02-12,122.5181
2002-02-13,122.71311
2002-02-14,122.41923
2002-02-15,122.24716
2002-02-18,121.96658
2002-02-19,122.3998
2002-02-20,122.1946
2002-02-21,121.45627
2002-02-22,121.61736
2002-02-25,121.19824
2002-02-26,120.53846
2002-02-27,120.8557
2002-02-28,120.91233
2002-03-01,120.72339
2002-03-04,120.81325
2002-03-05,120.32758
2002-03-06,120.12212
2002-03-07,120.33277
2002-03-08,120.35392
2002-03-11,120.41409
2002-03-12,120.5858
2002-03-13,121.18635
2002-03-14,121.14885
2002-03-15,120.91256
2002-03-18,120.69832
2002-03-19,120.00059
2002-03-20,119.74693
2002-03-21,119.38268
2002-03-22,119.30382
2002-03-25,119.83794
2002-03-26,119.7671
2002-03-27,119.77376
2002-03-28,120.04604
2002-04-02,119.81523
2002-04-03,120.32775
2002-04-04,120.43714
2002-04-05,119.90647
2002-04-08,120.16676
2002-04-09,120.72214
2002-04-10,121.13617
2002-04-11,120.83429
2002-04-12,120.96366
2002-04-15,120.59884
2002-04-16,121.37983
2002-04-17,121.58341
2002-04-18,121.13191
2002-04-19,121.82385
2002-04-22,122.12827
2002-04-23,121.95476
2002-04-24,121.60261
2002-04-25,121.87234
2002-04-26,121.86859
2002-04-29,122.20913
2002-04-30,121.86002
2002-05-02,122.39493
2002-05-03,122.038
2002-05-06,122.17339
2002-05-07,122.78112
2002-05-08,123.14184
2002-05-10,122.71341
2002-05-13,122.57138
2002-05-14,122.55728
2002-05-15,121.37128
2002-05-16,121.56997
2002-05-17,120.99301
2002-05-21,120.71689
2002-05-22,120.47614
2002-05-23,119.89169
2002-05-24,119.72022
2002-05-27,120.08174
2002-05-28,119.91859
2002-05-29,119.87318
2002-05-30,119.21233
2002-05-31,119.09907
2002-06-03,118.7957
2002-06-04,119.06889
2002-06-05,119.13871
2002-06-06,119.13407
2002-06-07,119.70397
2002-06-10,119.79917
2002-06-11,119.4102
2002-06-12,119.21636
2002-06-13,118.9343
2002-06-14,119.10446
2002-06-17,118.46537
2002-06-18,117.99472
2002-06-19,117.92237
2002-06-20,117.66987
2002-06-24,117.20432
2002-06-25,116.81428
2002-06-26,116.89619
2002-06-27,117.12118
2002-06-28,116.75918
2002-07-01,116.62839
2002-07-02,117.04632
2002-07-03,116.93941
2002-07-04,117.74019
2002-07-05,117.9913
2002-07-08,117.91611
2002-07-09,118.22724
2002-07-10,119.22155
2002-07-11,120.30683
2002-07-12,119.31021
2002-07-15,118.56451
2002-07-16,118.83338
2002-07-17,119.88742
2002-07-18,118.83836
2002-07-19,119.50728
2002-07-22,120.99085
2002-07-23,121.99169
2002-07-24,122.37247
2002-07-25,121.35155
2002-07-26,120.44179
2002-07-29,119.48886
2002-07-30,118.92216
2002-07-31,119.21317
2002-08-01,120.17083
2002-08-02,121.86934
2002-08-05,121.71321
2002-08-06,122.295
2002-08-07,120.1813
2002-08-08,120.14747
2002-08-09,119.95798
2002-08-12,119.69985
2002-08-13,118.96803
2002-08-14,119.1968
2002-08-15,119.02383
2002-08-16,119.18109
2002-08-19,118.66133
2002-08-20,118.51386
2002-08-21,118.26577
2002-08-22,117.92775
2002-08-23,118.95691
2002-08-26,118.22323
2002-08-27,117.77898
2002-08-28,117.75809
2002-08-29,117.86887
2002-08-30,118.089
2002-09-02,119.16566
2002-09-03,119.54497
2002-09-04,120.05764
2002-09-05,119.24542
2002-09-06,119.08745
2002-09-09,118.69151
2002-09-10,118.79853
2002-09-11,118.50534
2002-09-12,118.44225
2002-09-13,119.20656
2002-09-16,118.12934
2002-09-17,117.401
2002-09-18,117.82577
2002-09-19,117.09248
2002-09-20,116.79197
2002-09-23,115.87235
2002-09-24,116.83575
2002-09-25,117.46836
2002-09-26,117.44473
2002-09-27,117.92797
2002-09-30,117.26347
2002-10-01,117.32252
2002-10-02,116.375
2002-10-03,116.81789
2002-10-04,116.5332
2002-10-07,117.03733
2002-10-08,116.86793
2002-10-09,117.32004
2002-10-10,117.6895
2002-10-11,117.15502
2002-10-14,116.83897
2002-10-15,116.49063
2002-10-16,116.40548
2002-10-17,116.708
2002-10-18,117.27969
2002-10-21,116.52626
2002-10-22,116.99233
2002-10-23,117.56658
2002-10-24,117.403
2002-10-25,117.53188
2002-10-28,117.09845
2002-10-29,116.84045
2002-10-30,116.74618
2002-10-31,116.52543
2002-11-01,116.33921
2002-11-04,116.59303
2002-11-05,116.58668
2002-11-06,116.75871
2002-11-07,116.7963
2002-11-08,116.85884
2002-11-11,116.26943
2002-11-12,116.13492
2002-11-13,115.97482
2002-11-14,116.11056
2002-11-15,116.30297
2002-11-18,115.86365
2002-11-19,115.89052
2002-11-20,116.17104
2002-11-21,116.05875
2002-11-22,114.96546
2002-11-25,115.54895
2002-11-26,115.99162
2002-11-27,116.30311
2002-11-28,116.62224
2002-11-29,116.25845
2002-12-02,115.57451
2002-12-03,115.48526
2002-12-04,115.91978
2002-12-05,116.0889
2002-12-06,115.80519
2002-12-09,115.87869
2002-12-10,116.04926
2002-12-11,115.93982
2002-12-12,115.86176
2002-12-13,115.94403
2002-12-16,116.28167
2002-12-17,115.5012
2002-12-18,115.76018
2002-12-19,115.79484
2002-12-20,115.99172
2002-12-23,115.91692
2002-12-27,115.92985
2002-12-30,116.40518
2003-01-02,115.5489
2003-01-03,115.54531
2003-01-07,115.01582
2003-01-08,114.95805
2003-01-09,115.01457
2003-01-10,115.51552
2003-01-13,115.72798
2003-01-14,115.68402
2003-01-15,115.93909
2003-01-16,115.83882
2003-01-17,115.6098
2003-01-20,115.73037
2003-01-21,115.47384
2003-01-22,115.89852
2003-01-23,115.67497
2003-01-24,115.70173
2003-01-27,115.456
2003-01-28,115.31403
2003-01-29,115.38319
2003-01-30,115.05647
2003-01-31,115.13037
2003-02-03,115.94171
2003-02-04,115.54795
2003-02-05,115.23468
2003-02-06,115.07973
2003-02-07,114.5417
2003-02-10,114.26194
2003-02-11,114.66424
2003-02-12,114.44735
2003-02-13,113.94159
2003-02-14,113.66181
2003-02-17,113.99008
2003-02-18,113.98416
2003-02-19,114.10751
2003-02-20,113.73184
2003-02-21,113.68067
2003-02-24,114.01961
2003-02-25,113.77584
2003-02-26,113.61974
2003-02-27,113.41557
2003-02-28,113.73544
2003-03-03,114.06892
2003-03-04,114.28826
2003-03-05,113.97073
2003-03-06,114.00851
2003-03-07,114.19688
2003-03-10,114.1516
2003-03-11,114.3006
2003-03-12,114.92626
2003-03-13,115.13439
2003-03-14,114.92718
2003-03-17,114.63221
2003-03-18,115.07734
2003-03-19,115.14259
2003-03-20,114.68293
2003-03-21,114.50413
2003-03-24,114.59384
2003-03-25,114.91675
2003-03-26,115.29792
2003-03-27,115.09998
2003-03-28,114.91707
2003-03-31,114.47209
2003-04-01,114.35937
2003-04-02,114.6283
2003-04-03,114.97028
2003-04-04,114.59292
2003-04-07,114.75785
2003-04-08,114.45346
2003-04-09,113.86314
2003-04-10,113.90488
2003-04-11,113.60328
2003-04-14,113.75205
2003-04-15,113.55774
2003-04-16,113.86593
2003-04-17,113.7683
2003-04-22,113.56027
2003-04-23,113.04587
2003-04-24,112.73281
2003-04-25,112.73591
2003-04-28,113.01317
2003-04-29,113.55681
2003-04-30,112.57857
2003-05-02,112.34909
2003-05-05,111.98816
2003-05-06,111.68272
2003-05-07,111.4743
2003-05-08,111.99892
2003-05-09,111.9556
2003-05-12,112.16222
2003-05-13,112.31962
2003-05-14,112.54832
2003-05-15,112.56347
2003-05-16,112.36761
2003-05-19,111.9564
2003-05-20,111.84913
2003-05-21,112.04085
2003-05-22,111.86889
2003-05-23,111.6246
2003-05-26,111.7174
2003-05-27,111.41793
2003-05-28,111.30464
2003-05-30,110.83947
2003-06-02,110.95449
2003-06-03,110.75333
2003-06-04,110.81137
2003-06-05,110.94065
2003-06-06,110.62302
2003-06-10,110.88397
2003-06-11,110.89178
2003-06-12,110.37918
2003-06-13,110.22646
2003-06-16,110.25221
2003-06-17,110.28997
2003-06-18,110.10782
2003-06-19,110.80538
2003-06-23,110.90449
2003-06-24,111.71153
2003-06-25,112.31841
2003-06-26,112.31985
2003-06-27,112.48474
2003-06-30,112.26607
2003-07-01,112.7236
2003-07-02,112.85675
2003-07-03,112.2555
2003-07-04,112.59499
2003-07-07,113.54801
2003-07-08,112.82615
2003-07-09,112.21878
2003-07-10,112.26017
2003-07-11,112.12548
2003-07-14,112.74606
2003-07-15,112.28545
2003-07-16,112.5726
2003-07-17,113.06793
2003-07-18,113.51093
2003-07-21,113.99417
2003-07-22,113.80716
2003-07-23,113.18722
2003-07-24,112.32335
2003-07-25,112.43671
2003-07-28,112.11893
2003-07-29,111.93074
2003-07-30,112.37647
2003-07-31,112.63597
2003-08-01,113.57404
2003-08-04,113.62833
2003-08-05,112.95282
2003-08-06,112.62149
2003-08-07,112.78543
2003-08-08,112.90971
2003-08-11,113.09061
2003-08-12,113.37745
2003-08-13,113.25565
2003-08-14,113.247
2003-08-15,113.08906
2003-08-18,113.54023
2003-08-19,114.2411
2003-08-20,114.51735
2003-08-21,114.24333
2003-08-22,114.11367
2003-08-25,114.74252
2003-08-26,115.26246
2003-08-27,115.11774
2003-08-28,114.81618
2003-08-29,114.32759
2003-09-01,113.74836
2003-09-02,114.14908
2003-09-03,114.14923
2003-09-04,113.61903
2003-09-05,113.25298
2003-09-08,112.62452
2003-09-09,112.65544
2003-09-10,113.05385
2003-09-11,112.15847
2003-09-12,111.85353
2003-09-15,112.69969
2003-09-16,112.68587
2003-09-17,111.92752
2003-09-18,110.92123
2003-09-19,110.98799
2003-09-22,111.30519
2003-09-23,110.866
2003-09-24,109.90668
2003-09-25,109.46767
2003-09-26,109.76833
2003-09-29,110.05449
2003-09-30,109.16071
2003-10-01,110.63109
2003-10-02,110.08004
2003-10-03,109.94856
2003-10-06,110.00345
2003-10-07,109.03781
2003-10-08,109.52266
2003-10-09,109.38852
2003-10-10,109.66791
2003-10-13,110.04465
2003-10-14,109.84852
2003-10-15,109.51008
2003-10-16,109.36416
2003-10-17,109.93484
2003-10-20,110.40915
2003-10-21,110.78481
2003-10-22,110.30393
2003-10-23,109.95846
2003-10-24,110.35386
2003-10-27,110.82656
2003-10-28,110.72716
2003-10-29,110.93874
2003-10-30,110.35118
2003-10-31,110.88975
2003-11-03,111.39219
2003-11-04,111.23049
2003-11-05,111.19794
2003-11-06,110.98761
2003-11-07,110.67297
2003-11-10,110.42417
2003-11-11,110.55899
2003-11-12,110.34782
2003-11-13,109.66144
2003-11-14,109.41403
2003-11-17,109.20571
2003-11-18,109.47787
2003-11-19,109.39222
2003-11-20,109.14464
2003-11-21,109.29725
2003-11-24,108.94321
2003-11-25,109.29936
2003-11-26,109.45033
2003-11-27,109.77038
2003-11-28,109.56142
2003-12-01,109.64955
2003-12-02,109.51823
2003-12-03,109.24749
2003-12-04,108.81755
2003-12-05,108.69401
2003-12-08,108.44503
2003-12-09,107.89908
2003-12-10,108.11036
2003-12-11,108.58279
2003-12-12,108.46462
2003-12-15,108.52568
2003-12-16,108.7832
2003-12-17,108.64124
2003-12-18,108.85816
2003-12-19,108.94689
2003-12-22,109.11421
2003-12-23,109.51022
2003-12-29,109.26616
2003-12-30,109.08903
2004-01-02,108.52197
2004-01-05,108.47645
2004-01-07,108.87512
2004-01-08,108.97391
2004-01-09,108.85033
2004-01-12,108.69744
2004-01-13,109.23616
2004-01-14,109.91964
2004-01-15,110.03912
2004-01-16,110.50668
2004-01-19,110.61685
2004-01-20,110.13543
2004-01-21,109.9271
2004-01-22,109.25434
2004-01-23,109.1517
2004-01-26,110.01118
2004-01-27,110.44784
2004-01-28,109.45881
2004-01-29,109.661
2004-01-30,110.529
2004-02-02,111.10593
2004-02-03,110.36975
2004-02-04,110.55733
2004-02-05,110.2283
2004-02-06,110.38784
2004-02-09,108.9502
2004-02-10,109.08447
2004-02-11,109.03521
2004-02-12,109.14705
2004-02-13,109.16278
2004-02-16,109.51272
2004-02-17,109.85194
2004-02-18,109.67436
2004-02-19,109.87902
2004-02-20,109.99696
2004-02-23,110.21705
2004-02-24,110.362
2004-02-25,110.41687
2004-02-26,110.89759
2004-02-27,110.95163
2004-03-01,111.01981
2004-03-02,111.34957
2004-03-03,111.78818
2004-03-04,111.68063
2004-03-05,111.26685
2004-03-08,110.55881
2004-03-09,110.22772
2004-03-10,110.67411
2004-03-11,111.00284
2004-03-12,111.15075
2004-03-15,111.78814
2004-03-16,111.55411
2004-03-17,111.9948
2004-03-18,111.86368
2004-03-19,111.80084
2004-03-22,111.6693
2004-03-23,111.59582
2004-03-24,111.97677
2004-03-25,112.81933
2004-03-26,112.82183
2004-03-29,112.82842
2004-03-30,112.65403
2004-03-31,112.61551
2004-04-01,112.51228
2004-04-02,112.01856
2004-04-05,112.30099
2004-04-06,112.35665
2004-04-07,112.25992
2004-04-08,111.69265
2004-04-13,112.13801
2004-04-14,112.27338
2004-04-15,112.20831
2004-04-16,112.16111
2004-04-19,112.06039
2004-04-20,112.37713
2004-04-21,112.05563
2004-04-22,111.91585
2004-04-23,111.5225
2004-04-26,111.86662
