country,quarter,gdp_growth_qoq
CZE,2005-Q2,1.151446006
CZE,2005-Q3,1.697216502
CZE,2005-Q4,1.669527114
CZE,2006-Q1,1.817169016
CZE,2006-Q2,2.048029038
CZE,2006-Q3,1.269933733
CZE,2006-Q4,1.137609231
CZE,2007-Q1,1.805287939
CZE,2007-Q2,0.79241614
CZE,2007-Q3,1.39971731
CZE,2007-Q4,1.091771884
CZE,2008-Q1,0.700767439
CZE,2008-Q2,0.563634377
CZE,2008-Q3,0.113796104
CZE,2008-Q4,-1.914635873
CZE,2009-Q1,-3.265967344
CZE,2009-Q2,-0.474135215
CZE,2009-Q3,0.349111228
CZE,2009-Q4,0.029883752
CZE,2010-Q1,0.806122347
CZE,2010-Q2,1.271463405
CZE,2010-Q3,1.178113571
CZE,2010-Q4,0.353102806
CZE,2011-Q1,0.151952445
CZE,2011-Q2,0.502648738
CZE,2011-Q3,0.115330071
CZE,2011-Q4,0.052275701
CZE,2012-Q1,-0.25091931
CZE,2012-Q2,-0.580317447
CZE,2012-Q3,-0.293053433
CZE,2012-Q4,-0.305157401
CZE,2013-Q1,-0.308507973
CZE,2013-Q2,0.387191961
CZE,2013-Q3,0.377971718
CZE,2013-Q4,1.242545808
CZE,2014-Q1,-0.405349858
CZE,2014-Q2,0.928910254
CZE,2014-Q3,0.904681463
CZE,2014-Q4,1.079210843
CZE,2015-Q1,1.783111198
CZE,2015-Q2,1.39796184
CZE,2015-Q3,1.022021288
CZE,2015-Q4,0.469386515
CZE,2016-Q1,0.33385719
CZE,2016-Q2,0.30305124
CZE,2016-Q3,0.983864361
CZE,2016-Q4,0.778058772
CZE,2017-Q1,1.438974284
CZE,2017-Q2,3.02274852
CZE,2017-Q3,0.609990533
CZE,2017-Q4,0.515824343
CZE,2018-Q1,0.39469408
CZE,2018-Q2,0.588729512
CZE,2018-Q3,0.612405857
CZE,2018-Q4,0.826010686
CZE,2019-Q1,1.443153749
CZE,2019-Q2,0.704788167
CZE,2019-Q3,0.463988031
CZE,2019-Q4,0.680487675
CZE,2020-Q1,-3.337991155
CZE,2020-Q2,-8.549818284
CZE,2020-Q3,7.174327598
CZE,2020-Q4,0.780540366
CZE,2021-Q1,0.029256757
CZE,2021-Q2,1.436598798
CZE,2021-Q3,1.735021117
CZE,2021-Q4,0.618631162
CZE,2022-Q1,0.948754411
CZE,2022-Q2,0.306485574
CZE,2022-Q3,0.136141454
CZE,2022-Q4,-0.385849785
CZE,2023-Q1,0.185575728
CZE,2023-Q2,0.399069735
CZE,2023-Q3,-0.413326621
CZE,2023-Q4,0.286295656
CZE,2024-Q1,0.317525095
CZE,2024-Q2,0.284574748
CZE,2024-Q3,0.654959918
CZE,2024-Q4,0.714498231
CZE,2025-Q1,0.791216648
CZE,2025-Q2,0.576977526
CZE,2025-Q3,0.695058428
CZE,2025-Q4,0.704085589
DEU,1996-Q1,-0.730820071
DEU,1996-Q2,1.417865639
DEU,1996-Q3,0.349506951
DEU,1996-Q4,0.937712041
DEU,1997-Q1,-0.520862209
DEU,1997-Q2,1.160618541
DEU,1997-Q3,0.329682985
DEU,1997-Q4,0.736072221
DEU,1998-Q1,0.946051854
DEU,1998-Q2,-0.374877805
DEU,1998-Q3,0.415210545
DEU,1998-Q4,-0.051690982
DEU,1999-Q1,1.16027396
DEU,1999-Q2,-0.051121591
DEU,1999-Q3,1.304184245
DEU,1999-Q4,0.479619715
DEU,2000-Q1,1.554465672
DEU,2000-Q2,0.841068368
DEU,2000-Q3,0.024522642
DEU,2000-Q4,-0.416918117
DEU,2001-Q1,2.10570979
DEU,2001-Q2,-0.205023107
DEU,2001-Q3,-0.036255533
DEU,2001-Q4,-0.290129995
DEU,2002-Q1,-0.469833032
DEU,2002-Q2,0.414182423
DEU,2002-Q3,0.642961005
DEU,2002-Q4,-0.241080741
DEU,2003-Q1,-1.380477745
DEU,2003-Q2,0.159272107
DEU,2003-Q3,0.88073745
DEU,2003-Q4,0.133380425
DEU,2004-Q1,-0.157395484
DEU,2004-Q2,0.594293006
DEU,2004-Q3,-0.325532899
DEU,2004-Q4,-0.06047926
DEU,2005-Q1,0.19668629
DEU,2005-Q2,0.56776828
DEU,2005-Q3,0.804809328
DEU,2005-Q4,0.357473364
DEU,2006-Q1,1.139876195
DEU,2006-Q2,1.714022049
DEU,2006-Q3,0.761766784
DEU,2006-Q4,1.466207983
DEU,2007-Q1,0.121388597
DEU,2007-Q2,0.653965746
DEU,2007-Q3,0.537692369
DEU,2007-Q4,0.768801811
DEU,2008-Q1,0.547393322
DEU,2008-Q2,-0.384910751
DEU,2008-Q3,-0.540956492
DEU,2008-Q4,-1.531803481
DEU,2009-Q1,-4.703354353
DEU,2009-Q2,0.248403563
DEU,2009-Q3,0.637167523
DEU,2009-Q4,0.762106595
DEU,2010-Q1,0.721432411
DEU,2010-Q2,2.160351561
DEU,2010-Q3,0.972517965
DEU,2010-Q4,0.638373268
DEU,2011-Q1,1.813932079
DEU,2011-Q2,0.30603947
DEU,2011-Q3,0.533944107
DEU,2011-Q4,-0.0325149
DEU,2012-Q1,0.281905748
DEU,2012-Q2,0.140554149
DEU,2012-Q3,0.140353146
DEU,2012-Q4,-0.280322786
DEU,2013-Q1,-0.527110116
DEU,2013-Q2,1.282609695
DEU,2013-Q3,0.407814655
DEU,2013-Q4,0.171005214
DEU,2014-Q1,1.074968197
DEU,2014-Q2,0.063332991
DEU,2014-Q3,0.464190444
DEU,2014-Q4,0.840071401
DEU,2015-Q1,-0.210853583
DEU,2015-Q2,0.626113549
DEU,2015-Q3,0.497769675
DEU,2015-Q4,0.526257375
DEU,2016-Q1,0.862305235
DEU,2016-Q2,0.284951558
DEU,2016-Q3,0.405927492
DEU,2016-Q4,0.454826976
DEU,2017-Q1,1.282843458
DEU,2017-Q2,0.755014016
DEU,2017-Q3,0.847961959
DEU,2017-Q4,1.046148332
DEU,2018-Q1,-0.505583881
DEU,2018-Q2,0.680736014
DEU,2018-Q3,-0.434664521
DEU,2018-Q4,0.388053714
DEU,2019-Q1,0.715110744
DEU,2019-Q2,1.104e-6
DEU,2019-Q3,0.546913388
DEU,2019-Q4,-0.467597981
DEU,2020-Q1,-1.876732971
DEU,2020-Q2,-8.940788517
DEU,2020-Q3,8.788503429
DEU,2020-Q4,0.838426935
DEU,2021-Q1,-0.474420365
DEU,2021-Q2,2.26044216
DEU,2021-Q3,0.172997754
DEU,2021-Q4,0.470108287
DEU,2022-Q1,0.773540422
DEU,2022-Q2,0.12317942899999999
DEU,2022-Q3,0.321792367
DEU,2022-Q4,-0.330188755
DEU,2023-Q1,-0.679141931
DEU,2023-Q2,-0.104839542
DEU,2023-Q3,0.152646141
DEU,2023-Q4,-0.304824784
DEU,2024-Q1,0.212596031
DEU,2024-Q2,-0.133488795
DEU,2024-Q3,0.105029425
DEU,2024-Q4,0.219359019
DEU,2025-Q1,0.118949564
DEU,2025-Q2,-0.019007482
DEU,2025-Q3,-0.028519924
DEU,2025-Q4,0.266259706
DNK,1996-Q1,0.282455035
DNK,1996-Q2,2.562218318
DNK,1996-Q3,0.178386736
DNK,1996-Q4,0.023987177
DNK,1997-Q1,1.364522565
DNK,1997-Q2,1.578922086
DNK,1997-Q3,-0.437620184
DNK,1997-Q4,0.294503246
DNK,1998-Q1,1.52771062
DNK,1998-Q2,-0.797160909
DNK,1998-Q3,1.663935431
DNK,1998-Q4,0.657514095
DNK,1999-Q1,0.824498865
DNK,1999-Q2,0.445721958
DNK,1999-Q3,0.423754097
DNK,1999-Q4,1.776696669
DNK,2000-Q1,0.690366217
DNK,2000-Q2,1.120905156
DNK,2000-Q3,0.16898917
DNK,2000-Q4,1.629588322
DNK,2001-Q1,-1.559346436
DNK,2001-Q2,0.650245987
DNK,2001-Q3,0.667026538
DNK,2001-Q4,0.506276507
DNK,2002-Q1,-0.705703002
DNK,2002-Q2,0.174341443
DNK,2002-Q3,0.435477138
DNK,2002-Q4,-0.221019577
DNK,2003-Q1,0.294382733
DNK,2003-Q2,-0.767190544
DNK,2003-Q3,0.297120862
DNK,2003-Q4,1.927311901
DNK,2004-Q1,0.429283055
DNK,2004-Q2,0.737377689
DNK,2004-Q3,0.197778353
DNK,2004-Q4,1.101110945
DNK,2005-Q1,-0.420642394
DNK,2005-Q2,2.129826914
DNK,2005-Q3,-0.138228863
DNK,2005-Q4,0.547254709
DNK,2006-Q1,1.047031228
DNK,2006-Q2,3.002147554
DNK,2006-Q3,-0.699059506
DNK,2006-Q4,-0.128920869
DNK,2007-Q1,0.38120769
DNK,2007-Q2,-1.07800767
DNK,2007-Q3,1.711396639
DNK,2007-Q4,1.107176562
DNK,2008-Q1,-0.375353605
DNK,2008-Q2,-0.940209738
DNK,2008-Q3,-0.528851058
DNK,2008-Q4,-1.87853401
DNK,2009-Q1,-1.960202027
DNK,2009-Q2,-1.823408675
DNK,2009-Q3,0.278608301
DNK,2009-Q4,0.187729667
DNK,2010-Q1,0.881377534
DNK,2010-Q2,0.44248976
DNK,2010-Q3,1.375300953
DNK,2010-Q4,-0.561470399
DNK,2011-Q1,0.684030547
DNK,2011-Q2,0.949005566
DNK,2011-Q3,-1.289492443
DNK,2011-Q4,0.768348167
DNK,2012-Q1,-0.240222201
DNK,2012-Q2,-0.023566213
DNK,2012-Q3,0.180338896
DNK,2012-Q4,0.010187576
DNK,2013-Q1,0.729333342
DNK,2013-Q2,0.183565355
DNK,2013-Q3,0.843971921
DNK,2013-Q4,0.022737625
DNK,2014-Q1,0.011035271
DNK,2014-Q2,0.086713346
DNK,2014-Q3,1.463354302
DNK,2014-Q4,-0.068678331
DNK,2015-Q1,0.753654587
DNK,2015-Q2,0.655198752
DNK,2015-Q3,0.160097384
DNK,2015-Q4,0.26970094
DNK,2016-Q1,1.233740421
DNK,2016-Q2,1.091020138
DNK,2016-Q3,0.815694956
DNK,2016-Q4,0.52907489
DNK,2017-Q1,0.967348189
DNK,2017-Q2,1.206374353
DNK,2017-Q3,-0.223431499
DNK,2017-Q4,0.76070515
DNK,2018-Q1,0.812658
DNK,2018-Q2,-0.034955974
DNK,2018-Q3,0.537193737
DNK,2018-Q4,0.148505442
DNK,2019-Q1,0.397379309
DNK,2019-Q2,0.908929024
DNK,2019-Q3,0.324491239
DNK,2019-Q4,0.352717779
DNK,2020-Q1,-0.83092717
DNK,2020-Q2,-5.928689155
DNK,2020-Q3,6.033111138
DNK,2020-Q4,0.037892182
DNK,2021-Q1,0.525852555
DNK,2021-Q2,3.452557798
DNK,2021-Q3,1.974017987
DNK,2021-Q4,3.273760158
DNK,2022-Q1,-5.288354529
DNK,2022-Q2,1.809158412
DNK,2022-Q3,1.345977953
DNK,2022-Q4,-1.338616856
DNK,2023-Q1,1.712939352
DNK,2023-Q2,-1.472387037
DNK,2023-Q3,-0.119311669
DNK,2023-Q4,1.982043628
DNK,2024-Q1,0.534373304
DNK,2024-Q2,1.887730187
DNK,2024-Q3,0.764457283
DNK,2024-Q4,1.703835508
DNK,2025-Q1,-1.255523207
DNK,2025-Q2,1.74250486
DNK,2025-Q3,2.337361693
DNK,2025-Q4,0.358087457
EA,1996-Q1,0.176501
EA,1996-Q2,0.798771
EA,1996-Q3,0.433343
EA,1996-Q4,0.569491
EA,1997-Q1,0.28441
EA,1997-Q2,1.214738
EA,1997-Q3,0.74805
EA,1997-Q4,1.053898
EA,1998-Q1,0.734426
EA,1998-Q2,0.406735
EA,1998-Q3,0.488991
EA,1998-Q4,0.299547
EA,1999-Q1,1.000189
EA,1999-Q2,0.503638
EA,1999-Q3,1.270236
EA,1999-Q4,1.062433
EA,2000-Q1,1.280515
EA,2000-Q2,0.939488
EA,2000-Q3,0.642189
EA,2000-Q4,0.49748
EA,2001-Q1,1.081379
EA,2001-Q2,0.078708
EA,2001-Q3,0.17235
EA,2001-Q4,-0.023461
EA,2002-Q1,0.224614
EA,2002-Q2,0.492859
EA,2002-Q3,0.395092
EA,2002-Q4,0.225693
EA,2003-Q1,-0.270497
EA,2003-Q2,0.071488
EA,2003-Q3,0.602455
EA,2003-Q4,0.6707
EA,2004-Q1,0.529993
EA,2004-Q2,0.64064
EA,2004-Q3,0.190026
EA,2004-Q4,0.451642
EA,2005-Q1,0.28546
EA,2005-Q2,0.628365
EA,2005-Q3,0.719724
EA,2005-Q4,0.716856
EA,2006-Q1,0.94817
EA,2006-Q2,1.117987
EA,2006-Q3,0.524266
EA,2006-Q4,1.173721
EA,2007-Q1,0.719828
EA,2007-Q2,0.676623
EA,2007-Q3,0.366397
EA,2007-Q4,0.52216
EA,2008-Q1,0.662223
EA,2008-Q2,-0.497437
EA,2008-Q3,-0.5586
EA,2008-Q4,-1.707512
EA,2009-Q1,-3.058163
EA,2009-Q2,0.002393
EA,2009-Q3,0.357439
EA,2009-Q4,0.427933
EA,2010-Q1,0.408366
EA,2010-Q2,0.935598
EA,2010-Q3,0.436587
EA,2010-Q4,0.576246
EA,2011-Q1,0.95976
EA,2011-Q2,0.007801
EA,2011-Q3,0.011689
EA,2011-Q4,-0.305054
EA,2012-Q1,-0.207684
EA,2012-Q2,-0.356552
EA,2012-Q3,-0.155315
EA,2012-Q4,-0.431756
EA,2013-Q1,-0.301413
EA,2013-Q2,0.676474
EA,2013-Q3,0.254031
EA,2013-Q4,0.212249
EA,2014-Q1,0.496314
EA,2014-Q2,0.243796
EA,2014-Q3,0.451871
EA,2014-Q4,0.398283
EA,2015-Q1,0.795097
EA,2015-Q2,0.437207
EA,2015-Q3,0.410139
EA,2015-Q4,0.478048
EA,2016-Q1,0.507063
EA,2016-Q2,0.186085
EA,2016-Q3,0.498352
EA,2016-Q4,0.803006
EA,2017-Q1,0.767954
EA,2017-Q2,0.688911
EA,2017-Q3,0.771247
EA,2017-Q4,0.813658
EA,2018-Q1,0.034422
EA,2018-Q2,0.493397
EA,2018-Q3,0.155141
EA,2018-Q4,0.506073
EA,2019-Q1,0.757841
EA,2019-Q2,0.3198
EA,2019-Q3,0.260606
EA,2019-Q4,-0.159787
EA,2020-Q1,-3.145724
EA,2020-Q2,-11.12835
EA,2020-Q3,11.521865
EA,2020-Q4,0.273043
EA,2021-Q1,0.900981
EA,2021-Q2,2.136263
EA,2021-Q3,1.834481
EA,2021-Q4,0.719365
EA,2022-Q1,0.759095
EA,2022-Q2,0.943593
EA,2022-Q3,0.542494
EA,2022-Q4,-0.055301
EA,2023-Q1,-0.192465
EA,2023-Q2,0.203798
EA,2023-Q3,0.185079
EA,2023-Q4,0.011728
EA,2024-Q1,0.434652
EA,2024-Q2,0.232484
EA,2024-Q3,0.538861
EA,2024-Q4,0.327777
EA,2025-Q1,0.49038
EA,2025-Q2,0.033813
EA,2025-Q3,0.311374
EA,2025-Q4,0.233086
ESP,1996-Q1,0.574906474
ESP,1996-Q2,0.691309619
ESP,1996-Q3,0.820289484
ESP,1996-Q4,0.497520023
ESP,1997-Q1,0.997193497
ESP,1997-Q2,0.902231546
ESP,1997-Q3,1.110013943
ESP,1997-Q4,1.404552281
ESP,1998-Q1,0.842093037
ESP,1998-Q2,1.098057283
ESP,1998-Q3,0.952738113
ESP,1998-Q4,1.042494463
ESP,1999-Q1,0.985201042
ESP,1999-Q2,1.146098794
ESP,1999-Q3,1.360463633
ESP,1999-Q4,1.110262058
ESP,2000-Q1,1.57953232
ESP,2000-Q2,1.263933687
ESP,2000-Q3,1.019962745
ESP,2000-Q4,1.070415545
ESP,2001-Q1,1.015479824
ESP,2001-Q2,0.777314974
ESP,2001-Q3,0.961342553
ESP,2001-Q4,0.636302608
ESP,2002-Q1,0.47267489
ESP,2002-Q2,0.838258475
ESP,2002-Q3,0.560252376
ESP,2002-Q4,0.780867148
ESP,2003-Q1,0.963738252
ESP,2003-Q2,0.383315701
ESP,2003-Q3,0.744827695
ESP,2003-Q4,0.838469676
ESP,2004-Q1,0.584913037
ESP,2004-Q2,1.061807266
ESP,2004-Q3,0.843491407
ESP,2004-Q4,0.709554631
ESP,2005-Q1,0.893536763
ESP,2005-Q2,0.887481604
ESP,2005-Q3,0.957769723
ESP,2005-Q4,0.986995738
ESP,2006-Q1,1.163425095
ESP,2006-Q2,0.900035359
ESP,2006-Q3,0.944040721
ESP,2006-Q4,0.930653351
ESP,2007-Q1,0.908869819
ESP,2007-Q2,0.877615805
ESP,2007-Q3,0.749500845
ESP,2007-Q4,0.610790979
ESP,2008-Q1,0.186872462
ESP,2008-Q2,0.035288305
ESP,2008-Q3,-0.211655143
ESP,2008-Q4,-1.55071644
ESP,2009-Q1,-2.674253979
ESP,2009-Q2,0.065706716
ESP,2009-Q3,0.196990712
ESP,2009-Q4,-0.02418117
ESP,2010-Q1,-0.089386807
ESP,2010-Q2,0.123499239
ESP,2010-Q3,-0.063075122
ESP,2010-Q4,0.103438361
ESP,2011-Q1,-0.078812143
ESP,2011-Q2,-0.258707723
ESP,2011-Q3,-0.610137562
ESP,2011-Q4,-0.563315534
ESP,2012-Q1,-0.940977322
ESP,2012-Q2,-0.969301851
ESP,2012-Q3,-0.45930593
ESP,2012-Q4,-0.829254436
ESP,2013-Q1,-0.274689964
ESP,2013-Q2,-0.10237186
ESP,2013-Q3,-0.063402892
ESP,2013-Q4,0.190329351
ESP,2014-Q1,0.3780948
ESP,2014-Q2,0.539882341
ESP,2014-Q3,0.79963812
ESP,2014-Q4,0.967008787
ESP,2015-Q1,1.217256656
ESP,2015-Q2,1.119751827
ESP,2015-Q3,0.917190225
ESP,2015-Q4,0.893238249
ESP,2016-Q1,0.694437279
ESP,2016-Q2,0.330990101
ESP,2016-Q3,0.790529982
ESP,2016-Q4,0.568149192
ESP,2017-Q1,0.708021671
ESP,2017-Q2,1.04589463
ESP,2017-Q3,0.631405231
ESP,2017-Q4,0.60907612
ESP,2018-Q1,0.42739083
ESP,2018-Q2,0.652154154
ESP,2018-Q3,0.55827004
ESP,2018-Q4,0.585318606
ESP,2019-Q1,0.613160471
ESP,2019-Q2,0.288390842
ESP,2019-Q3,0.191497026
ESP,2019-Q4,0.570554469
ESP,2020-Q1,-5.177361236
ESP,2020-Q2,-17.790382326
ESP,2020-Q3,15.902224332
ESP,2020-Q4,0.725797214
ESP,2021-Q1,1.201634802
ESP,2021-Q2,1.370903209
ESP,2021-Q3,1.971105236
ESP,2021-Q4,2.031498605
ESP,2022-Q1,1.571661027
ESP,2022-Q2,1.701504113
ESP,2022-Q3,0.815734614
ESP,2022-Q4,0.536012673
ESP,2023-Q1,0.510027876
ESP,2023-Q2,0.143887099
ESP,2023-Q3,0.789782458
ESP,2023-Q4,0.788457038
ESP,2024-Q1,1.113118269
ESP,2024-Q2,0.918927947
ESP,2024-Q3,0.765154583
ESP,2024-Q4,0.813604261
ESP,2025-Q1,0.548401925
ESP,2025-Q2,0.714386984
ESP,2025-Q3,0.596989198
ESP,2025-Q4,0.767653459
FIN,1996-Q1,1.749869844
FIN,1996-Q2,0.80729981
FIN,1996-Q3,0.521670473
FIN,1996-Q4,1.983280969
FIN,1997-Q1,1.163526338
FIN,1997-Q2,1.59062483
FIN,1997-Q3,2.363300591
FIN,1997-Q4,2.972859907
FIN,1998-Q1,-0.799837493
FIN,1998-Q2,1.988839971
FIN,1998-Q3,1.3552516
FIN,1998-Q4,0.903800916
FIN,1999-Q1,1.626993865
FIN,1999-Q2,0.516745949
FIN,1999-Q3,0.523698561
FIN,1999-Q4,0.822081491
FIN,2000-Q1,2.993671336
FIN,2000-Q2,0.773267053
FIN,2000-Q3,1.555220608
FIN,2000-Q4,1.140120084
FIN,2001-Q1,0.489149769
FIN,2001-Q2,0.073015311
FIN,2001-Q3,0.683189989
FIN,2001-Q4,-0.327199262
FIN,2002-Q1,0.698407103
FIN,2002-Q2,0.907977071
FIN,2002-Q3,-0.214652761
FIN,2002-Q4,1.175524749
FIN,2003-Q1,-0.743079269
FIN,2003-Q2,1.464828959
FIN,2003-Q3,1.194182625
FIN,2003-Q4,0.214944999
FIN,2004-Q1,1.261670452
FIN,2004-Q2,0.816097683
FIN,2004-Q3,1.134935838
FIN,2004-Q4,1.531568228
FIN,2005-Q1,0.984915349
FIN,2005-Q2,-1.241483424
FIN,2005-Q3,1.45017901
FIN,2005-Q4,0.299371518
FIN,2006-Q1,2.542004349
FIN,2006-Q2,0.152286221
FIN,2006-Q3,0.956597055
FIN,2006-Q4,0.836955693
FIN,2007-Q1,1.981433514
FIN,2007-Q2,1.716754111
FIN,2007-Q3,0.944135606
FIN,2007-Q4,1.291009877
FIN,2008-Q1,-0.108738279
FIN,2008-Q2,-0.769134679
FIN,2008-Q3,0.336294644
FIN,2008-Q4,-2.175900203
FIN,2009-Q1,-6.498836549
FIN,2009-Q2,-0.425223389
FIN,2009-Q3,0.956410509
FIN,2009-Q4,-0.707588546
FIN,2010-Q1,0.869684715
FIN,2010-Q2,2.862925984
FIN,2010-Q3,-0.491939756
FIN,2010-Q4,2.152418619
FIN,2011-Q1,0.420668602
FIN,2011-Q2,-0.248378128
FIN,2011-Q3,0.122640107
FIN,2011-Q4,0.09836309
FIN,2012-Q1,-0.609993511
FIN,2012-Q2,-1.048390106
FIN,2012-Q3,-0.352537516
FIN,2012-Q4,-0.122973305
FIN,2013-Q1,-0.86755569
FIN,2013-Q2,0.445217258
FIN,2013-Q3,0.266326783
FIN,2013-Q4,-0.176447151
FIN,2014-Q1,-0.855285665
FIN,2014-Q2,0.195537152
FIN,2014-Q3,0.294646615
FIN,2014-Q4,-0.103014117
FIN,2015-Q1,-0.824962762
FIN,2015-Q2,1.44414064
FIN,2015-Q3,-0.091109255
FIN,2015-Q4,0.573751805
FIN,2016-Q1,1.165514375
FIN,2016-Q2,-0.020539632
FIN,2016-Q3,1.090691768
FIN,2016-Q4,0.448935856
FIN,2017-Q1,0.97110592
FIN,2017-Q2,1.315142352
FIN,2017-Q3,0.467449345
FIN,2017-Q4,0.787387484
FIN,2018-Q1,0.216615472
FIN,2018-Q2,-0.196658576
FIN,2018-Q3,-0.097635447
FIN,2018-Q4,0.088846243
FIN,2019-Q1,0.868144939
FIN,2019-Q2,0.705787102
FIN,2019-Q3,0.057675166
FIN,2019-Q4,-0.195633188
FIN,2020-Q1,-0.211768
FIN,2020-Q2,-6.520862199
FIN,2020-Q3,4.941931368
FIN,2020-Q4,0.985107182
FIN,2021-Q1,-0.670986474
FIN,2021-Q2,1.541752072
FIN,2021-Q3,1.102334562
FIN,2021-Q4,0.736136671
FIN,2022-Q1,-0.6325187
FIN,2022-Q2,0.293122886
FIN,2022-Q3,-0.107221915
FIN,2022-Q4,-0.974689242
FIN,2023-Q1,0.099652092
FIN,2023-Q2,0.080340925
FIN,2023-Q3,-1.429269484
FIN,2023-Q4,-0.099144875
FIN,2024-Q1,1.100536977
FIN,2024-Q2,0.264689384
FIN,2024-Q3,0.755257959
FIN,2024-Q4,-0.046849786
FIN,2025-Q1,0.270814527
FIN,2025-Q2,0.060595568
FIN,2025-Q3,-0.029414309
FIN,2025-Q4,0.370383191
FRA,1996-Q1,0.695138587
FRA,1996-Q2,0.192828387
FRA,1996-Q3,0.386020355
FRA,1996-Q4,0.384653155
FRA,1997-Q1,0.426885772
FRA,1997-Q2,1.049612486
FRA,1997-Q3,0.994352986
FRA,1997-Q4,0.988207797
FRA,1998-Q1,0.958484327
FRA,1998-Q2,0.716077
FRA,1998-Q3,0.517227801
FRA,1998-Q4,0.68554403
FRA,1999-Q1,0.688044134
FRA,1999-Q2,0.648444927
FRA,1999-Q3,1.473037182
FRA,1999-Q4,1.416269428
FRA,2000-Q1,0.943675213
FRA,2000-Q2,1.143528435
FRA,2000-Q3,0.792490282
FRA,2000-Q4,0.596516203
FRA,2001-Q1,0.492010539
FRA,2001-Q2,0.037033789
FRA,2001-Q3,0.586747054
FRA,2001-Q4,-0.444942484
FRA,2002-Q1,0.578025472
FRA,2002-Q2,0.467843973
FRA,2002-Q3,0.41197545
FRA,2002-Q4,0.082390972
FRA,2003-Q1,0.279640503
FRA,2003-Q2,-0.434432483
FRA,2003-Q3,1.111935297
FRA,2003-Q4,0.373080888
FRA,2004-Q1,1.033703355
FRA,2004-Q2,0.447914015
FRA,2004-Q3,0.358139336
FRA,2004-Q4,0.890921572
FRA,2005-Q1,0.2925966
FRA,2005-Q2,0.209069783
FRA,2005-Q3,0.786594006
FRA,2005-Q4,0.686659541
FRA,2006-Q1,0.861144011
FRA,2006-Q2,1.219376518
FRA,2006-Q3,0.077361849
FRA,2006-Q4,0.527312353
FRA,2007-Q1,1.048783157
FRA,2007-Q2,0.654017829
FRA,2007-Q3,0.339027414
FRA,2007-Q4,0.049387818
FRA,2008-Q1,0.893463963
FRA,2008-Q2,-0.753956393
FRA,2008-Q3,-0.218172078
FRA,2008-Q4,-1.287495199
FRA,2009-Q1,-1.902756213
FRA,2009-Q2,0.180951187
FRA,2009-Q3,0.230872393
FRA,2009-Q4,0.723182842
FRA,2010-Q1,0.275433795
FRA,2010-Q2,0.484233821
FRA,2010-Q3,0.681367191
FRA,2010-Q4,0.564421437
FRA,2011-Q1,1.324210506
FRA,2011-Q2,0.00721092
FRA,2011-Q3,0.333864447
FRA,2011-Q4,0.335863511
FRA,2012-Q1,-0.028754478
FRA,2012-Q2,-0.417357635
FRA,2012-Q3,0.329501753
FRA,2012-Q4,-0.059049606
FRA,2013-Q1,0.20290121
FRA,2013-Q2,0.886206058
FRA,2013-Q3,-0.212407957
FRA,2013-Q4,0.608546819
FRA,2014-Q1,-0.007778403
FRA,2014-Q2,0.228996721
FRA,2014-Q3,0.669294449
FRA,2014-Q4,-0.292743417
FRA,2015-Q1,0.574078163
FRA,2015-Q2,0.041908879
FRA,2015-Q3,0.300275222
FRA,2015-Q4,0.277139711
FRA,2016-Q1,0.310451435
FRA,2016-Q2,-0.257068147
FRA,2016-Q3,0.178207018
FRA,2016-Q4,0.642646914
FRA,2017-Q1,0.662327121
FRA,2017-Q2,0.73686064
FRA,2017-Q3,0.755240572
FRA,2017-Q4,0.599610836
FRA,2018-Q1,-0.057857965
FRA,2018-Q2,0.226043783
FRA,2018-Q3,0.550338873
FRA,2018-Q4,0.720327622
FRA,2019-Q1,0.949672124
FRA,2019-Q2,0.496371007
FRA,2019-Q3,0.042613272
FRA,2019-Q4,-0.502965992
FRA,2020-Q1,-5.00282712
FRA,2020-Q2,-12.21221863
FRA,2020-Q3,15.145020421
FRA,2020-Q4,-0.010837528
FRA,2021-Q1,0.449231751
FRA,2021-Q2,1.211654906
FRA,2021-Q3,2.961463974
FRA,2021-Q4,0.512010561
FRA,2022-Q1,-0.013957096
FRA,2022-Q2,0.395949408
FRA,2022-Q3,0.50695972
FRA,2022-Q4,0.403675791
FRA,2023-Q1,0.143812336
FRA,2023-Q2,0.930754731
FRA,2023-Q3,0.367187093
FRA,2023-Q4,0.504201629
FRA,2024-Q1,0.24469983
FRA,2024-Q2,0.221237484
FRA,2024-Q3,0.434986301
FRA,2024-Q4,-0.011980429
FRA,2025-Q1,0.168429474
FRA,2025-Q2,0.235914169
FRA,2025-Q3,0.423739837
FRA,2025-Q4,0.262936734
GBR,1996-Q1,0.706373493
GBR,1996-Q2,0.316245249
GBR,1996-Q3,0.893727696
GBR,1996-Q4,1.347660418
GBR,1997-Q1,1.603969345
GBR,1997-Q2,1.113367395
GBR,1997-Q3,0.89843597100000006
GBR,1997-Q4,1.469984022
GBR,1998-Q1,0.713546587
GBR,1998-Q2,0.576263312
GBR,1998-Q3,0.158341698
GBR,1998-Q4,0.650103657
GBR,1999-Q1,0.684456213
GBR,1999-Q2,0.364516327
GBR,1999-Q3,1.673606418
GBR,1999-Q4,1.609178643
GBR,2000-Q1,1.3336372
GBR,2000-Q2,0.720515106
GBR,2000-Q3,0.608883706
GBR,2000-Q4,0.593690726
GBR,2001-Q1,0.831246195
GBR,2001-Q2,0.410677202
GBR,2001-Q3,0.471345959
