"Variable","Shock","Horizon","Mean","Median","Lower_90","Lower_68","Upper_68","Upper_90"
"gdp_growth","gdp_growth",1,0.000316829532960506,0.00301282833119435,-0.773383412948924,-0.482553518076516,0.492645545542573,0.752707579873844
"gdp_growth","gdp_growth",2,0.00039113274486476,0.00144041630953336,-0.27522903060575,-0.165027638031316,0.168659369986232,0.275527523282847
"gdp_growth","gdp_growth",3,-0.00066294314578183,0.000807823672727801,-0.187761215984998,-0.113590533784876,0.112129302906203,0.187412543235854
"gdp_growth","gdp_growth",4,-0.00119250633203207,-0.00181894054379069,-0.137799355401223,-0.08215214762842,0.0796094169907658,0.135921944448719
"gdp_growth","gdp_growth",5,-8.28392732863461e-05,0.000130616769052367,-0.136481819446016,-0.0819896243106921,0.0821555857279423,0.13455793172445
"gdp_growth","gdp_growth",6,-0.000346189610781964,0.000779039014608971,-0.0958416261973717,-0.0558417129663259,0.0545295613007509,0.0934208236590099
"gdp_growth","gdp_growth",7,-0.000626066358647207,-0.000478132157140372,-0.0990425157671264,-0.0568297381714429,0.0551550663795649,0.0965123473353992
"gdp_growth","gdp_growth",8,-0.000712418355410334,-0.000685692847425352,-0.0738351261035721,-0.0416046783270856,0.0399937727615478,0.0717317986160179
"gdp_growth","gdp_growth",9,-0.000414515307225881,-0.000633380655386182,-0.0702459968356546,-0.0397169809309173,0.0390849081798339,0.0701886679355133
"gdp_growth","gdp_growth",10,-0.000332173605677882,0.000208942436231007,-0.059126043599653,-0.0332057055946689,0.0319275421859007,0.0586878178334901
"gdp_growth","gdp_growth",11,-0.000501793941602638,-0.00019610491347422,-0.0578295710594824,-0.0333772348461839,0.0315848572402177,0.0572696224322534
"gdp_growth","gdp_growth",12,-0.000454659649297686,-0.000295742950040076,-0.0512158019685496,-0.0283718741936081,0.027381581994186,0.0494485841902313
"gdp_growth","gdp_growth",13,-0.000342596562083445,-0.000386592487776496,-0.0481793532599137,-0.0266825068675429,0.026212619861491,0.0470058621918721
"gdp_growth","gdp_growth",14,-0.000257729823849681,5.12377855786744e-05,-0.0453224233124857,-0.0248548343336035,0.0241521635555206,0.0441720951742301
"gdp_growth","gdp_growth",15,-0.000303313080030572,-5.54182970284285e-05,-0.0436302779917222,-0.0235119542157669,0.0230444575429888,0.0425379585180985
"gdp_growth","gdp_growth",16,-0.000287734642710476,-0.000206954200492249,-0.0425212704087186,-0.0228333820828652,0.0224967673940211,0.041522137424924
"gdp_growth","gdp_growth",17,-0.000212353891465232,5.79074900687372e-05,-0.0405078746517659,-0.0212031508432525,0.0207428456715968,0.0404852430523091
