"Variable","Shock","Horizon","Mean","Median","Lower_90","Lower_68","Upper_68","Upper_90"
"gdp_growth","gdp_growth",1,0.111476631013712,0.0593605480634168,0.000488984910752616,0.00533360045379571,0.229652792433398,0.398948426615419
"gdp_growth","gdp_growth",2,0.111435311128389,0.0683529179414251,0.00415037791030873,0.0148088777004319,0.218720308417176,0.365621025531232
"gdp_growth","gdp_growth",3,0.111398613361667,0.0706558288678589,0.00746020642306112,0.0191867960066435,0.213444025144405,0.352067499666219
"gdp_growth","gdp_growth",4,0.111393501756073,0.0718590411983146,0.00922310508141524,0.0213109395749158,0.210596450402221,0.346992348203498
"gdp_growth","gdp_growth",5,0.111474563902157,0.0731772664210732,0.010860884487394,0.023122874015062,0.208600396596782,0.340862312591898
"gdp_growth","gdp_growth",6,0.111509775862209,0.0735489919329976,0.0116654116270304,0.0241241421359728,0.207554869707436,0.338236889110086
"gdp_growth","gdp_growth",7,0.1115166219128,0.074255369054103,0.0122638327975275,0.0250233487211187,0.206485137252424,0.335770921623451
"gdp_growth","gdp_growth",8,0.111523849067617,0.0745805591177188,0.0127187861480422,0.0254005223778377,0.205935914467455,0.334635019755551
"gdp_growth","gdp_growth",9,0.11152592095075,0.0749495727114236,0.013108686256197,0.0259230939367613,0.205257763093266,0.333503651383125
"gdp_growth","gdp_growth",10,0.111527907746809,0.0752815528654158,0.0134167488992101,0.0262680531585786,0.204917110442173,0.332549187133118
"gdp_growth","gdp_growth",11,0.11151895613279,0.075467855934728,0.0136536917882411,0.0265443653526416,0.204494340851068,0.331098337501982
"gdp_growth","gdp_growth",12,0.111516415815575,0.0756957828133328,0.0139006540416791,0.0268422195299329,0.204184263786968,0.330390511537597
"gdp_growth","gdp_growth",13,0.111514780856822,0.0758701217704859,0.0141269918537539,0.0270579311848421,0.203854972102403,0.329750358558982
"gdp_growth","gdp_growth",14,0.111517102667044,0.0760282906038821,0.0143151436351064,0.0272157218834791,0.203687311581806,0.329159432356867
"gdp_growth","gdp_growth",15,0.111519280250601,0.0762469808492952,0.0144705067611358,0.027346696260853,0.203591756235375,0.328613904963934
"gdp_growth","gdp_growth",16,0.111522645233938,0.0763534551990894,0.0145731287833289,0.0274902012999349,0.203292683130025,0.328047550963926
"gdp_growth","gdp_growth",17,0.111526271479922,0.0764212149852557,0.0146456650600221,0.0276005209101258,0.203128114252209,0.327782064731722
"gdp_growth","gdp_growth",18,0.111528796191,0.0765321715982489,0.0147893580251911,0.0277154879765783,0.202921917359024,0.32745095801295
"gdp_growth","gdp_growth",19,0.111531363799045,0.0765869305817507,0.0148939131688735,0.0278391532737326,0.202889942597407,0.327191432554414
"gdp_growth","gdp_growth",20,0.111532229914089,0.076656394379116,0.0149965019130099,0.0279776674838966,0.202817171939326,0.32702635607305
"gdp_growth","gdp_growth",21,0.111533307394437,0.0767311353296546,0.0150899669670488,0.0280726840765617,0.202611986330089,0.326714911684748
"gdp_growth","consumption_growth",1,0.111861158396868,0.0584464159661589,0.000553226236985959,0.00542995883131546,0.232360013910505,0.404251039929268
"gdp_growth","consumption_growth",2,0.111696118599511,0.0680130468811648,0.00422047382276612,0.0149987789713137,0.217874667489586,0.36933570322129
