"Variable","Shock","Impact_Q0","Peak_Response","Peak_Horizon","Peak_68_Significant"
"Unemployment (pp)","Monetary Policy Shock",0.0655043228603097,0.113917135399731,11,"*"
"Interest (pp)","Monetary Policy Shock",0.0675394238728596,0.0981330559880577,2,"*"
"Real House Price (Log)","Monetary Policy Shock",-0.000851721068520031,-0.00454650994716384,7,""
"DTA (pp)","Monetary Policy Shock",-0.0158973121538883,0.0845913841717757,5,""
"DSR (pp)","Monetary Policy Shock",0.0169366792970719,0.0352120029376544,2,""
"LAI (pp)","Monetary Policy Shock",-0.844231599679133,-1.00979695202653,3,""
"Savings (pp)","Monetary Policy Shock",0.067387239102313,0.14230023349985,3,""
"Habituals (Log)","Monetary Policy Shock",-3.30467370928708e-05,-0.00126537073780716,29,""
"Unemployment (pp)","Adverse Macro Shock",0.0659182366579508,0.119583791157686,3,"*"
"Interest (pp)","Adverse Macro Shock",-0.0772375492803609,-0.160534093753059,4,"*"
"Real House Price (Log)","Adverse Macro Shock",5.30354131482403e-05,0.00451938951396554,9,""
"DTA (pp)","Adverse Macro Shock",0.0241589427226009,-0.0711430484669892,7,""
"DSR (pp)","Adverse Macro Shock",-0.018541378790701,-0.0497066762360152,3,""
"LAI (pp)","Adverse Macro Shock",-0.39461754558833,0.777077815610895,6,""
"Savings (pp)","Adverse Macro Shock",0.0137354464071905,-0.0628477663104529,6,""
"Habituals (Log)","Adverse Macro Shock",-8.4496360638915e-05,0.00104629597930517,26,""
"Unemployment (pp)","Asset Shock",-0.00418792986765501,0.0424784205583743,6,""
"Interest (pp)","Asset Shock",0.00806702329015292,0.0160834545135079,2,""
"Real House Price (Log)","Asset Shock",-0.00383534653923244,-0.00839011789408919,6,"*"
"DTA (pp)","Asset Shock",0.14279228600247,0.260877534088568,6,"*"
"DSR (pp)","Asset Shock",0.00547091063826508,-0.0116736970899098,13,""
"LAI (pp)","Asset Shock",-0.51323756949848,-0.663326913022827,1,""
"Savings (pp)","Asset Shock",0.0257863944375906,0.0957128502028479,3,""
"Habituals (Log)","Asset Shock",-0.000683445721401838,-0.00176124213941008,6,""
