"Variable","Shock","Impact_Q0","Peak_Response","Peak_Horizon","Peak_68_Significant"
"Unemployment (pp)","Monetary Policy Shock",0.0638505178435215,0.106363125442782,8,"*"
"Interest (pp)","Monetary Policy Shock",0.0642432767281577,0.0910699936242575,2,"*"
"Real House Price (Log)","Monetary Policy Shock",-0.000547791599492268,-0.00282705311877528,4,""
"DTA (pp)","Monetary Policy Shock",-0.0273241430710926,0.0498659422594587,4,""
"DSR (pp)","Monetary Policy Shock",0.0192035731788962,0.0387245321362705,2,""
"LAI (pp)","Monetary Policy Shock",-0.891603355021667,-0.963427221722263,2,""
"Savings (pp)","Monetary Policy Shock",0.0584650387924784,0.157215024151999,3,""
"Habituals (Log)","Monetary Policy Shock",1.76066970434476e-05,-0.000975445778083854,28,""
"Unemployment (pp)","Adverse Macro Shock",0.063916985862408,0.107602192779146,3,"*"
"Interest (pp)","Adverse Macro Shock",-0.07653902557768,-0.148476291315112,3,"*"
"Real House Price (Log)","Adverse Macro Shock",0.000282797738278711,0.00511469464400588,9,""
"DTA (pp)","Adverse Macro Shock",0.0130756382011704,-0.0834810772417259,6,""
"DSR (pp)","Adverse Macro Shock",-0.0201271204086796,-0.047516871513845,3,"*"
"LAI (pp)","Adverse Macro Shock",-0.484282250836147,0.915590198067673,7,""
"Savings (pp)","Adverse Macro Shock",0.0107991902506808,-0.0485633853761278,6,""
"Habituals (Log)","Adverse Macro Shock",-3.2658183047968e-05,0.00107762160282269,10,""
"Unemployment (pp)","Asset Shock",-0.00495741092908693,0.034636173869357,7,""
"Interest (pp)","Asset Shock",0.0101549148283816,0.0196746862352767,4,""
"Real House Price (Log)","Asset Shock",-0.00364511566578819,-0.0078063525832072,6,"*"
"DTA (pp)","Asset Shock",0.139317123243442,0.258498818572347,5,"*"
"DSR (pp)","Asset Shock",0.00284927092677436,-0.016086990194651,13,""
"LAI (pp)","Asset Shock",-0.641759987330106,-0.789937894159246,1,""
"Savings (pp)","Asset Shock",0.0416018451121178,0.0891444532009476,2,""
"Habituals (Log)","Asset Shock",-0.0005010426019429,-0.00141607996266861,5,""
