"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"d_unemployment_rate",-0.0521669192377595,-0.531695538600209,-0.105128205089288,-0.217422082542839,0.671263764792804,-0.408306298082017,-0.132946191457903,0.145843753678046
"d_policy_rate",0.377373972328131,0.51134149268734,0.0229877670743585,-0.120135228965491,0.112812575657303,-0.143420641554997,-0.677351628886598,0.298423299000104
"d_house_price_real_log",-0.539402988405777,0.206812980963686,0.328486798095126,-0.174038470213776,0.0784344325274906,0.120919228553801,0.187781396985708,0.687054996541639
"d_debt_to_asset_ratio",0.485696221959805,-0.246584278454669,-0.369478060255622,0.287637232553611,-0.0558515934352408,0.252236549763636,0.224971944099496,0.605550250494358
"d_dsr_value",0.238145141692323,0.543148724443865,-0.152169044276155,-0.131479572461588,0.463757369228436,-0.110351715087743,0.601937199953738,-0.135119455993997
"d_liquid_asset_to_income_ratio",-0.287882157502177,0.0657769842684348,-0.620371688434714,-0.355058758081544,0.145496580604129,0.571865051043317,-0.209363685665578,-0.0991839391381034
"d_saving_rate",0.311412383937511,-0.159468181275926,0.575504721116425,-0.0695688610829586,0.364723442246264,0.622181122333955,-0.0470584981326258,-0.138562892839421
"d_cons_durable_log",-0.302397380329276,0.16579224122052,-0.0691366447844019,0.822846991864965,0.397672702545012,0.0903064949794918,-0.171084203027575,-0.060357795994273
