"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"d_unemployment_rate",-0.00817590759354095,-0.567492380813654,0.125353837688189,0.0909924218224182,-0.784614910712821,0.133849290753104,0.119211115179919,0.0783891961355066
"d_policy_rate",-0.346811571753617,0.523793385950082,0.059013542860247,0.11591407755707,-0.190417795010392,0.6760558826053,0.119949371969712,0.28415700944747
"d_house_price_real_log",0.54557806843813,0.135771681748651,-0.100899740539089,0.396533932933611,-0.00153866194664255,-0.199725352384249,0.289043601852327,0.626938526833728
"d_debt_to_asset_ratio",-0.496097237920648,-0.17388165730168,0.105387880231706,-0.454969349204742,0.153050490822237,-0.288685692114042,0.369328286135873,0.512232097055284
"d_dsr_value",-0.254370096751203,0.477837266648058,0.329511109921424,0.234495613759345,-0.383205746327259,-0.605573449316632,0.00311319448834851,-0.172702337945027
"d_liquid_asset_to_income_ratio",0.231182667129718,-0.0669740469794489,0.761809457033854,0.0264470314131451,0.24899409334623,0.185898508866361,0.458720831249504,-0.232453956754705
"d_saving_rate",-0.355484291360261,-0.175420736782231,-0.392756530943074,0.528911750336424,0.176578794895279,-0.0206119931551777,0.534331465844307,-0.302882998863705
"d_cons_habitual_log",0.302271958496479,0.302221268250351,-0.341068235414902,-0.527837815171026,-0.290979228919811,-0.0100425776309729,0.50547666917111,-0.286491255862606
