"Variable","Shock","Impact_Q0","Peak_Response","Peak_Horizon","Peak_68_Significant"
"Unemployment (pp)","Monetary Policy Shock",0.0701169167684674,0.101528322699164,12,"*"
"Interest (pp)","Monetary Policy Shock",0.0643453492099411,0.101504756753975,3,"*"
"Real House Price (Log)","Monetary Policy Shock",-0.000805687825445574,-0.00546381165427705,9,""
"DTA (pp)","Monetary Policy Shock",-0.0211877370778522,0.093370164777737,7,""
"DSR (pp)","Monetary Policy Shock",0.0110017566751279,0.0239440990845138,3,""
"LAI (pp)","Monetary Policy Shock",-0.506750586587196,-0.601477869296597,5,""
"Savings (pp)","Monetary Policy Shock",0.0578844626902029,0.10891197986427,3,""
"Durables (Log)","Monetary Policy Shock",-0.000673404176652625,-0.00535584909272128,7,""
"Unemployment (pp)","Adverse Macro Shock",0.070027154942,0.116940346302556,3,"*"
"Interest (pp)","Adverse Macro Shock",-0.074499693689786,-0.170336537782259,4,"*"
"Real House Price (Log)","Adverse Macro Shock",0.000126423745786028,0.00468239072473249,8,""
"DTA (pp)","Adverse Macro Shock",0.0136687971489735,-0.0865341857158169,7,""
"DSR (pp)","Adverse Macro Shock",-0.0190632447687929,-0.0509730000185277,4,""
"LAI (pp)","Adverse Macro Shock",-0.237077675220762,0.946491544537846,7,""
"Savings (pp)","Adverse Macro Shock",-0.0015321284059267,-0.0848982908386736,5,""
"Durables (Log)","Adverse Macro Shock",-0.0024579085537446,0.0029286285284625,8,""
"Unemployment (pp)","Asset Shock",-0.00303383438415851,0.0325118674480741,6,""
"Interest (pp)","Asset Shock",0.00945336238177409,0.012111558559079,1,""
"Real House Price (Log)","Asset Shock",-0.00374595149105136,-0.00822510222095823,6,"*"
"DTA (pp)","Asset Shock",0.138098398109139,0.263750743089401,6,"*"
"DSR (pp)","Asset Shock",0.00255835956834351,-0.00759091206295047,13,""
"LAI (pp)","Asset Shock",-0.379716398052243,-0.653502867700491,1,""
"Savings (pp)","Asset Shock",0.0344112291136869,0.093872110309488,3,""
"Durables (Log)","Asset Shock",-0.00213211788799686,-0.00541294367331042,3,""
