"Variable","Shock","Impact_Q0","Peak_Response","Peak_Horizon","Peak_68_Significant"
"Unemployment (pp)","Monetary Policy Shock",0.0658079415257493,0.112822093017096,8,"*"
"Interest (pp)","Monetary Policy Shock",0.0670360990998072,0.0924465561113459,2,"*"
"Real House Price (Log)","Monetary Policy Shock",-0.000600371826904589,-0.00276340605432492,4,""
"DTA (pp)","Monetary Policy Shock",-0.0279649659723172,0.0521965548649577,4,""
"DSR (pp)","Monetary Policy Shock",0.0202652140847836,0.0409022731969518,2,""
"LAI (pp)","Monetary Policy Shock",-0.822429816169043,-0.831519493724083,2,""
"Savings (pp)","Monetary Policy Shock",0.0626159344647528,0.157928001145827,3,""
"Durables (Log)","Monetary Policy Shock",-0.00159454548246515,-0.00477598788569763,4,""
"Unemployment (pp)","Adverse Macro Shock",0.0652843161539694,0.118968615732732,3,"*"
"Interest (pp)","Adverse Macro Shock",-0.0778798531799061,-0.169181575961106,4,"*"
"Real House Price (Log)","Adverse Macro Shock",0.000510225110814082,0.00541802237930938,9,""
"DTA (pp)","Adverse Macro Shock",0.00949027128668087,-0.100562365425509,7,""
"DSR (pp)","Adverse Macro Shock",-0.0183699568864467,-0.0508139549311648,4,"*"
"LAI (pp)","Adverse Macro Shock",-0.464621291473505,0.900374492518879,7,""
"Savings (pp)","Adverse Macro Shock",0.0292525497422393,-0.0593387352758672,6,""
"Durables (Log)","Adverse Macro Shock",-0.00239276118781698,0.00344743762540275,7,""
"Unemployment (pp)","Asset Shock",-0.00891980676717824,0.0408891405500928,8,""
"Interest (pp)","Asset Shock",0.0141600070934426,0.0276660240601777,3,""
"Real House Price (Log)","Asset Shock",-0.00364837630070734,-0.00820132248467514,6,"*"
"DTA (pp)","Asset Shock",0.135916864494812,0.263789226251628,5,"*"
"DSR (pp)","Asset Shock",0.0041418133988764,-0.0135142736090871,13,""
"LAI (pp)","Asset Shock",-0.692723865444886,-0.812918262859528,1,""
"Savings (pp)","Asset Shock",0.0434463804329835,0.092051903632187,4,""
"Durables (Log)","Asset Shock",-0.00174726881069532,-0.00542926043994451,5,""
