"Variable","Shock","Impact_Q0","Peak_Response","Peak_Horizon","Peak_95_Significant"
"Unemployment","Monetary Policy Shock",0.0614727852837511,0.118246113976847,9,""
"Interest","Monetary Policy Shock",0.0774763164070976,0.112123370229098,2,"*"
"House Price","Monetary Policy Shock",-0.0010099368506086,-0.00292213588438552,5,""
"DTA","Monetary Policy Shock",-0.00927437392566265,0.0766298064864279,5,""
"DSR","Monetary Policy Shock",0.04389654471579,0.0628603022860781,2,"*"
"LAI","Monetary Policy Shock",-0.60035837909127,-0.682132252928838,3,""
"Savings","Monetary Policy Shock",0.0571253588501876,0.168062820142318,3,""
"Durables","Monetary Policy Shock",-0.000511923653877761,-0.00445945187477593,4,""
"Unemployment","Adverse Macro Shock",0.0685403546384833,0.127487091706481,4,""
"Interest","Adverse Macro Shock",-0.0766657268095397,-0.175257773494283,4,"*"
"House Price","Adverse Macro Shock",0.000166956364047721,0.00441735395873165,8,""
"DTA","Adverse Macro Shock",0.0154562750417269,-0.0874956524337355,8,""
"DSR","Adverse Macro Shock",-0.0206334433141077,-0.0551164359254296,4,""
"LAI","Adverse Macro Shock",-0.471785991146762,0.67382929053606,7,""
"Savings","Adverse Macro Shock",0.00621559669927573,-0.07604401938868,6,""
"Durables","Adverse Macro Shock",-0.00226970077449917,0.00275990265820751,8,""
"Unemployment","Asset Shock",-0.00608343001187393,0.0412612009530497,7,""
"Interest","Asset Shock",0.0113307829007056,0.0203840480134631,2,""
"House Price","Asset Shock",-0.00370490801843165,-0.00865366505510503,7,""
"DTA","Asset Shock",0.138782795544344,0.270125451542792,6,""
"DSR","Asset Shock",0.00255638406666813,-0.015122433331214,16,""
"LAI","Asset Shock",-0.557557217777595,-0.791123102099298,1,""
"Savings","Asset Shock",0.0170239704872978,0.0904355422091625,4,""
"Durables","Asset Shock",-0.00201546073204708,-0.00590156661813919,4,""
