"Variable","Shock","Impact_Q0","Peak_Response","Peak_Horizon","Peak_95_Significant"
"Unemployment","Monetary Policy Shock",0.0615770144588186,0.112227647325199,8,""
"Interest","Monetary Policy Shock",0.0753864675407539,0.100028761834738,2,"*"
"House Price","Monetary Policy Shock",-0.000597041025083532,-0.00206033628411922,3,""
"DTA","Monetary Policy Shock",-0.0161177191705329,0.0389019194274758,4,""
"DSR","Monetary Policy Shock",0.0428735558099451,0.0618672515660297,2,"*"
"LAI","Monetary Policy Shock",-0.759358970416577,-0.759358970416577,0,""
"Savings","Monetary Policy Shock",0.0604480580228862,0.159896134842954,3,""
"Durables","Monetary Policy Shock",9.53424230944294e-05,-0.0032879224116935,4,""
"Unemployment","Adverse Macro Shock",0.0667258950471605,0.113931997477076,3,""
"Interest","Adverse Macro Shock",-0.0762589137388106,-0.157529742647324,4,""
"House Price","Adverse Macro Shock",0.000452493640670377,0.0055060148213642,8,""
"DTA","Adverse Macro Shock",0.00964497879511862,-0.0944217195248055,7,""
"DSR","Adverse Macro Shock",-0.0193067929728328,-0.050353547166343,3,""
"LAI","Adverse Macro Shock",-0.400251589874161,0.926681655547823,7,""
"Savings","Adverse Macro Shock",0.00733157549766893,-0.0659734247946073,6,""
"Durables","Adverse Macro Shock",-0.00231022658699772,0.00347965860627021,7,""
"Unemployment","Asset Shock",-0.00589481599740345,0.0383640686382438,6,""
"Interest","Asset Shock",0.0128028366304613,0.027380397221201,3,""
"House Price","Asset Shock",-0.00366251472573876,-0.00782445059441863,5,""
"DTA","Asset Shock",0.140784339869892,0.25922260400164,5,""
"DSR","Asset Shock",0.00379920556542464,-0.0142960695517047,15,""
"LAI","Asset Shock",-0.636462665627202,-0.7561369708092,1,""
"Savings","Asset Shock",0.0286000539319186,0.0845619045299785,2,""
"Durables","Asset Shock",-0.00213187904930665,-0.00524631794102465,4,""
